"district","year","week","total_suspected"
"Lira District",2022,8,2020
"Lira District",2022,9,2605
"Lira District",2023,1,1076
"Rwampara District",2022,10,352
"Rwampara District",2022,11,708
"Rwampara District",2022,12,565
"Rwampara District",2022,13,379
"Rwampara District",2022,14,541
"Rwampara District",2022,15,735
"Rwampara District",2022,16,659
"Rwampara District",2022,17,499
"Rwampara District",2022,19,534
"Rwampara District",2022,22,303
"Rwampara District",2022,24,281
"Rwampara District",2022,26,634
"Rwampara District",2022,27,718
"Rwampara District",2022,28,546
"Rwampara District",2022,29,561
"Rwampara District",2022,30,494
"Rwampara District",2022,31,429
"Rwampara District",2022,32,156
"Rwampara District",2022,33,615
"Rwampara District",2022,34,441
"Rwampara District",2022,35,470
"Rwampara District",2022,36,352
"Rwampara District",2022,37,410
"Rwampara District",2022,38,438
"Rwampara District",2022,39,364
"Rwampara District",2022,40,388
"Rwampara District",2022,41,432
"Rwampara District",2022,42,275
"Rwampara District",2022,43,331
"Rwampara District",2022,44,429
"Rwampara District",2022,48,484
"Rwampara District",2022,52,164
"Rwampara District",2022,8,435
"Rwampara District",2022,9,414
"Rwampara District",2023,1,465
"Kiboga District",2022,1,1358
"Kiboga District",2022,10,2510
"Kiboga District",2022,11,1856
"Kiboga District",2022,12,1859
"Kiboga District",2022,13,1744
"Kiboga District",2022,14,886
"Kiboga District",2022,15,1093
"Kiboga District",2022,16,1654
"Kiboga District",2022,17,1832
"Kiboga District",2022,18,2643
"Kiboga District",2022,19,2673
"Kiboga District",2022,2,1687
"Kiboga District",2022,25,2772
"Kiboga District",2022,26,2197
"Kiboga District",2022,27,2420
"Kiboga District",2022,28,2366
"Kiboga District",2022,29,2458
"Kiboga District",2022,3,1215
"Kiboga District",2022,30,2151
"Kiboga District",2022,31,2037
"Kiboga District",2022,32,870
"Kiboga District",2022,33,1765
"Kiboga District",2022,35,1465
"Kiboga District",2022,36,1738
"Kiboga District",2022,37,1834
"Kiboga District",2022,38,2082
"Kiboga District",2022,39,1899
"Kiboga District",2022,4,1118
"Kiboga District",2022,40,2006
"Kiboga District",2022,41,2886
"Kiboga District",2022,42,3058
"Kiboga District",2022,43,2852
"Kiboga District",2022,44,2817
"Kiboga District",2022,45,2860
"Kiboga District",2022,47,1748
"Kiboga District",2022,48,2324
"Kiboga District",2022,49,2026
"Kiboga District",2022,5,1213
"Kiboga District",2022,50,1838
"Kiboga District",2022,51,787
"Kiboga District",2022,52,1579
"Kiboga District",2022,9,2437
"Bugiri District",2022,10,6619
"Bugiri District",2022,11,7098
"Bugiri District",2022,13,4171
"Bugiri District",2022,14,3685
"Bugiri District",2022,15,3622
"Bugiri District",2022,16,3343
"Bugiri District",2022,17,2667
"Bugiri District",2022,18,2635
"Bugiri District",2022,19,3046
"Bugiri District",2022,20,2585
"Bugiri District",2022,21,2522
"Bugiri District",2022,22,3280
"Bugiri District",2022,23,5290
"Bugiri District",2022,24,5425
"Bugiri District",2022,25,6191
"Bugiri District",2022,26,4680
"Bugiri District",2022,27,5065
"Bugiri District",2022,32,6489
"Bugiri District",2022,33,3748
"Bugiri District",2022,34,4828
"Bugiri District",2022,35,5226
"Bugiri District",2022,37,6042
"Bugiri District",2022,38,6170
"Bugiri District",2022,40,4884
"Bugiri District",2022,41,4730
"Bugiri District",2022,42,4739
"Bugiri District",2022,44,4531
"Bugiri District",2022,45,4880
"Bugiri District",2022,46,3928
"Bugiri District",2022,48,7619
"Bugiri District",2022,51,3577
"Bugiri District",2022,52,3181
"Pallisa District",2022,20,2755
"Pallisa District",2022,22,2920
"Pallisa District",2022,9,2754
"Mbale City",2022,1,2974
"Mbale City",2022,10,3344
"Mbale City",2022,11,3535
"Mbale City",2022,13,2815
"Mbale City",2022,14,3232
"Mbale City",2022,15,3554
"Mbale City",2022,16,2933
"Mbale City",2022,17,3103
"Mbale City",2022,19,3435
"Mbale City",2022,2,2758
"Mbale City",2022,21,1942
"Mbale City",2022,22,2336
"Mbale City",2022,23,3062
"Mbale City",2022,24,4858
"Mbale City",2022,25,3282
"Mbale City",2022,26,4339
"Mbale City",2022,27,2820
"Mbale City",2022,28,3985
"Mbale City",2022,29,3957
"Mbale City",2022,3,2466
"Mbale City",2022,30,4132
"Mbale City",2022,31,3494
"Mbale City",2022,32,3102
"Mbale City",2022,33,2959
"Mbale City",2022,34,3960
"Mbale City",2022,35,3739
"Mbale City",2022,36,3463
"Mbale City",2022,37,3484
"Mbale City",2022,38,4057
"Mbale City",2022,39,3963
"Mbale City",2022,4,2704
"Mbale City",2022,40,3532
"Mbale City",2022,41,3586
"Mbale City",2022,42,3736
"Mbale City",2022,43,2939
"Mbale City",2022,45,3190
"Mbale City",2022,46,2135
"Mbale City",2022,47,3014
"Mbale City",2022,48,3235
"Mbale City",2022,49,2900
"Mbale City",2022,5,2832
"Mbale City",2022,50,2679
"Mbale City",2022,51,1800
"Mbale City",2022,52,1748
"Mbale City",2022,6,3169
"Mbale City",2022,7,3709
"Mbale City",2022,8,3744
"Mbale City",2022,9,3351
"Mbale City",2023,1,1766
"Kitagwenda District",2022,13,828
"Kitagwenda District",2022,2,648
"Kitagwenda District",2022,8,1680
"Kitagwenda District",2022,9,1215
"Kayunga District",2022,1,3188
"Kayunga District",2022,10,2731
"Kayunga District",2022,11,3349
"Kayunga District",2022,12,3222
"Kayunga District",2022,13,2423
"Kayunga District",2022,14,2821
"Kayunga District",2022,15,2292
"Kayunga District",2022,16,2395
"Kayunga District",2022,17,2271
"Kayunga District",2022,18,2696
"Kayunga District",2022,19,2335
"Kayunga District",2022,2,1937
"Kayunga District",2022,20,2418
"Kayunga District",2022,22,2887
"Kayunga District",2022,23,3899
"Kayunga District",2022,24,4795
"Kayunga District",2022,25,4398
"Kayunga District",2022,26,3098
"Kayunga District",2022,27,2675
"Kayunga District",2022,28,3235
"Kayunga District",2022,29,3336
"Kayunga District",2022,3,1604
"Kayunga District",2022,30,3448
"Kayunga District",2022,31,3054
"Kayunga District",2022,32,3092
"Kayunga District",2022,33,2842
"Kayunga District",2022,34,2677
"Kayunga District",2022,35,2574
"Kayunga District",2022,36,2831
"Kayunga District",2022,37,2564
"Kayunga District",2022,38,3197
"Kayunga District",2022,39,3130
"Kayunga District",2022,4,2265
"Kayunga District",2022,40,3750
"Kayunga District",2022,41,3763
"Kayunga District",2022,42,3417
"Kayunga District",2022,43,3491
"Kayunga District",2022,45,3236
"Kayunga District",2022,46,2024
"Kayunga District",2022,48,3638
"Kayunga District",2022,49,2905
"Kayunga District",2022,5,3330
"Kayunga District",2022,50,2846
"Kayunga District",2022,51,2243
"Kayunga District",2022,52,1923
"Kayunga District",2022,6,3632
"Kayunga District",2022,7,2829
"Kayunga District",2022,8,3355
"Kayunga District",2022,9,3045
"Kayunga District",2023,1,2769
"Yumbe District",2022,42,11998
"Oyam District",2022,12,4759
"Oyam District",2022,13,3421
"Oyam District",2022,14,4393
"Oyam District",2022,16,4918
"Oyam District",2022,22,6966
"Oyam District",2022,23,8168
"Oyam District",2022,25,6439
"Oyam District",2022,31,4333
"Oyam District",2022,49,3719
"Kibuku District",2022,1,6542
"Kibuku District",2022,10,8832
"Kibuku District",2022,11,9220
"Kibuku District",2022,12,5950
"Kibuku District",2022,13,4349
"Kibuku District",2022,14,5866
"Kibuku District",2022,15,5084
"Kibuku District",2022,16,4707
"Kibuku District",2022,17,4513
"Kibuku District",2022,18,5770
"Kibuku District",2022,19,6475
"Kibuku District",2022,20,5076
"Kibuku District",2022,21,3624
"Kibuku District",2022,22,6349
"Kibuku District",2022,23,9673
"Kibuku District",2022,24,9264
"Kibuku District",2022,25,8657
"Kibuku District",2022,26,8257
"Kibuku District",2022,27,8351
"Kibuku District",2022,28,6629
"Kibuku District",2022,29,6525
"Kibuku District",2022,3,4319
"Kibuku District",2022,30,8077
"Kibuku District",2022,31,6623
"Kibuku District",2022,32,8331
"Kibuku District",2022,33,5525
"Kibuku District",2022,34,5296
"Kibuku District",2022,35,5534
"Kibuku District",2022,36,6526
"Kibuku District",2022,37,5967
"Kibuku District",2022,38,6601
"Kibuku District",2022,39,7258
"Kibuku District",2022,4,5555
"Kibuku District",2022,40,7132
"Kibuku District",2022,41,7244
"Kibuku District",2022,42,6988
"Kibuku District",2022,43,7183
"Kibuku District",2022,44,6624
"Kibuku District",2022,45,6287
"Kibuku District",2022,46,5988
"Kibuku District",2022,47,6180
"Kibuku District",2022,48,7796
"Kibuku District",2022,49,7372
"Kibuku District",2022,5,3465
"Kibuku District",2022,51,5767
"Kibuku District",2022,52,6111
"Kibuku District",2022,6,5264
"Kibuku District",2022,7,4570
"Kibuku District",2022,8,4617
"Kibuku District",2022,9,8383
"Sheema District",2022,13,779
"Sheema District",2022,14,824
"Sheema District",2022,16,716
"Sheema District",2022,17,587
"Sheema District",2022,18,645
"Sheema District",2022,25,805
"Sheema District",2022,26,802
"Sheema District",2022,3,857
"Sheema District",2022,31,566
"Sheema District",2022,32,645
"Sheema District",2022,40,811
"Sheema District",2022,43,825
"Sheema District",2022,48,781
"Sheema District",2022,5,1391
"Sheema District",2022,8,1358
"Namisindwa District",2022,14,827
"Namisindwa District",2022,16,1367
"Namisindwa District",2022,19,1619
"Namisindwa District",2022,26,1572
"Namisindwa District",2022,28,1818
"Namisindwa District",2022,37,1116
"Namisindwa District",2022,39,925
"Namisindwa District",2022,41,851
"Namisindwa District",2022,7,985
"Namisindwa District",2022,9,1560
"Namisindwa District",2023,1,538
"Kazo District",2022,1,3849
"Kazo District",2022,10,1873
"Kazo District",2022,11,1560
"Kazo District",2022,14,927
"Kazo District",2022,16,1411
"Kazo District",2022,17,1631
"Kazo District",2022,18,1747
"Kazo District",2022,19,1965
"Kazo District",2022,2,2242
"Kazo District",2022,3,2662
"Kazo District",2022,39,2359
"Kazo District",2022,4,2958
"Kazo District",2022,46,1953
"Kazo District",2022,47,2296
"Kazo District",2022,5,2511
"Kazo District",2022,52,1552
"Kazo District",2022,6,2131
"Kazo District",2022,7,1659
"Kazo District",2022,8,2176
"Kazo District",2022,9,2307
"Kazo District",2023,1,1561
"Namutumba District",2022,1,3488
"Namutumba District",2022,12,4427
"Namutumba District",2022,13,2407
"Namutumba District",2022,14,2932
"Namutumba District",2022,15,2798
"Namutumba District",2022,16,2615
"Namutumba District",2022,18,2525
"Namutumba District",2022,19,2980
"Namutumba District",2022,32,2337
"Namutumba District",2022,34,2430
"Namutumba District",2022,35,3380
"Namutumba District",2022,37,2914
"Namutumba District",2022,38,3559
"Namutumba District",2022,4,2361
"Namutumba District",2022,44,3041
"Namutumba District",2022,45,2539
"Namutumba District",2022,46,1259
"Namutumba District",2022,48,5651
"Namutumba District",2022,49,4608
"Namutumba District",2022,5,2097
"Namutumba District",2022,50,3487
"Namutumba District",2022,51,2746
"Namutumba District",2022,52,3282
"Namutumba District",2023,1,3857
"Kisoro District",2022,1,1565
"Kisoro District",2022,15,1245
"Kisoro District",2022,2,1425
"Kisoro District",2022,21,1405
"Kisoro District",2022,3,1049
"Kisoro District",2022,6,1110
"Kisoro District",2022,7,1170
"Kisoro District",2022,8,1379
"Mityana District",2022,13,6931
"Mityana District",2022,14,2452
"Mityana District",2022,17,1601
"Mityana District",2022,18,2561
"Mityana District",2022,19,2801
"Mityana District",2022,22,2595
"Mityana District",2022,24,3081
"Mityana District",2022,25,2360
"Mityana District",2022,27,2608
"Mityana District",2022,28,2916
"Mityana District",2022,29,2685
"Mityana District",2022,32,1686
"Mityana District",2022,39,2910
"Mityana District",2022,44,5091
"Mityana District",2022,6,2029
"Kaabong District",2022,1,2452
"Kaabong District",2022,10,1892
"Kaabong District",2022,11,2605
"Kaabong District",2022,12,2913
"Kaabong District",2022,13,1565
"Kaabong District",2022,14,1593
"Kaabong District",2022,15,1657
"Kaabong District",2022,16,1259
"Kaabong District",2022,17,1374
"Kaabong District",2022,18,1657
"Kaabong District",2022,19,2153
"Kaabong District",2022,2,2192
"Kaabong District",2022,22,1732
"Kaabong District",2022,23,4047
"Kaabong District",2022,24,3847
"Kaabong District",2022,25,2320
"Kaabong District",2022,26,3228
"Kaabong District",2022,27,2724
"Kaabong District",2022,28,2789
"Kaabong District",2022,29,2542
"Kaabong District",2022,3,1708
"Kaabong District",2022,30,2272
"Kaabong District",2022,31,2068
"Kaabong District",2022,32,3055
"Kaabong District",2022,33,2386
"Kaabong District",2022,34,2724
"Kaabong District",2022,35,2588
"Kaabong District",2022,36,3246
"Kaabong District",2022,37,3171
"Kaabong District",2022,39,2509
"Kaabong District",2022,4,2155
"Kaabong District",2022,41,152
"Kaabong District",2022,42,2627
"Kaabong District",2022,43,2382
"Kaabong District",2022,44,1824
"Kaabong District",2022,45,1655
"Kaabong District",2022,46,333
"Kaabong District",2022,47,1785
"Kaabong District",2022,48,1686
"Kaabong District",2022,49,2706
"Kaabong District",2022,5,2354
"Kaabong District",2022,50,1728
"Kaabong District",2022,51,836
"Kaabong District",2022,52,927
"Kaabong District",2022,6,2019
"Kaabong District",2022,7,2409
"Kaabong District",2022,8,2298
"Kaabong District",2022,9,2150
"Kaabong District",2023,1,1109
"Sheema District",2022,22,371
"Sheema District",2022,23,774
"Sheema District",2022,27,729
"Sheema District",2022,9,1373
"Wakiso District",2022,26,10641
"Wakiso District",2022,32,7101
"Wakiso District",2022,46,11827
"Kalungu District",2022,1,1579
"Kalungu District",2022,11,1179
"Kalungu District",2022,16,1068
"Kalungu District",2022,17,1124
"Kalungu District",2022,18,1231
"Kalungu District",2022,19,1650
"Kalungu District",2022,20,1328
"Kalungu District",2022,21,1516
"Kalungu District",2022,22,1620
"Kalungu District",2022,23,2484
"Kalungu District",2022,24,2220
"Kalungu District",2022,25,1939
"Kalungu District",2022,27,1995
"Kalungu District",2022,28,1500
"Kalungu District",2022,3,1269
"Kalungu District",2022,32,699
"Kalungu District",2022,33,894
"Kalungu District",2022,36,1265
"Kalungu District",2022,37,1348
"Kalungu District",2022,38,1450
"Kalungu District",2022,4,1338
"Kalungu District",2022,40,1608
"Kalungu District",2022,42,1923
"Kalungu District",2022,43,1917
"Kalungu District",2022,45,1900
"Kalungu District",2022,46,1428
"Kalungu District",2022,48,2116
"Kalungu District",2022,49,1642
"Kalungu District",2022,5,763
"Kalungu District",2022,50,1368
"Kalungu District",2022,51,724
"Kalungu District",2022,52,1221
"Kalungu District",2022,6,1182
"Kalungu District",2022,7,971
"Kalungu District",2022,8,1301
"Kalungu District",2022,9,1307
"Kalungu District",2023,1,1549
"Kasese District",2022,6,8136
"Kabale District",2022,1,1750
"Kabale District",2022,10,1662
"Kabale District",2022,11,1367
"Kabale District",2022,12,1494
"Kabale District",2022,13,1335
"Kabale District",2022,14,961
"Kabale District",2022,15,953
"Kabale District",2022,16,949
"Kabale District",2022,17,943
"Kabale District",2022,18,841
"Kabale District",2022,19,893
"Kabale District",2022,2,1173
"Kabale District",2022,20,456
"Kabale District",2022,21,590
"Kabale District",2022,22,786
"Kabale District",2022,23,1047
"Kabale District",2022,24,980
"Kabale District",2022,25,1075
"Kabale District",2022,26,1084
"Kabale District",2022,27,1112
"Kabale District",2022,28,1499
"Kabale District",2022,29,1456
"Kabale District",2022,3,1150
"Kabale District",2022,30,1286
"Kabale District",2022,31,1199
"Kabale District",2022,32,1258
"Kabale District",2022,33,979
"Kabale District",2022,34,874
"Kabale District",2022,35,833
"Kabale District",2022,36,773
"Kabale District",2022,37,880
"Kabale District",2022,38,959
"Kabale District",2022,39,1053
"Kabale District",2022,4,1120
"Kabale District",2022,40,1204
"Kabale District",2022,41,958
"Kabale District",2022,42,1087
"Kabale District",2022,43,1047
"Kabale District",2022,44,1000
"Kabale District",2022,45,1071
"Kabale District",2022,46,777
"Kabale District",2022,47,1267
"Kabale District",2022,48,1090
"Kabale District",2022,49,966
"Kabale District",2022,5,1045
"Kabale District",2022,50,817
"Kabale District",2022,51,793
"Kabale District",2022,52,780
"Kabale District",2022,6,1269
"Kabale District",2022,7,1574
"Kabale District",2022,8,1473
"Kabale District",2022,9,1862
"Kabale District",2023,1,922
"Jinja District",2022,1,2043
"Jinja District",2022,10,1951
"Jinja District",2022,11,2384
"Jinja District",2022,12,2264
"Jinja District",2022,13,1553
"Jinja District",2022,14,2323
"Jinja District",2022,15,1029
"Jinja District",2022,16,2163
"Jinja District",2022,18,1734
"Jinja District",2022,19,2032
"Jinja District",2022,2,1606
"Jinja District",2022,20,288
"Jinja District",2022,21,946
"Jinja District",2022,22,509
"Jinja District",2022,24,1089
"Jinja District",2022,25,1355
"Jinja District",2022,26,2113
"Jinja District",2022,27,2041
"Jinja District",2022,29,2033
"Jinja District",2022,3,1291
"Jinja District",2022,30,2443
"Jinja District",2022,33,1896
"Jinja District",2022,34,1708
"Jinja District",2022,35,2073
"Jinja District",2022,36,1771
"Jinja District",2022,37,2152
"Jinja District",2022,39,2244
"Jinja District",2022,40,1947
"Jinja District",2022,41,1878
"Jinja District",2022,42,1158
"Jinja District",2022,43,1339
"Jinja District",2022,44,1485
"Jinja District",2022,45,2485
"Jinja District",2022,47,3102
"Jinja District",2022,49,3030
"Jinja District",2022,50,2346
