"district","year","week","total_cases.x","total_death","tpr_district","tpr_status","total_tx_stock","total_cases.y","tx_available","tx_stock_weeks","tx_stockout","total_suspected.x","total_rdt_stock","total_suspected.y","rdt_stock_weeks","rdt_stockout"
"Abim District",2022,1,892,NA,44,"4. 40-55%",714809,892,42047.5882352941,47.1385518332894,"Overstock",1943,27142,1943,13.9691199176531,"Adequate stock"
"Abim District",2022,2,656,NA,61.45,"5. 55-70%",1143052,656,67238.3529411765,102.497489239598,"Overstock",1703,37584,1703,22.0692894891368,"Overstock"
"Abim District",2022,3,716,NA,45.1,"4. 40-55%",656900,716,38641.1764705882,53.9681235622741,"Overstock",1692,32091,1692,18.9663120567376,"Adequate stock"
"Abim District",2022,4,813,NA,47.4,"4. 40-55%",1246281,813,73310.6470588235,90.1729976123291,"Overstock",1964,38231,1964,19.4658859470468,"Adequate stock"
"Abim District",2022,5,678,NA,56.15,"5. 55-70%",1188920,678,69936.4705882353,103.151136560819,"Overstock",1539,29657,1539,19.2703053931124,"Adequate stock"
"Abim District",2022,6,766,NA,48.8,"4. 40-55%",794020,766,46707.0588235294,60.9752726155736,"Overstock",1314,17858,1314,13.5905631659056,"Adequate stock"
"Abim District",2022,7,660,NA,54.1666666666667,"4. 40-55%",541396,660,31846.8235294118,48.2527629233512,"Overstock",1638,18456,1638,11.2673992673993,"Adequate stock"
"Abim District",2022,8,900,NA,41.175,"4. 40-55%",776556,900,45679.7647058823,50.7552941176471,"Overstock",2369,21983,2369,9.27944280287041,"Adequate stock"
"Abim District",2022,9,865,NA,31.25,"3. 25-40%",512446,865,30143.8823529412,34.8484189051343,"Overstock",1606,20436,1606,12.7247820672478,"Adequate stock"
"Abim District",2022,10,741,NA,38.1,"3. 25-40%",501270,741,29486.4705882353,39.7928078113837,"Overstock",1973,33591,1973,17.0253421186011,"Adequate stock"
"Abim District",2022,11,975,NA,46.675,"4. 40-55%",1162490,975,68381.7647058823,70.1351432880845,"Overstock",2877,56856,2877,19.762252346194,"Adequate stock"
"Abim District",2022,12,1037,NA,41.85,"4. 40-55%",600450,1037,35320.5882352941,34.0603550967156,"Overstock",2497,41070,2497,16.4477372847417,"Adequate stock"
"Abim District",2022,13,729,NA,42.34,"4. 40-55%",596622,729,35095.4117647059,48.1418542725732,"Overstock",1905,54622,1905,28.6729658792651,"Overstock"
"Abim District",2022,14,506,NA,39.65,"3. 25-40%",1067779,506,62810.5294117647,124.131481050918,"Overstock",1491,46259,1491,31.0254862508384,"Overstock"
"Abim District",2022,15,714,NA,38.65,"3. 25-40%",558463,714,32850.7647058823,46.0094743779865,"Overstock",1405,48809,1405,34.7395017793594,"Overstock"
"Abim District",2022,16,738,NA,34.54,"3. 25-40%",484440,738,28496.4705882353,38.6131037780966,"Overstock",1834,43707,1834,23.8315158124318,"Overstock"
"Abim District",2022,17,668,NA,45.4,"4. 40-55%",406036,668,23884.4705882353,35.7551954913702,"Overstock",2135,46004,2135,21.5475409836066,"Overstock"
"Abim District",2022,18,1013,NA,44.1333333333333,"4. 40-55%",433742,1013,25514.2352941176,25.1868068056443,"Overstock",2514,40175,2514,15.9805091487669,"Adequate stock"
"Abim District",2022,19,1224,NA,35.7333333333333,"3. 25-40%",286429,1224,16848.7647058824,13.7653306420607,"Adequate stock",2910,55137,2910,18.9474226804124,"Adequate stock"
"Abim District",2022,20,1011,NA,28.5,"3. 25-40%",326529,1011,19207.5882352941,18.998603595741,"Adequate stock",2813,52024,2813,18.4941343761109,"Adequate stock"
"Abim District",2022,21,1121,NA,51.3,"4. 40-55%",223530,1121,13148.8235294118,11.7295481975127,"Adequate stock",1964,56333,1964,28.6827902240326,"Overstock"
"Abim District",2022,22,1332,NA,57.5333333333333,"5. 55-70%",270073,1332,15886.6470588235,11.926912206324,"Adequate stock",2143,54386,2143,25.3784414372375,"Overstock"
"Abim District",2022,23,1987,NA,64.6,"5. 55-70%",635300,1987,37370.5882352941,18.8075431481098,"Adequate stock",3175,74038,3175,23.3190551181102,"Overstock"
"Abim District",2022,24,3438,NA,64.3,"5. 55-70%",604814,3438,35577.2941176471,10.3482530883208,"Adequate stock",4987,108299,4987,21.716262281933,"Overstock"
"Abim District",2022,25,2524,NA,61.8,"5. 55-70%",1141480,2524,67145.8823529412,26.6029644821479,"Overstock",3595,48123,3595,13.3860917941586,"Adequate stock"
"Abim District",2022,26,1636,NA,71.5,"6. >70%",619147,1636,36420.4117647059,22.2618653818496,"Overstock",2420,59647,2420,24.647520661157,"Overstock"
"Abim District",2022,27,957,NA,75.2,"6. >70%",353780,957,20810.5882352941,21.7456512385518,"Overstock",1563,28919,1563,18.5022392834293,"Adequate stock"
"Abim District",2022,28,2018,NA,69.375,"5. 55-70%",383476,2018,22557.4117647059,11.1781029557512,"Adequate stock",3169,38574,3169,12.1722940990849,"Adequate stock"
"Abim District",2022,29,1741,NA,73.8333333333333,"6. >70%",434530,1741,25560.5882352941,14.6815555630638,"Adequate stock",3071,42095,3071,13.7072614783458,"Adequate stock"
"Abim District",2022,30,2179,NA,64.85,"5. 55-70%",424362,2179,24962.4705882353,11.4559295953352,"Adequate stock",3168,37278,3168,11.7670454545455,"Adequate stock"
"Abim District",2022,31,1345,NA,59.3666666666667,"5. 55-70%",363262,1345,21368.3529411765,15.8872512573803,"Adequate stock",1853,38228,1853,20.6303291958985,"Overstock"
"Abim District",2022,32,1648,NA,54.7,"4. 40-55%",267838,1648,15755.1764705882,9.5601798972016,"Adequate stock",2342,62822,2342,26.8240819812126,"Overstock"
"Abim District",2022,33,1238,NA,41.4,"4. 40-55%",244038,1238,14355.1764705882,11.5954575691343,"Adequate stock",2005,35226,2005,17.5690773067332,"Adequate stock"
"Abim District",2022,34,983,NA,52.9666666666667,"4. 40-55%",158850,983,9344.11764705882,9.50571479863563,"Adequate stock",2030,27389,2030,13.492118226601,"Adequate stock"
"Abim District",2022,35,778,NA,46.475,"4. 40-55%",213580,778,12563.5294117647,16.1484953878724,"Adequate stock",1847,37894,1847,20.5165132647537,"Overstock"
"Abim District",2022,36,1077,NA,53.95,"4. 40-55%",916108,1077,53888.7058823529,50.0359386094271,"Overstock",2529,57052,2529,22.5591142744168,"Overstock"
"Abim District",2022,37,1338,NA,47,"4. 40-55%",508103,1338,29888.4117647059,22.338125384683,"Overstock",3367,54080,3367,16.0617760617761,"Adequate stock"
"Abim District",2022,38,1821,NA,52.9666666666667,"4. 40-55%",584886,1821,34405.0588235294,18.8934974319217,"Adequate stock",3179,67013,3179,21.0798993394149,"Overstock"
"Abim District",2022,39,1094,NA,56.9,"5. 55-70%",373120,1094,21948.2352941176,20.0623722980966,"Overstock",3192,34655,3192,10.8568295739348,"Adequate stock"
"Abim District",2022,40,820,NA,30.8,"3. 25-40%",429720,820,25277.6470588235,30.8263988522238,"Overstock",1726,31625,1726,18.3227114716107,"Adequate stock"
"Abim District",2022,41,749,NA,44.4333333333333,"4. 40-55%",437098,749,25711.6470588235,34.327966700699,"Overstock",2141,42896,2141,20.035497431107,"Overstock"
"Abim District",2022,42,1298,NA,66.4,"5. 55-70%",365936,1298,21525.6470588235,16.5837034351491,"Adequate stock",2495,35690,2495,14.3046092184369,"Adequate stock"
"Abim District",2022,43,1058,NA,53.6333333333333,"4. 40-55%",329663,1058,19391.9411764706,18.328866896475,"Adequate stock",1747,35754,1747,20.4659416141958,"Overstock"
"Abim District",2022,44,1036,NA,59.4666666666667,"5. 55-70%",285790,1036,16811.1764705882,16.2270043152396,"Adequate stock",1477,32420,1477,21.9498984427894,"Overstock"
"Abim District",2022,45,895,NA,56.1,"5. 55-70%",252300,895,14841.1764705882,16.5823200788695,"Adequate stock",1584,35818,1584,22.6123737373737,"Overstock"
"Abim District",2022,46,323,NA,52.6,"4. 40-55%",78120,323,4595.29411764706,14.2269167729011,"Adequate stock",553,7750,553,14.0144665461121,"Adequate stock"
"Abim District",2022,47,699,NA,44.95,"4. 40-55%",386400,699,22729.4117647059,32.5170411512244,"Overstock",1148,33848,1148,29.4843205574913,"Overstock"
"Abim District",2022,48,1239,NA,49.975,"4. 40-55%",1696216,1239,99777.4117647059,80.53059868015,"Overstock",2433,56086,2433,23.0521989313605,"Overstock"
"Abim District",2022,49,1078,NA,60.64,"5. 55-70%",1676472,1078,98616,91.4805194805195,"Overstock",2607,62757,2607,24.07249712313,"Overstock"
"Abim District",2022,50,714,NA,33.5,"3. 25-40%",1394296,714,82017.4117647059,114.870324600428,"Overstock",1649,38071,1649,23.0873256519102,"Overstock"
"Abim District",2022,51,620,NA,86.3,"6. >70%",381887,620,22463.9411764706,36.2321631878558,"Overstock",991,32312,991,32.6054490413724,"Overstock"
"Abim District",2022,52,463,NA,37.4,"3. 25-40%",464911,463,27347.7058823529,59.0663194003303,"Overstock",981,30464,981,31.0540265035678,"Overstock"
"Abim District",2023,1,584,NA,39.15,"3. 25-40%",461240,584,27131.7647058824,46.4585012087027,"Overstock",1191,36050,1191,30.2686817800168,"Overstock"
"Adjumani District",2022,1,3613,NA,56.7909090909091,"5. 55-70%",1809360,3613,106432.941176471,29.458328584686,"Overstock",4000,22919,4000,5.72975,"Understock"
"Adjumani District",2022,2,2496,NA,56.41,"5. 55-70%",3077315,2496,181018.529411765,72.5234492835596,"Overstock",4235,26856,4235,6.34144037780401,"Understock"
"Adjumani District",2022,3,2868,NA,57.51,"5. 55-70%",3189481,2868,187616.529411765,65.417199934367,"Overstock",4598,60803,4598,13.223792953458,"Adequate stock"
"Adjumani District",2022,4,3221,NA,58.35,"5. 55-70%",2309330,3221,135842.941176471,42.1741512500685,"Overstock",4562,40684,4562,8.91801841297676,"Adequate stock"
"Adjumani District",2022,5,3073,NA,53.5461538461538,"4. 40-55%",1846165,3073,108597.941176471,35.3393886028215,"Overstock",5172,44759,5172,8.65409899458623,"Adequate stock"
"Adjumani District",2022,6,3163,NA,50.1166666666667,"4. 40-55%",4694157,3163,276126.882352941,87.2990459541389,"Overstock",5061,109970,5061,21.7289073305671,"Overstock"
"Adjumani District",2022,7,2802,NA,49.69,"4. 40-55%",4201339,2802,247137.588235294,88.200424066843,"Overstock",4909,123236,4909,25.1040945202689,"Overstock"
"Adjumani District",2022,8,3333,NA,58.0333333333333,"5. 55-70%",3165868,3333,186227.529411765,55.8738462081502,"Overstock",6387,108517,6387,16.9902927822139,"Adequate stock"
"Adjumani District",2022,9,2640,NA,60.1428571428571,"5. 55-70%",2911388,2640,171258.117647059,64.8704991087344,"Overstock",4496,106636,4496,23.7179715302491,"Overstock"
"Adjumani District",2022,10,2186,NA,47,"4. 40-55%",2905954,2186,170938.470588235,78.1969215865669,"Overstock",4506,96157,4506,21.3397691966267,"Overstock"
"Adjumani District",2022,11,3145,NA,49.9583333333333,"4. 40-55%",4630594,3145,272387.882352941,86.6098195080894,"Overstock",5934,106290,5934,17.9120323559151,"Adequate stock"
"Adjumani District",2022,12,2405,NA,49.61,"4. 40-55%",4307974,2405,253410.235294118,105.368081203375,"Overstock",5319,88745,5319,16.6845271667607,"Adequate stock"
"Adjumani District",2022,13,2211,NA,40.4916666666667,"4. 40-55%",2615106,2211,153829.764705882,69.574746587916,"Overstock",4075,104063,4075,25.5369325153374,"Overstock"
"Adjumani District",2022,14,1665,NA,43.16,"4. 40-55%",2534400,1665,149082.352941176,89.5389507154213,"Overstock",3584,84545,3584,23.5895647321429,"Overstock"
"Adjumani District",2022,15,1632,NA,43.3,"4. 40-55%",2639180,1632,155245.882352941,95.1261534025375,"Overstock",3546,73813,3546,20.8158488437676,"Overstock"
"Adjumani District",2022,16,2186,NA,55.8428571428571,"5. 55-70%",4729572,2186,278210.117647059,127.269038264894,"Overstock",3722,76291,3722,20.4973132724342,"Overstock"
"Adjumani District",2022,17,3236,NA,60.49,"5. 55-70%",4503222,3236,264895.411764706,81.858903511961,"Overstock",4921,118094,4921,23.9979678927047,"Overstock"
"Adjumani District",2022,18,3074,NA,58.4727272727273,"5. 55-70%",3892308,3074,228959.294117647,74.4825289907765,"Overstock",5283,134792,5283,25.5142911224683,"Overstock"
"Adjumani District",2022,19,4832,NA,64.4363636363636,"5. 55-70%",4206141,4832,247420.058823529,51.2044823724192,"Overstock",6827,140337,6827,20.5561740149407,"Overstock"
"Adjumani District",2022,20,2367,NA,63.08,"5. 55-70%",1452734,2367,85454.9411764706,36.102636745446,"Overstock",3395,45725,3395,13.4683357879234,"Adequate stock"
"Adjumani District",2022,21,2284,NA,69.7,"5. 55-70%",843080,2284,49592.9411764706,21.7131966622025,"Overstock",3626,41526,3626,11.4522890237176,"Adequate stock"
"Adjumani District",2022,22,2211,NA,65.04,"5. 55-70%",2552040,2211,150120,67.8968792401628,"Overstock",3568,34078,3568,9.55100896860987,"Adequate stock"
"Adjumani District",2022,23,3085,NA,66.0888888888889,"5. 55-70%",2874284,3085,169075.529411765,54.8056821431976,"Overstock",5674,61754,5674,10.8836799436024,"Adequate stock"
"Adjumani District",2022,24,3473,NA,67.9625,"5. 55-70%",2898275,3473,170486.764705882,49.0891922562287,"Overstock",4986,52217,4986,10.4727236261532,"Adequate stock"
"Adjumani District",2022,25,2362,NA,64.8375,"5. 55-70%",2333989,2362,137293.470588235,58.1259401304976,"Overstock",4739,41815,4739,8.82359147499472,"Adequate stock"
"Adjumani District",2022,26,3260,NA,59.12,"5. 55-70%",4962593,3260,291917.235294118,89.5451642006496,"Overstock",6032,84279,6032,13.9719827586207,"Adequate stock"
"Adjumani District",2022,27,4078,NA,62.2,"5. 55-70%",4821048,4078,283591.058823529,69.5417015261229,"Overstock",7580,78252,7580,10.3234828496042,"Adequate stock"
"Adjumani District",2022,28,4709,NA,71.7166666666667,"6. >70%",3711295,4709,218311.470588235,46.3604736861829,"Overstock",5985,95278,5985,15.9194653299916,"Adequate stock"
"Adjumani District",2022,29,4368,NA,65.8117647058824,"5. 55-70%",6781261,4368,398897.705882353,91.322734863176,"Overstock",6716,111928,6716,16.6658725431805,"Adequate stock"
"Adjumani District",2022,30,5213,NA,63.7636363636364,"5. 55-70%",6951904,5213,408935.529411765,78.4453346272328,"Overstock",6701,82847,6701,12.3633786002089,"Adequate stock"
"Adjumani District",2022,31,4666,NA,61.9333333333333,"5. 55-70%",9114499,4666,536147,114.905057865409,"Overstock",6752,104863,6752,15.5306575829384,"Adequate stock"
"Adjumani District",2022,32,4675,NA,65.9416666666667,"5. 55-70%",4632511,4675,272500.647058824,58.2889084617804,"Overstock",6179,71892,6179,11.6348923774073,"Adequate stock"
"Adjumani District",2022,33,5966,NA,69.275,"5. 55-70%",8652862,5966,508991.882352941,85.3154345211098,"Overstock",7842,104283,7842,13.2980107115532,"Adequate stock"
"Adjumani District",2022,34,5597,NA,69.275,"5. 55-70%",7855962,5597,462115.411764706,82.5648404082019,"Overstock",8859,94972,8859,10.7203973360424,"Adequate stock"
"Adjumani District",2022,35,6274,NA,66.5764705882353,"5. 55-70%",7278022,6274,428118.941176471,68.2370005062911,"Overstock",9330,75220,9330,8.06216505894962,"Adequate stock"
"Adjumani District",2022,36,6859,NA,65.50625,"5. 55-70%",6637905,6859,390465,56.9273946639452,"Overstock",9403,74621,9403,7.93587153036265,"Understock"
"Adjumani District",2022,37,6668,NA,69.6294117647059,"5. 55-70%",6191193,6668,364187.823529412,54.6172500793959,"Overstock",10181,78826,10181,7.74246144779491,"Understock"
"Adjumani District",2022,38,6813,9,68.6388888888889,"5. 55-70%",6311067,6813,371239.235294118,54.4898334498925,"Overstock",10858,56982,10858,5.24792779517407,"Understock"
"Adjumani District",2022,39,6862,NA,68.7705882352941,"5. 55-70%",6627475,6862,389851.470588235,56.8130968505152,"Overstock",9214,44644,9214,4.84523551117864,"Understock"
"Adjumani District",2022,40,4928,NA,66.8909090909091,"5. 55-70%",3878301,4928,228135.352941176,46.2936998663102,"Overstock",8092,44104,8092,5.45032130499259,"Understock"
"Adjumani District",2022,41,4639,NA,66.2285714285714,"5. 55-70%",4804227,4639,282601.588235294,60.9186437239263,"Overstock",7008,82360,7008,11.7522831050228,"Adequate stock"
"Adjumani District",2022,42,7271,NA,71.56,"6. >70%",6395999,7271,376235.235294118,51.7446342035645,"Overstock",12545,81342,12545,6.48401753686728,"Understock"
"Adjumani District",2022,43,7087,NA,67.6047619047619,"5. 55-70%",8481292,7087,498899.529411765,70.3964342333519,"Overstock",11881,87734,11881,7.38439525292484,"Understock"
"Adjumani District",2022,44,5992,1,66.1176470588235,"5. 55-70%",6580555,5992,387091.470588235,64.6013802717349,"Overstock",9268,132301,9268,14.2750323694432,"Adequate stock"
"Adjumani District",2022,45,5600,NA,63.21875,"5. 55-70%",4940920,5600,290642.352941176,51.9004201680672,"Overstock",9463,75092,9463,7.93532706329917,"Understock"
"Adjumani District",2022,46,1113,NA,59.9,"5. 55-70%",988550,1113,58150,52.2461814914645,"Overstock",2604,16794,2604,6.44930875576037,"Understock"
"Adjumani District",2022,47,3469,1,58.1583333333333,"5. 55-70%",6091796,3469,358340.941176471,103.298051650755,"Overstock",5833,68076,5833,11.6708383336191,"Adequate stock"
"Adjumani District",2022,48,4533,NA,60.2055555555556,"5. 55-70%",5970636,4533,351213.882352941,77.4793475298789,"Overstock",7339,61506,7339,8.38070581823137,"Adequate stock"
"Adjumani District",2022,49,3036,NA,61.2625,"5. 55-70%",5954294,3036,350252.588235294,115.36646516314,"Overstock",6549,62977,6549,9.6162772942434,"Adequate stock"
"Adjumani District",2022,50,2730,2,54.3066666666667,"4. 40-55%",4954220,2730,291424.705882353,106.748976513682,"Overstock",5166,48583,5166,9.4043747580333,"Adequate stock"
"Adjumani District",2022,51,2212,NA,59.9,"5. 55-70%",4360398,2212,256494,115.955696202532,"Overstock",3940,69427,3940,17.6210659898477,"Adequate stock"
"Adjumani District",2022,52,2605,NA,57.96,"5. 55-70%",4972664,2605,292509.647058824,112.287772383426,"Overstock",5105,65240,5105,12.7796278158668,"Adequate stock"
"Adjumani District",2023,1,2718,NA,53.6357142857143,"4. 40-55%",6274086,2718,369063.882352941,135.785092845085,"Overstock",4851,54146,4851,11.1618223046794,"Adequate stock"
"Agago District",2022,1,2020,NA,NA,NA,594963,2020,34997.8235294118,17.3256552125801,"Adequate stock",4499,55670,4499,12.3738608579684,"Adequate stock"
"Agago District",2022,2,1661,NA,54.3,"4. 40-55%",680524,1661,40030.8235294118,24.1004355986826,"Overstock",2597,68462,2597,26.361956103196,"Overstock"
"Agago District",2022,3,908,NA,40.5,"4. 40-55%",530168,908,31186.3529411765,34.3462036797098,"Overstock",2256,50740,2256,22.491134751773,"Overstock"
"Agago District",2022,4,1695,NA,NA,NA,664809,1695,39106.4117647059,23.0716293597085,"Overstock",3279,62918,3279,19.1881671241232,"Adequate stock"
"Agago District",2022,5,2040,NA,69.5,"5. 55-70%",1347556,2040,79268,38.856862745098,"Overstock",3424,74662,3424,21.8054906542056,"Overstock"
"Agago District",2022,6,1632,NA,14.4,"2. 10-25%",778058,1632,45768.1176470588,28.0441897347174,"Overstock",3289,55842,3289,16.9784128914564,"Adequate stock"
"Agago District",2022,7,2381,NA,30.15,"3. 25-40%",2576585,2381,151563.823529412,63.6555327716975,"Overstock",4767,253200,4767,53.1151667715544,"Overstock"
"Agago District",2022,8,3497,NA,39.25,"3. 25-40%",3042187,3497,178952.176470588,51.1730558966509,"Overstock",7347,223940,7347,30.4804682183204,"Overstock"
"Agago District",2022,9,2808,NA,51.6,"4. 40-55%",3969525,2808,233501.470588235,83.1557943690297,"Overstock",6474,257997,6474,39.8512511584801,"Overstock"
"Agago District",2022,10,2749,NA,29.9666666666667,"3. 25-40%",3473992,2749,204352.470588235,74.3370209487942,"Overstock",5765,253623,5765,43.9935819601041,"Overstock"
"Agago District",2022,11,1817,NA,50.55,"4. 40-55%",3707464,1817,218086.117647059,120.025381203665,"Overstock",3964,260259,3964,65.6556508577195,"Overstock"
"Agago District",2022,12,2029,NA,39.0333333333333,"3. 25-40%",3808238,2029,224014,110.406111384919,"Overstock",3984,231459,3984,58.0971385542169,"Overstock"
"Agago District",2022,13,2173,NA,34.95,"3. 25-40%",3695099,2173,217358.764705882,100.027043122817,"Overstock",4217,221171,4217,52.447474507944,"Overstock"
"Agago District",2022,14,2245,NA,34.4,"3. 25-40%",3261156,2245,191832.705882353,85.4488667627407,"Overstock",4319,231949,4319,53.7043297059504,"Overstock"
"Agago District",2022,15,2100,NA,50.4,"4. 40-55%",3203662,2100,188450.705882353,89.738431372549,"Overstock",4593,221935,4593,48.3202699760505,"Overstock"
"Agago District",2022,16,2040,NA,49.4,"4. 40-55%",3014186,2040,177305.058823529,86.9142445213379,"Overstock",3750,181336,3750,48.3562666666667,"Overstock"
"Agago District",2022,17,2398,NA,21.3,"2. 10-25%",3885738,2398,228572.823529412,95.3181082274444,"Overstock",4672,185745,4672,39.7570633561644,"Overstock"
"Agago District",2022,18,4367,NA,54.3666666666667,"4. 40-55%",3885352,4367,228550.117647059,52.3357265049368,"Overstock",6420,216851,6420,33.7774143302181,"Overstock"
"Agago District",2022,19,6168,NA,58.0666666666667,"5. 55-70%",8092335,6168,476019.705882353,77.1756981002518,"Overstock",8773,178253,8773,20.3183631596945,"Overstock"
"Agago District",2022,20,5944,NA,57.775,"5. 55-70%",6685976,5944,393292.705882353,66.1663367904362,"Overstock",8188,202849,8188,24.7739374694675,"Overstock"
"Agago District",2022,21,5933,NA,59.7,"5. 55-70%",4674868,5933,274992.235294118,46.349609859113,"Overstock",7832,149492,7832,19.0873340143003,"Adequate stock"
"Agago District",2022,22,4966,NA,58.1666666666667,"5. 55-70%",3562815,4966,209577.352941176,42.2024472293952,"Overstock",6248,139940,6248,22.3975672215109,"Overstock"
"Agago District",2022,23,5716,NA,42.7,"4. 40-55%",5219158,5716,307009.294117647,53.7105133165933,"Overstock",7116,139989,7116,19.6724283305228,"Adequate stock"
"Agago District",2022,24,5803,NA,55.625,"5. 55-70%",3831534,5803,225384.352941176,38.8392819130065,"Overstock",542217,137617,542217,0.253804288688846,"Understock"
"Agago District",2022,25,3806,NA,59.2,"5. 55-70%",3213251,3806,189014.764705882,49.6623133751661,"Overstock",4729,97572,4729,20.6326919010362,"Overstock"
"Agago District",2022,26,4980,NA,51.2333333333333,"4. 40-55%",4340638,4980,255331.647058824,51.2714150720529,"Overstock",6823,132086,6823,19.3589330206654,"Adequate stock"
"Agago District",2022,27,4677,NA,61.7,"5. 55-70%",2441904,4677,143641.411764706,30.7122967211259,"Overstock",6026,101448,6026,16.8350481247926,"Adequate stock"
"Agago District",2022,28,6885,NA,65.6666666666667,"5. 55-70%",3402504,6885,200147.294117647,29.0700499807766,"Overstock",7779,144315,7779,18.5518704203625,"Adequate stock"
"Agago District",2022,29,6365,NA,64.5,"5. 55-70%",3939372,6365,231727.764705882,36.4065616191488,"Overstock",8336,151997,8336,18.2338051823417,"Adequate stock"
"Agago District",2022,30,7331,NA,72.4333333333333,"6. >70%",5568195,7331,327540.882352941,44.6788817832412,"Overstock",9019,152244,9019,16.8803636766826,"Adequate stock"
"Agago District",2022,31,5673,NA,71.32,"6. >70%",4482359,5673,263668.176470588,46.477732499663,"Overstock",7511,166421,7511,22.1569697776594,"Overstock"
"Agago District",2022,32,4715,NA,67.2,"5. 55-70%",3823627,4715,224919.235294118,47.7029131058574,"Overstock",6132,101128,6132,16.4918460534899,"Adequate stock"
"Agago District",2022,33,6021,NA,59.74,"5. 55-70%",7513602,6021,441976.588235294,73.4058442510038,"Overstock",8518,234222,8518,27.4972998356422,"Overstock"
"Agago District",2022,34,6010,NA,68.78,"5. 55-70%",3978128,6010,234007.529411765,38.9363609670158,"Overstock",7766,168293,7766,21.670486737059,"Overstock"
"Agago District",2022,35,5310,NA,66.58,"5. 55-70%",3972886,5310,233699.176470588,44.0111443447435,"Overstock",7722,156394,7722,20.2530432530433,"Overstock"
"Agago District",2022,36,5611,NA,70.28,"6. >70%",4628097,5611,272241,48.5191587952237,"Overstock",7466,143026,7466,19.1569783016341,"Adequate stock"
"Agago District",2022,37,4949,NA,65.12,"5. 55-70%",3670653,4949,215920.764705882,43.6291704800732,"Overstock",6946,589173,6946,84.8219118917362,"Overstock"
"Agago District",2022,38,5853,NA,50.45,"4. 40-55%",2742958,5853,161350.470588235,27.5671400287434,"Overstock",8823,111263,8823,12.6105633004647,"Adequate stock"
"Agago District",2022,39,6239,NA,50.0666666666667,"4. 40-55%",2860799,6239,168282.294117647,26.9726389032933,"Overstock",9551,98198,9551,10.2814364987959,"Adequate stock"
"Agago District",2022,40,7208,1,73.9,"6. >70%",3376033,7208,198590.176470588,27.5513563360971,"Overstock",9158,112212,9158,12.2528936449006,"Adequate stock"
"Agago District",2022,41,6901,NA,59.025,"5. 55-70%",2404587,6901,141446.294117647,20.4964924094547,"Overstock",10500,82549,10500,7.86180952380952,"Understock"
"Agago District",2022,42,8768,NA,70.6166666666667,"6. >70%",3789889,8768,222934.647058824,25.4259405860884,"Overstock",11671,135982,11671,11.6512723845429,"Adequate stock"
"Agago District",2022,43,9631,NA,59.7,"5. 55-70%",3225851,9631,189755.941176471,19.7026208261313,"Adequate stock",14070,134750,14070,9.5771144278607,"Adequate stock"
"Agago District",2022,44,6208,NA,64.32,"5. 55-70%",2738257,6208,161073.941176471,25.9461889781686,"Overstock",8425,109782,8425,13.0305044510386,"Adequate stock"
"Agago District",2022,45,4878,NA,55.6,"5. 55-70%",2383784,4878,140222.588235294,28.7459180474158,"Overstock",7073,101121,7073,14.2967623356426,"Adequate stock"
"Agago District",2022,46,3616,NA,49.46,"4. 40-55%",2209026,3616,129942.705882353,35.9354828214472,"Overstock",4833,93508,4833,19.3478170908338,"Adequate stock"
"Agago District",2022,47,3059,NA,57.6166666666667,"5. 55-70%",2573098,3059,151358.705882353,49.4797992423514,"Overstock",4304,87810,4304,20.4019516728625,"Overstock"
"Agago District",2022,48,2781,NA,55.0571428571429,"5. 55-70%",1907276,2781,112192.705882353,40.3425767286418,"Overstock",3996,88694,3996,22.1956956956957,"Overstock"
"Agago District",2022,49,2281,NA,60.15,"5. 55-70%",2206092,2281,129770.117647059,56.8917657374217,"Overstock",3674,67708,3674,18.4289602612956,"Adequate stock"
"Agago District",2022,50,3219,NA,63.625,"5. 55-70%",1798601,3219,105800.058823529,32.8673683825814,"Overstock",4363,68143,4363,15.6183818473527,"Adequate stock"
"Agago District",2022,51,2076,NA,54.98,"4. 40-55%",2578243,2076,151661.352941176,73.0546016094299,"Overstock",3464,68208,3464,19.6905311778291,"Adequate stock"
"Agago District",2022,52,2642,NA,56.85,"5. 55-70%",1868735,2642,109925.588235294,41.6069599679387,"Overstock",4168,64279,4168,15.4220249520154,"Adequate stock"
"Agago District",2023,1,2956,NA,53.0333333333333,"4. 40-55%",838374,2956,49316.1176470588,16.6833956857439,"Adequate stock",3338,36397,3338,10.9038346315159,"Adequate stock"
"Alebtong District",2022,1,871,1,69.1166666666667,"5. 55-70%",205097,871,12064.5294117647,13.8513540892821,"Adequate stock",1277,8977,1277,7.02975724353955,"Understock"
"Alebtong District",2022,2,750,NA,71.9,"6. >70%",210258,750,12368.1176470588,16.4908235294118,"Adequate stock",1158,8112,1158,7.00518134715026,"Understock"
"Alebtong District",2022,3,697,NA,71.4,"6. >70%",194086,697,11416.8235294118,16.3799476749093,"Adequate stock",1301,6776,1301,5.20830130668716,"Understock"
"Alebtong District",2022,4,778,NA,69.65,"5. 55-70%",248965,778,14645,18.8239074550129,"Adequate stock",1280,6695,1280,5.23046875,"Understock"
"Alebtong District",2022,5,628,NA,68.9333333333333,"5. 55-70%",203272,628,11957.1764705882,19.0400899213188,"Adequate stock",1269,6178,1269,4.86840031520883,"Understock"
"Alebtong District",2022,6,683,NA,48.675,"4. 40-55%",160547,683,9443.94117647059,13.82714667126,"Adequate stock",1091,10885,1091,9.97708524289643,"Adequate stock"
