"district","year","week","total_cases.x","total_death","tpr_district","tpr_status","total_tx_stock","total_cases.y","tx_available","tx_stock_weeks","tx_stockout","total_suspected.x","total_rdt_stock","total_suspected.y","rdt_stock_weeks","rdt_stockout"
"Bushenyi District",2022,46,292,NA,27.5666666666667,"3. 25-40%",300504,292,17676.7058823529,60.5366639806608,"Overstock",1242,12631,1242,10.1698872785829,"Adequate stock"
"Bushenyi District",2022,47,828,NA,33.825,"3. 25-40%",150798,828,8870.47058823529,10.7131287297528,"Adequate stock",2582,26997,2582,10.4558481797057,"Adequate stock"
"Bushenyi District",2022,48,698,NA,28.1166666666667,"3. 25-40%",178511,698,10500.6470588235,15.0439069610652,"Adequate stock",2421,38732,2421,15.9983477901694,"Adequate stock"
"Bushenyi District",2022,49,489,NA,23.3571428571429,"2. 10-25%",206793,489,12164.2941176471,24.8758570913028,"Overstock",2051,26382,2051,12.8629936616285,"Adequate stock"
"Bushenyi District",2022,50,394,NA,32.9333333333333,"3. 25-40%",99737,394,5866.88235294118,14.8905643475664,"Adequate stock",1603,18567,1603,11.5826575171553,"Adequate stock"
"Bushenyi District",2022,51,315,NA,21.3,"2. 10-25%",265990,315,15646.4705882353,49.671335200747,"Overstock",1302,33001,1302,25.3463901689708,"Overstock"
"Bushenyi District",2022,52,500,NA,34.05,"3. 25-40%",314424,500,18495.5294117647,36.9910588235294,"Overstock",2014,80313,2014,39.877358490566,"Overstock"
"Bushenyi District",2023,1,585,NA,36.1375,"3. 25-40%",289026,585,17001.5294117647,29.062443438914,"Overstock",2384,46334,2384,19.4354026845638,"Adequate stock"
"Busia District",2022,1,4674,NA,48.475,"4. 40-55%",1714680,4674,100863.529411765,21.5797024843313,"Overstock",6678,104201,6678,15.6036238394729,"Adequate stock"
"Busia District",2022,2,3183,NA,52.24,"4. 40-55%",1701650,3183,100097.058823529,31.4473951691893,"Overstock",5035,104755,5035,20.8053624627607,"Overstock"
"Busia District",2022,3,3107,NA,64.4333333333333,"5. 55-70%",1686643,3107,99214.2941176471,31.9325053484542,"Overstock",4561,100719,4561,22.082657311993,"Overstock"
"Busia District",2022,4,3856,NA,58.9333333333333,"5. 55-70%",1154332,3856,67901.8823529412,17.6094093238955,"Adequate stock",5506,86658,5506,15.7388303668725,"Adequate stock"
"Busia District",2022,5,2893,NA,36.7333333333333,"3. 25-40%",796912,2893,46877.1764705882,16.2036558833696,"Adequate stock",4342,58472,4342,13.4666052510364,"Adequate stock"
"Busia District",2022,6,2848,NA,50.7875,"4. 40-55%",795864,2848,46815.5294117647,16.4380370125578,"Adequate stock",5135,46858,5135,9.12521908471276,"Adequate stock"
"Busia District",2022,7,2874,NA,48.3375,"4. 40-55%",397768,2874,23398.1176470588,8.14130746244218,"Adequate stock",4244,29902,4244,7.04571159283695,"Understock"
"Busia District",2022,8,3305,NA,62.36,"5. 55-70%",897299,3305,52782.2941176471,15.9704369493637,"Adequate stock",5192,46248,5192,8.9075500770416,"Adequate stock"
"Busia District",2022,9,3909,NA,54.6,"4. 40-55%",889157,3909,52303.3529411765,13.3802386649211,"Adequate stock",6511,148786,6511,22.8514821072032,"Overstock"
"Busia District",2022,10,4957,NA,43.9833333333333,"4. 40-55%",812985,4957,47822.6470588235,9.6474978936501,"Adequate stock",7807,139897,7807,17.9194312796209,"Adequate stock"
"Busia District",2022,11,3832,NA,49.1,"4. 40-55%",607699,3832,35747,9.3285490605428,"Adequate stock",5850,155709,5850,26.6169230769231,"Overstock"
"Busia District",2022,12,2946,NA,48.14,"4. 40-55%",510844,2946,30049.6470588235,10.2001517511281,"Adequate stock",4640,222859,4640,48.0299568965517,"Overstock"
"Busia District",2022,13,2891,NA,51.2,"4. 40-55%",394424,2891,23201.4117647059,8.02539320813071,"Adequate stock",6145,108020,6145,17.5785191212368,"Adequate stock"
"Busia District",2022,14,2586,NA,53.35,"4. 40-55%",235696,2586,13864.4705882353,5.36135753605386,"Understock",4080,72601,4080,17.794362745098,"Adequate stock"
"Busia District",2022,15,1733,NA,46,"4. 40-55%",137670,1733,8098.23529411765,4.67295746919656,"Understock",3045,61765,3045,20.2840722495895,"Overstock"
"Busia District",2022,16,1733,NA,45.325,"4. 40-55%",159480,1733,9381.17647058824,5.41325820576355,"Understock",2966,59241,2966,19.9733648010789,"Adequate stock"
"Busia District",2022,17,1117,NA,40.875,"4. 40-55%",141816,1117,8342.11764705882,7.46832376639107,"Understock",2222,50050,2222,22.5247524752475,"Overstock"
"Busia District",2022,18,1440,NA,57.4166666666667,"5. 55-70%",121944,1440,7173.17647058824,4.98137254901961,"Understock",2825,35369,2825,12.52,"Adequate stock"
"Busia District",2022,19,1602,NA,63.85,"5. 55-70%",108054,1602,6356.11764705882,3.96761401189689,"Understock",2450,28466,2450,11.6187755102041,"Adequate stock"
"Busia District",2022,20,1287,NA,50.6,"4. 40-55%",134040,1287,7884.70588235294,6.12642259701083,"Understock",2019,97469,2019,48.2758791480931,"Overstock"
"Busia District",2022,21,1200,NA,64.625,"5. 55-70%",140114,1200,8242,6.86833333333333,"Understock",1753,27136,1753,15.4797490017114,"Adequate stock"
"Busia District",2022,22,1324,NA,58.7571428571429,"5. 55-70%",105222,1324,6189.52941176471,4.67487115692198,"Understock",1917,21144,1917,11.0297339593114,"Adequate stock"
"Busia District",2022,23,2062,NA,62.4125,"5. 55-70%",101916,2062,5995.05882352941,2.90740001141097,"Understock",3800,28599,3800,7.52605263157895,"Understock"
"Busia District",2022,24,2522,1,51.14,"4. 40-55%",711040,2522,41825.8823529412,16.5844101320147,"Adequate stock",3841,35880,3841,9.34131736526946,"Adequate stock"
"Busia District",2022,25,2627,NA,46.875,"4. 40-55%",724060,2627,42591.7647058823,16.2130813497839,"Adequate stock",4063,47567,4063,11.7073590942653,"Adequate stock"
"Busia District",2022,26,2241,NA,55,"4. 40-55%",790270,2241,46486.4705882353,20.7436281072,"Overstock",4592,44066,4592,9.5962543554007,"Adequate stock"
"Busia District",2022,27,2499,NA,40.85,"4. 40-55%",957201,2499,56305.9411764706,22.5313890261987,"Overstock",3789,35103,3789,9.26444972288203,"Adequate stock"
"Busia District",2022,28,2698,NA,58.98,"5. 55-70%",1124889,2698,66169.9411764706,24.5255526969869,"Overstock",3835,31975,3835,8.33767926988266,"Adequate stock"
"Busia District",2022,29,2215,NA,52.9285714285714,"4. 40-55%",412675,2215,24275,10.9593679458239,"Adequate stock",4177,29791,4177,7.13215226238927,"Understock"
"Busia District",2022,30,2243,NA,56.3,"5. 55-70%",326294,2243,19193.7647058824,8.55718444310404,"Adequate stock",3619,20250,3619,5.59546836142581,"Understock"
"Busia District",2022,31,1603,NA,48.85,"4. 40-55%",253836,1603,14931.5294117647,9.31474074345896,"Adequate stock",2273,20305,2273,8.93312802463704,"Adequate stock"
"Busia District",2022,32,1668,NA,53.4714285714286,"4. 40-55%",158676,1668,9333.88235294118,5.59585272958104,"Understock",2800,26332,2800,9.40428571428571,"Adequate stock"
"Busia District",2022,33,1918,NA,56.2142857142857,"5. 55-70%",670917,1918,39465.7058823529,20.5764889897565,"Overstock",2710,56089,2710,20.6970479704797,"Overstock"
"Busia District",2022,34,1972,NA,49.5666666666667,"4. 40-55%",752951,1972,44291.2352941177,22.4600584655769,"Overstock",2848,51193,2848,17.9750702247191,"Adequate stock"
"Busia District",2022,35,2338,NA,44.6,"4. 40-55%",566814,2338,33342,14.2609067579127,"Adequate stock",4084,43922,4084,10.754652301665,"Adequate stock"
"Busia District",2022,36,1642,1,51.025,"4. 40-55%",547445,1642,32202.6470588235,19.611843519381,"Adequate stock",2815,40297,2815,14.3150976909414,"Adequate stock"
"Busia District",2022,37,1601,NA,45.275,"4. 40-55%",661418,1601,38906.9411764706,24.301649704229,"Overstock",3195,35297,3195,11.0475743348983,"Adequate stock"
"Busia District",2022,38,1807,NA,44.98,"4. 40-55%",573739,1807,33749.3529411765,18.6770077150949,"Adequate stock",3293,27297,3293,8.28940176131187,"Adequate stock"
"Busia District",2022,39,1672,NA,39.925,"3. 25-40%",347832,1672,20460.7058823529,12.2372642837039,"Adequate stock",2727,15932,2727,5.84231756508984,"Understock"
"Busia District",2022,40,1593,NA,54.54,"4. 40-55%",321417,1593,18906.8823529412,11.8687271518777,"Adequate stock",2861,21097,2861,7.37399510660608,"Understock"
"Busia District",2022,41,1168,1,47.9,"4. 40-55%",184024,1168,10824.9411764706,9.267929089444,"Adequate stock",2338,40402,2338,17.2805816937553,"Adequate stock"
"Busia District",2022,42,833,NA,35.12,"3. 25-40%",235313,833,13841.9411764706,16.6169762022456,"Adequate stock",1774,13912,1774,7.84216459977452,"Understock"
"Busia District",2022,43,1073,NA,51.525,"4. 40-55%",177762,1073,10456.5882352941,9.74518940847541,"Adequate stock",2198,13561,2198,6.16969972702457,"Understock"
"Busia District",2022,44,1190,2,40.5,"4. 40-55%",79636,1190,4684.47058823529,3.93652990608008,"Understock",2083,9618,2083,4.6173787806049,"Understock"
"Busia District",2022,45,1161,NA,53.8,"4. 40-55%",108891,1161,6405.35294117647,5.51709986320109,"Understock",1970,8886,1970,4.51065989847716,"Understock"
"Busia District",2022,46,1014,NA,47.62,"4. 40-55%",759182,1014,44657.7647058823,44.0411880728623,"Overstock",1671,55001,1671,32.9150209455416,"Overstock"
"Busia District",2022,47,2875,2,60.5,"5. 55-70%",333395,2875,19611.4705882353,6.8213810741688,"Understock",3608,35046,3608,9.71341463414634,"Adequate stock"
"Busia District",2022,48,2677,NA,48.7833333333333,"4. 40-55%",649815,2677,38224.4117647059,14.2788239688853,"Adequate stock",4481,54682,4481,12.2030796697166,"Adequate stock"
"Busia District",2022,49,2051,NA,48.9833333333333,"4. 40-55%",389239,2051,22896.4117647059,11.1635357214558,"Adequate stock",3873,66641,3873,17.2065582235993,"Adequate stock"
"Busia District",2022,50,1656,NA,48.525,"4. 40-55%",101534,1656,5972.58823529412,3.6066354077863,"Understock",2323,16396,2323,7.05811450710288,"Understock"
"Busia District",2022,51,909,NA,40,"3. 25-40%",64085,909,3769.70588235294,4.14709117970621,"Understock",1279,13670,1279,10.6880375293198,"Adequate stock"
"Busia District",2022,52,865,NA,45.6666666666667,"4. 40-55%",133076,865,7828,9.04971098265896,"Adequate stock",1837,16723,1837,9.10342950462711,"Adequate stock"
"Busia District",2023,1,1624,NA,40.46,"4. 40-55%",29732,1624,1748.94117647059,1.07693422196465,"Understock",2733,8032,2733,2.93889498719356,"Understock"
"Butaleja District",2022,1,4653,NA,68.55,"5. 55-70%",338081,4653,19887.1176470588,4.27404204750888,"Understock",6157,24575,6157,3.99139191164528,"Understock"
"Butaleja District",2022,2,2721,1,61.6666666666667,"5. 55-70%",286454,2721,16850.2352941176,6.19266273212703,"Understock",3360,21060,3360,6.26785714285714,"Understock"
"Butaleja District",2022,3,2809,NA,74.5666666666667,"6. >70%",208470,2809,12262.9411764706,4.36558959646514,"Understock",3262,21034,3262,6.44819129368486,"Understock"
"Butaleja District",2022,4,2844,NA,67.28,"5. 55-70%",94533,2844,5560.76470588235,1.95526185157607,"Understock",3864,12649,3864,3.27355072463768,"Understock"
"Butaleja District",2022,5,1809,NA,80.5,"6. >70%",69142,1809,4067.17647058824,2.2483009787663,"Understock",2273,10093,2273,4.44038715354158,"Understock"
"Butaleja District",2022,6,3037,NA,67.14,"5. 55-70%",82886,3037,4875.64705882353,1.60541556102191,"Understock",2855,12839,2855,4.49702276707531,"Understock"
"Butaleja District",2022,7,2360,NA,85.05,"6. >70%",62169,2360,3657,1.54957627118644,"Understock",3681,12880,3681,3.49904917142081,"Understock"
"Butaleja District",2022,8,1959,2,62.9666666666667,"5. 55-70%",161350,1959,9491.17647058824,4.84490886706903,"Understock",2879,8755,2879,3.04098645362973,"Understock"
"Butaleja District",2022,9,4092,NA,69.5,"5. 55-70%",764195,4092,44952.6470588235,10.985495371169,"Adequate stock",5932,91849,5932,15.4836480107889,"Adequate stock"
"Butaleja District",2022,10,6195,NA,56.3333333333333,"5. 55-70%",700295,6195,41193.8235294118,6.64952760765323,"Understock",7053,70164,7053,9.94810718843046,"Adequate stock"
"Butaleja District",2022,11,4806,NA,65.475,"5. 55-70%",488800,4806,28752.9411764706,5.98271768132971,"Understock",5625,63976,5625,11.3735111111111,"Adequate stock"
"Butaleja District",2022,12,4267,NA,64.1,"5. 55-70%",368957,4267,21703.3529411765,5.08632597637133,"Understock",5960,59559,5960,9.99312080536913,"Adequate stock"
"Butaleja District",2022,13,1961,NA,65.4,"5. 55-70%",119996,1961,7058.58823529412,3.59948405675376,"Understock",2761,26402,2761,9.56247736327418,"Adequate stock"
"Butaleja District",2022,14,1678,2,55.0666666666667,"5. 55-70%",157926,1678,9289.76470588235,5.53621257799902,"Understock",3130,32095,3130,10.2539936102236,"Adequate stock"
"Butaleja District",2022,15,2262,NA,56.55,"5. 55-70%",333041,2262,19590.6470588235,8.66076350964789,"Adequate stock",3205,33449,3205,10.4365054602184,"Adequate stock"
"Butaleja District",2022,16,2790,NA,51.2142857142857,"4. 40-55%",359248,2790,21132.2352941176,7.57427788319629,"Understock",4936,42423,4936,8.59461102106969,"Adequate stock"
"Butaleja District",2022,17,2365,NA,61.3333333333333,"5. 55-70%",145791,2365,8575.94117647059,3.626190772292,"Understock",3278,40786,3278,12.4423428920073,"Adequate stock"
"Butaleja District",2022,18,2458,NA,60.8333333333333,"5. 55-70%",261824,2458,15401.4117647059,6.26583066098693,"Understock",3512,42608,3512,12.1321184510251,"Adequate stock"
"Butaleja District",2022,19,2498,1,63.3666666666667,"5. 55-70%",84320,2498,4960,1.98558847077662,"Understock",3478,31884,3478,9.16733755031627,"Adequate stock"
"Butaleja District",2022,20,212,NA,NA,NA,8497,212,499.823529411765,2.35765815760266,"Understock",512,7799,512,15.232421875,"Adequate stock"
"Butaleja District",2022,21,2207,1,63.5,"5. 55-70%",72758,2207,4279.88235294118,1.9392307897332,"Understock",3663,9503,3663,2.59432159432159,"Understock"
"Butaleja District",2022,22,2333,NA,73.525,"6. >70%",207206,2333,12188.5882352941,5.22442701898591,"Understock",4040,43345,4040,10.7289603960396,"Adequate stock"
"Butaleja District",2022,23,3211,2,69.6,"5. 55-70%",69572,3211,4092.47058823529,1.27451591038159,"Understock",5389,19758,5389,3.66635739469289,"Understock"
"Butaleja District",2022,24,2742,NA,63.2333333333333,"5. 55-70%",1193814,2742,70224.3529411765,25.6106319989703,"Overstock",4542,33999,4542,7.48546895640687,"Understock"
"Butaleja District",2022,25,4735,NA,78.4,"6. >70%",1301406,4735,76553.2941176471,16.1675383564197,"Adequate stock",6782,39803,6782,5.86891772338543,"Understock"
"Butaleja District",2022,26,2697,NA,62.675,"5. 55-70%",1148377,2697,67551.5882352941,25.0469366834609,"Overstock",3857,31504,3857,8.16800622245268,"Adequate stock"
"Butaleja District",2022,27,2209,NA,65.95,"5. 55-70%",1030864,2209,60639.0588235294,27.4509093814076,"Overstock",3076,29234,3076,9.5039011703511,"Adequate stock"
"Butaleja District",2022,28,2900,2,57.9,"5. 55-70%",1295672,2900,76216,26.2813793103448,"Overstock",4005,29261,4005,7.30611735330836,"Understock"
"Butaleja District",2022,29,3804,NA,59.2,"5. 55-70%",1822120,3804,107183.529411765,28.17653244263,"Overstock",6872,40477,6872,5.8901338766007,"Understock"
"Butaleja District",2022,30,3016,NA,50.8285714285714,"4. 40-55%",1306218,3016,76836.3529411765,25.4762443438914,"Overstock",5044,25703,5044,5.09575733544806,"Understock"
"Butaleja District",2022,31,2752,NA,68.55,"5. 55-70%",1496774,2752,88045.5294117647,31.9932883036936,"Overstock",3826,28127,3826,7.35154208050183,"Understock"
"Butaleja District",2022,32,3181,NA,56.5,"5. 55-70%",787220,3181,46307.0588235294,14.5573903877804,"Adequate stock",4162,14504,4162,3.48486304661221,"Understock"
"Butaleja District",2022,33,2695,1,64.68,"5. 55-70%",1618328,2695,95195.7647058823,35.3231037869693,"Overstock",3460,20847,3460,6.02514450867052,"Understock"
"Butaleja District",2022,34,3735,NA,59.0666666666667,"5. 55-70%",1571806,3735,92459.1764705882,24.7547995905189,"Overstock",4950,25603,4950,5.17232323232323,"Understock"
"Butaleja District",2022,35,2411,2,83.9,"6. >70%",1140940,2411,67114.1176470588,27.8366311269427,"Overstock",2933,26723,2933,9.11114899420389,"Adequate stock"
"Butaleja District",2022,36,2360,1,67.8,"5. 55-70%",1109220,2360,65248.2352941177,27.647557328016,"Overstock",2551,18243,2551,7.15131321050568,"Understock"
"Butaleja District",2022,37,3416,1,67.34,"5. 55-70%",1167652,3416,68685.4117647059,20.1069706571153,"Overstock",4501,27187,4501,6.04021328593646,"Understock"
"Butaleja District",2022,38,3466,NA,65.875,"5. 55-70%",1386242,3466,81543.6470588235,23.5267302535555,"Overstock",4711,17554,4711,3.72617278709404,"Understock"
"Butaleja District",2022,39,4123,NA,67.9666666666667,"5. 55-70%",1518316,4123,89312.7058823529,21.6620678831804,"Overstock",5078,24099,5078,4.74576604962584,"Understock"
"Butaleja District",2022,40,4133,NA,68.4166666666667,"5. 55-70%",1119314,4133,65842,15.930800871038,"Adequate stock",4615,7828,4615,1.69620801733478,"Understock"
"Butaleja District",2022,41,2241,NA,64.05,"5. 55-70%",764640,2241,44978.8235294118,20.0708717221828,"Overstock",2748,9884,2748,3.59679767103348,"Understock"
"Butaleja District",2022,42,2236,1,76.82,"6. >70%",1159078,2236,68181.0588235294,30.4924234452278,"Overstock",4081,19839,4081,4.86130850281794,"Understock"
"Butaleja District",2022,43,3056,NA,71.55,"6. >70%",720396,3056,42376.2352941177,13.8665691407453,"Adequate stock",4809,9434,4809,1.96173840715325,"Understock"
"Butaleja District",2022,44,3374,NA,75.4,"6. >70%",703314,3374,41371.4117647059,12.261829213013,"Adequate stock",3437,17221,3437,5.01047425080012,"Understock"
"Butaleja District",2022,45,5385,NA,71.4,"6. >70%",1149780,5385,67634.1176470588,12.5597247255448,"Adequate stock",7972,49176,7972,6.1685900652283,"Understock"
"Butaleja District",2022,46,851,1,69.5,"5. 55-70%",280556,851,16503.2941176471,19.3928250501141,"Adequate stock",914,7044,914,7.70678336980306,"Understock"
"Butaleja District",2022,47,2978,NA,85.2,"6. >70%",536418,2978,31554,10.5957018132975,"Adequate stock",4179,28719,4179,6.87221823402728,"Understock"
"Butaleja District",2022,48,2097,NA,84.1,"6. >70%",771396,2097,45376.2352941177,21.6386434402087,"Overstock",4150,40692,4150,9.80530120481928,"Adequate stock"
"Butaleja District",2022,49,2587,NA,74.875,"6. >70%",763566,2587,44915.6470588235,17.3620591646013,"Adequate stock",3973,31935,3973,8.03800654417317,"Adequate stock"
"Butaleja District",2022,50,1761,NA,60.8,"5. 55-70%",458826,1761,26989.7647058824,15.3263854093597,"Adequate stock",3123,18201,3123,5.82804995196926,"Understock"
"Butaleja District",2022,51,1532,NA,73.5,"6. >70%",897702,1532,52806,34.4686684073107,"Overstock",2263,10519,2263,4.64825452938577,"Understock"
"Butaleja District",2022,52,2142,NA,75.9333333333333,"6. >70%",459954,2142,27056.1176470588,12.6312407315868,"Adequate stock",3050,13913,3050,4.56163934426229,"Understock"
"Butaleja District",2023,1,2482,NA,64.2,"5. 55-70%",558785,2482,32869.7058823529,13.243233635114,"Adequate stock",2311,19314,2311,8.35742102985721,"Adequate stock"
"Butambala District",2022,1,905,NA,33.1,"3. 25-40%",593339,905,34902.2941176471,38.5660708482288,"Overstock",1578,28111,1578,17.8143219264892,"Adequate stock"
"Butambala District",2022,2,820,NA,52.68,"4. 40-55%",564128,820,33184,40.4682926829268,"Overstock",1323,22225,1323,16.7989417989418,"Adequate stock"
"Butambala District",2022,3,718,NA,52.6,"4. 40-55%",519522,718,30560.1176470588,42.5628379485499,"Overstock",1173,16358,1173,13.9454390451833,"Adequate stock"
"Butambala District",2022,4,619,NA,51.525,"4. 40-55%",439823,619,25871.9411764706,41.7963508505179,"Overstock",1107,15623,1107,14.1129177958446,"Adequate stock"
"Butambala District",2022,5,725,NA,36.6,"3. 25-40%",750975,725,44175,60.9310344827586,"Overstock",1461,25308,1461,17.3223819301848,"Adequate stock"
"Butambala District",2022,6,733,NA,44.2166666666667,"4. 40-55%",784570,733,46151.1764705882,62.9620415696975,"Overstock",1345,31173,1345,23.1769516728625,"Overstock"
"Butambala District",2022,7,658,NA,45.6333333333333,"4. 40-55%",585907,658,34465.1176470588,52.3785982478098,"Overstock",1176,15212,1176,12.9353741496599,"Adequate stock"
"Butambala District",2022,8,688,NA,42.9857142857143,"4. 40-55%",657370,688,38668.8235294118,56.2046853625171,"Overstock",1490,16226,1490,10.889932885906,"Adequate stock"
"Butambala District",2022,9,603,NA,39.2142857142857,"3. 25-40%",721254,603,42426.7058823529,70.3593795727246,"Overstock",1569,14630,1569,9.32441045251753,"Adequate stock"
"Butambala District",2022,10,511,NA,37.1166666666667,"3. 25-40%",521801,511,30694.1764705882,60.0668815471394,"Overstock",1086,9183,1086,8.45580110497237,"Adequate stock"
"Butambala District",2022,11,642,NA,37.9,"3. 25-40%",616859,642,36285.8235294118,56.5199743448781,"Overstock",1500,11660,1500,7.77333333333333,"Understock"
"Butambala District",2022,12,592,NA,35.65,"3. 25-40%",457789,592,26928.7647058824,45.4877782193959,"Overstock",1604,10589,1604,6.60162094763092,"Understock"
"Butambala District",2022,13,586,NA,42.1666666666667,"4. 40-55%",856632,586,50390.1176470588,85.9899618550492,"Overstock",1421,24992,1421,17.5876143560873,"Adequate stock"
"Butambala District",2022,14,491,NA,48.6,"4. 40-55%",435261,491,25603.5882352941,52.1458008865461,"Overstock",1290,22283,1290,17.2736434108527,"Adequate stock"
"Butambala District",2022,15,634,NA,39.8666666666667,"3. 25-40%",946789,634,55693.4705882353,87.8445908331787,"Overstock",1413,24338,1413,17.2243453644728,"Adequate stock"
"Butambala District",2022,16,778,NA,47.4142857142857,"4. 40-55%",954291,778,56134.7647058823,72.152653863602,"Overstock",1507,44548,1507,29.5607166556072,"Overstock"
"Butambala District",2022,17,606,NA,46.1571428571429,"4. 40-55%",768884,606,45228.4705882353,74.6344399145797,"Overstock",1240,38119,1240,30.7411290322581,"Overstock"
"Butambala District",2022,18,879,NA,44.7285714285714,"4. 40-55%",846144,879,49773.1764705882,56.6247741417386,"Overstock",1482,40855,1482,27.5674763832659,"Overstock"
"Butambala District",2022,19,1107,NA,58.1142857142857,"5. 55-70%",555521,1107,32677.7058823529,29.5191561719539,"Overstock",2161,41405,2161,19.1601110596946,"Adequate stock"
"Butambala District",2022,20,300,NA,67.45,"5. 55-70%",70909,300,4171.11764705882,13.9037254901961,"Adequate stock",434,22290,434,51.3594470046083,"Overstock"
"Butambala District",2022,21,832,NA,47.675,"4. 40-55%",398174,832,23422,28.1514423076923,"Overstock",1651,29320,1651,17.7589339794064,"Adequate stock"
"Butambala District",2022,22,566,NA,45.45,"4. 40-55%",285896,566,16817.4117647059,29.712741633756,"Overstock",1042,26180,1042,25.1247600767754,"Overstock"
"Butambala District",2022,23,1086,NA,54.72,"4. 40-55%",629617,1086,37036.2941176471,34.1034015816271,"Overstock",2024,27574,2024,13.6235177865613,"Adequate stock"
"Butambala District",2022,24,1306,NA,48.85,"4. 40-55%",581306,1306,34194.4705882353,26.1825961625079,"Overstock",2142,27170,2142,12.6844070961718,"Adequate stock"
"Butambala District",2022,25,952,NA,52.7,"4. 40-55%",777474,952,45733.7647058823,48.0396688087,"Overstock",1715,21170,1715,12.3440233236152,"Adequate stock"
"Butambala District",2022,26,1007,NA,49.4571428571429,"4. 40-55%",970848,1007,57108.7058823529,56.7117238156434,"Overstock",1666,23269,1666,13.9669867947179,"Adequate stock"
"Butambala District",2022,27,1015,NA,44.7333333333333,"4. 40-55%",976083,1015,57416.6470588235,56.5681251811069,"Overstock",1565,18325,1565,11.7092651757188,"Adequate stock"
"Butambala District",2022,28,785,NA,46.75,"4. 40-55%",879532,785,51737.1764705882,65.9072311727239,"Overstock",1343,18548,1343,13.8108711839166,"Adequate stock"
"Butambala District",2022,29,639,NA,40.5666666666667,"4. 40-55%",881247,639,51838.0588235294,81.123722728528,"Overstock",1461,17041,1461,11.6639288158795,"Adequate stock"
"Butambala District",2022,30,517,NA,44.18,"4. 40-55%",879800,517,51752.9411764706,100.102400728183,"Overstock",861,15127,861,17.5691056910569,"Adequate stock"
"Butambala District",2022,31,406,NA,38.78,"3. 25-40%",582141,406,34243.5882352941,84.3438133874239,"Overstock",913,11334,913,12.4140197152245,"Adequate stock"
"Butambala District",2022,32,103,NA,41.55,"4. 40-55%",164658,103,9685.76470588235,94.0365505425471,"Overstock",282,2368,282,8.39716312056738,"Adequate stock"
"Butambala District",2022,33,573,NA,42.12,"4. 40-55%",809579,573,47622.2941176471,83.110460938302,"Overstock",1311,15980,1311,12.1891685736079,"Adequate stock"
"Butambala District",2022,34,440,NA,38.3142857142857,"3. 25-40%",566732,440,33337.1764705882,75.7663101604278,"Overstock",1002,10481,1002,10.4600798403194,"Adequate stock"
"Butambala District",2022,35,581,1,44.0666666666667,"4. 40-55%",400101,581,23535.3529411765,40.5083527386858,"Overstock",1178,10569,1178,8.97198641765705,"Adequate stock"
"Butambala District",2022,36,632,NA,39.32,"3. 25-40%",544335,632,32019.7058823529,50.6640915860015,"Overstock",960,13034,960,13.5770833333333,"Adequate stock"
"Butambala District",2022,37,666,NA,45.47,"4. 40-55%",536056,666,31532.7058823529,47.3464052287582,"Overstock",1288,9781,1288,7.59394409937888,"Understock"
"Butambala District",2022,38,713,NA,39.8444444444444,"3. 25-40%",912756,713,53691.5294117647,75.3036878145368,"Overstock",1447,26373,1447,18.2259847961299,"Adequate stock"
"Butambala District",2022,39,830,NA,43.9333333333333,"4. 40-55%",1168000,830,68705.8823529412,82.7781715095677,"Overstock",1732,32752,1732,18.9099307159353,"Adequate stock"
"Butambala District",2022,40,785,NA,47.1,"4. 40-55%",629783,785,37046.0588235294,47.1924316223305,"Overstock",1655,18711,1655,11.3057401812689,"Adequate stock"
"Butambala District",2022,41,824,NA,51.4,"4. 40-55%",958012,824,56353.6470588235,68.3903483723587,"Overstock",1572,18572,1572,11.8142493638677,"Adequate stock"
"Butambala District",2022,42,1185,NA,54.7,"4. 40-55%",539968,1185,31762.8235294118,26.8040704889551,"Overstock",1736,16021,1736,9.2286866359447,"Adequate stock"
"Butambala District",2022,43,1761,NA,58.2666666666667,"5. 55-70%",927236,1761,54543.2941176471,30.9729097771988,"Overstock",2705,19794,2705,7.31756007393715,"Understock"
"Butambala District",2022,44,1875,NA,62.9666666666667,"5. 55-70%",445653,1875,26214.8823529412,13.9812705882353,"Adequate stock",2218,13311,2218,6.00135256988278,"Understock"
"Butambala District",2022,45,1485,NA,59.5111111111111,"5. 55-70%",824640,1485,48508.2352941177,32.6654783125371,"Overstock",2441,8220,2441,3.36747234739861,"Understock"
"Butambala District",2022,46,540,NA,71.5333333333333,"6. >70%",42992,540,2528.94117647059,4.68322440087146,"Understock",825,859,825,1.04121212121212,"Understock"
"Butambala District",2022,47,1183,NA,60.9714285714286,"5. 55-70%",736992,1183,43352.4705882353,36.6462135149918,"Overstock",1652,3562,1652,2.15617433414044,"Understock"
"Butambala District",2022,48,1284,3,58.9111111111111,"5. 55-70%",678713,1284,39924.2941176471,31.0936870075133,"Overstock",2147,3786,2147,1.76339077782953,"Understock"
"Butambala District",2022,49,976,3,59.9166666666667,"5. 55-70%",312416,976,18377.4117647059,18.8293153326905,"Adequate stock",1525,2177,1525,1.42754098360656,"Understock"
"Butambala District",2022,50,863,NA,61.475,"5. 55-70%",509692,863,29981.8823529412,34.7414627496421,"Overstock",1461,11364,1461,7.7782340862423,"Understock"
"Butambala District",2022,51,859,NA,68.04,"5. 55-70%",290963,859,17115.4705882353,19.9248784496336,"Adequate stock",1358,7149,1358,5.26435935198822,"Understock"
