periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,033B-CD01a. Malaria (diagnosed)  - Cases
2022W2,W2 2022,2022W2,,MOH - Uganda,Lango,Kole District,Y4LV8xqkv6J,Kole District,,,712.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Karamoja,Kotido District,aPZzL4CyBTg,Kotido District,,,1162.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Teso,Kumi District,saT18HClZoz,Kumi District,,,1598.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Lango,Kwania District,gCN6sU5BjlR,Kwania District,,,924.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Bugisu,Kween District,h1O9AvNR4jS,Kween District,,,164.0
2022W2,W2 2022,2022W2,,MOH - Uganda,North Central,Kyankwanzi District,IVuiLJYABw6,Kyankwanzi District,,,167.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Tooro,Kyegegwa District,a9tQqo1rSj7,Kyegegwa District,,,785.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Tooro,Kyenjojo District,O9MoQcpZ4uA,Kyenjojo District,,,1260.0
2022W2,W2 2022,2022W2,,MOH - Uganda,South Central,Kyotera District,REJuxCmTwXG,Kyotera District,,,3511.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Acholi,Lamwo District,xy0M4HhjXtD,Lamwo District,,,1932.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Lango,Lira City,ullSvMrkHdi,Lira City,,,492.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Lango,Lira District,Lj8t70RYnEt,Lira District,,,385.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Busoga,Luuka District,hn1AlYtF1Pu,Luuka District,,,2014.0
2022W2,W2 2022,2022W2,,MOH - Uganda,North Central,Luwero District,tr9XWtYsL5P,Luwero District,,,1751.0
2022W2,W2 2022,2022W2,,MOH - Uganda,South Central,Lwengo District,aqpd0Y9eXZ2,Lwengo District,,,1734.0
2022W2,W2 2022,2022W2,,MOH - Uganda,South Central,Lyantonde District,aPRNSGUR3vk,Lyantonde District,,,846.0
2022W2,W2 2022,2022W2,,MOH - Uganda,West Nile,Madi-Okollo District,bLoH4VbxCGI,Madi-Okollo District,,,1360.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Bugisu,Manafwa District,JIZDvNlIhXS,Manafwa District,,,515.0
2022W2,W2 2022,2022W2,,MOH - Uganda,West Nile,Maracha District,WyR8Eetj7Uw,Maracha District,,,1451.0
2022W2,W2 2022,2022W2,,MOH - Uganda,South Central,Masaka City,KJkbK1YhjFb,Masaka City,,,453.0
2022W2,W2 2022,2022W2,,MOH - Uganda,South Central,Masaka District,bIONCoCnt3Q,Masaka District,,,239.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Bunyoro,Masindi District,xr8EMirOASp,Masindi District,,,246.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Busoga,Mayuge District,mv4gKtY0qW8,Mayuge District,,,2415.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Bugisu,Mbale City,ALFFOStwtqW,Mbale City,,,1598.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Bugisu,Mbale District,yuo5ielNL7W,Mbale District,,,1036.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Ankole,Mbarara City,W7kX446X8Jn,Mbarara City,,,160.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Ankole,Mbarara District,auswb7JO9wY,Mbarara District,,,291.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Ankole,Mitooma District,FLygHiUd2UW,Mitooma District,,,547.0
2022W2,W2 2022,2022W2,,MOH - Uganda,North Central,Mityana District,Q7PaNIbyZII,Mityana District,,,891.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Karamoja,Moroto District,A9kRCvmn6Co,Moroto District,,,445.0
2022W2,W2 2022,2022W2,,MOH - Uganda,West Nile,Moyo District,W0kQBddyGyh,Moyo District,,,891.0
2022W2,W2 2022,2022W2,,MOH - Uganda,South Central,Mpigi District,YMMexeHFUay,Mpigi District,,,584.0
2022W2,W2 2022,2022W2,,MOH - Uganda,North Central,Mubende District,lzWuB6bCQeV,Mubende District,,,467.0
2022W2,W2 2022,2022W2,,MOH - Uganda,North Central,Mukono District,a0DfYpC2Rwl,Mukono District,,,1528.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Karamoja,Nabilatuk District,mOXva2xiwQv,Nabilatuk District,,,323.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Karamoja,Nakapiripirit District,VuHCApXcMTm,Nakapiripirit District,,,339.0
2022W2,W2 2022,2022W2,,MOH - Uganda,North Central,Nakaseke District,aSbgVKaeCP0,Nakaseke District,,,412.0
2022W2,W2 2022,2022W2,,MOH - Uganda,North Central,Nakasongola District,aUcYGQCK9ub,Nakasongola District,,,466.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Busoga,Namayingo District,Ut0ysYGEipO,Namayingo District,,,2056.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Bugisu,Namisindwa District,TGzZPOmbgn8,Namisindwa District,,,428.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Busoga,Namutumba District,esIUe2tQAtL,Namutumba District,,,1662.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Karamoja,Napak District,EDhGji3EteB,Napak District,,,851.0
2022W2,W2 2022,2022W2,,MOH - Uganda,West Nile,Nebbi District,Xjc0LDFa5gW,Nebbi District,,,721.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Teso,Ngora District,aj4hsYK3dVm,Ngora District,,,768.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Tooro,Ntoroko District,z8D9ER36EKN,Ntoroko District,,,144.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Ankole,Ntungamo District,hAoe9dhZh9V,Ntungamo District,,,1276.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Acholi,Nwoya District,zNgVoDVPYgD,Nwoya District,,,857.0
2022W2,W2 2022,2022W2,,MOH - Uganda,West Nile,Obongi District,uTMUclQ5bi6,Obongi District,,,498.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Acholi,Omoro District,S5fvUXgY54J,Omoro District,,,581.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Lango,Otuke District,aXjub1BYn1y,Otuke District,,,903.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Lango,Oyam District,xpIFdCMhVHG,Oyam District,,,1773.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Acholi,Pader District,aBrjuZk0W31,Pader District,,,1441.0
2022W2,W2 2022,2022W2,,MOH - Uganda,West Nile,Pakwach District,uqUyTPvQKII,Pakwach District,,,934.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Bukedi,Pallisa District,WiVj4bEhX4P,Pallisa District,,,2339.0
2022W2,W2 2022,2022W2,,MOH - Uganda,South Central,Rakai District,P8iz90eiIrW,Rakai District,,,3083.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Kigezi,Rubanda District,wZrfAgC3WrU,Rubanda District,,,91.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Ankole,Rubirizi District,fS71jg1WYPk,Rubirizi District,,,454.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Kigezi,Rukiga District,fsP0Wxie1UW,Rukiga District,,,217.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Kigezi,Rukungiri District,tugqr4dY6wq,Rukungiri District,,,1236.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Ankole,Rwampara District,tsugXWRXwGu,Rwampara District,,,32.0
2022W2,W2 2022,2022W2,,MOH - Uganda,South Central,Sembabule District,j7AQsnEYmvi,Sembabule District,,,1673.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Teso,Serere District,zJfpujxC1kD,Serere District,,,1325.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Ankole,Sheema District,xAJgEKKAeRA,Sheema District,,,78.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Bugisu,Sironko District,wJ2a6YKDFZW,Sironko District,,,972.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Teso,Soroti City,iRUvO30ij3h,Soroti City,,,581.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Teso,Soroti District,srmGjHrpVE5,Soroti District,,,974.0
2022W2,W2 2022,2022W2,,MOH - Uganda,West Nile,Terego District,bJgx6UjvyoP,Terego District,,,2279.0
2022W2,W2 2022,2022W2,,MOH - Uganda,Bukedi,Tororo District,KhT80mlwJ3Y,Tororo District,,,2388.0
2022W2,W2 2022,2022W2,,MOH - Uganda,South Central,Wakiso District,aIahLLmtvgT,Wakiso District,,,3184.0
2022W2,W2 2022,2022W2,,MOH - Uganda,West Nile,Yumbe District,W1JM2Qdhcv3,Yumbe District,,,5686.0
2022W2,W2 2022,2022W2,,MOH - Uganda,West Nile,Zombo District,A4aGXEfdb8P,Zombo District,,,865.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Karamoja,Abim District,NREoMszwQZW,Abim District,,,716.0
2022W3,W3 2022,2022W3,,MOH - Uganda,West Nile,Adjumani District,QYiQ2KqgCxj,Adjumani District,,,2868.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Acholi,Agago District,ztIyIYAzFKp,Agago District,,,908.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Lango,Alebtong District,p7EEgDEX3jT,Alebtong District,,,697.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Lango,Amolatar District,ZuQHWOaFQVM,Amolatar District,,,1228.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Karamoja,Amudat District,a8RHFdF4DXL,Amudat District,,,314.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Teso,Amuria District,TM6ccNxawqy,Amuria District,,,1395.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Acholi,Amuru District,C0RSe3EWBqU,Amuru District,,,942.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Lango,Apac District,JyZJhGXKeEq,Apac District,,,966.0
2022W3,W3 2022,2022W3,,MOH - Uganda,West Nile,Arua City,iQTVPmAJPkr,Arua City,,,426.0
2022W3,W3 2022,2022W3,,MOH - Uganda,West Nile,Arua District,WcB3kLlgRTb,Arua District,,,380.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bukedi,Budaka District,kb7iUQISRlx,Budaka District,,,2014.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bugisu,Bududa District,AhwgeZQYj16,Bududa District,,,412.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Busoga,Bugiri District,gUaoj8Geuao,Bugiri District,,,1292.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Busoga,Bugweri District,AIonX4LaJeU,Bugweri District,,,1430.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Ankole,Buhweju District,sWoNWQZ9qrD,Buhweju District,,,133.0
2022W3,W3 2022,2022W3,,MOH - Uganda,North Central,Buikwe District,x75Yh65MaUa,Buikwe District,,,1618.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Teso,Bukedea District,tdZbtg9sZkO,Bukedea District,,,1016.0
2022W3,W3 2022,2022W3,,MOH - Uganda,South Central,Bukomansimbi District,Ame30QOwuX6,Bukomansimbi District,,,745.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bugisu,Bukwo District,e8m9ZYMRoeR,Bukwo District,,,126.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bugisu,Bulambuli District,auLatLbcOxf,Bulambuli District,,,307.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bunyoro,Buliisa District,CQTmrrriwOq,Buliisa District,,,547.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Tooro,Bundibugyo District,g8M1cWRJZV6,Bundibugyo District,,,1589.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Tooro,Bunyangabu District,iTfbtn6JUsN,Bunyangabu District,,,138.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Ankole,Bushenyi District,It5UGwdHAPF,Bushenyi District,,,834.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bukedi,Busia District,lkuO79O6mRx,Busia District,,,3107.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bukedi,Butaleja District,MtpE3CH6vq3,Butaleja District,,,2809.0
2022W3,W3 2022,2022W3,,MOH - Uganda,South Central,Butambala District,a3LMKP8z8Xj,Butambala District,,,718.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bukedi,Butebo District,FDPqRvcW3NN,Butebo District,,,881.0
2022W3,W3 2022,2022W3,,MOH - Uganda,North Central,Buvuma District,aZLZPPjqft0,Buvuma District,,,343.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Busoga,Buyende District,F3ccON3OCsL,Buyende District,,,615.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Lango,Dokolo District,wMQ25dybdgH,Dokolo District,,,1774.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Tooro,Fort Portal City,R1x33oSVR1M,Fort Portal City,,,333.0
2022W3,W3 2022,2022W3,,MOH - Uganda,South Central,Gomba District,lQj3yMM1lI7,Gomba District,,,534.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Acholi,Gulu City,szlrGpmFlu9,Gulu City,,,793.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Acholi,Gulu District,Gwk4wkLz7EW,Gulu District,,,1105.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bunyoro,Hoima City,ZqJ9w7mzitv,Hoima City,,,174.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bunyoro,Hoima District,PJFtfCyp6Rb,Hoima District,,,273.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Ankole,Ibanda District,r8WLxW9JwsS,Ibanda District,,,1425.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Busoga,Iganga District,oNxpMjveyZt,Iganga District,,,2674.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Ankole,Isingiro District,UaR7OHycj8c,Isingiro District,,,5276.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Busoga,Jinja City,wRApaxY2zJf,Jinja City,,,651.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Busoga,Jinja District,aJR2ZxSH7g4,Jinja District,,,812.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Karamoja,Kaabong District,eOJUW6OGpc7,Kaabong District,,,795.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Kigezi,Kabale District,zBIpPzKYFLp,Kabale District,,,184.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Tooro,Kabarole District,m77oR1YJESj,Kabarole District,,,228.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Teso,Kaberamaido District,QoRZB7xc3j9,Kaberamaido District,,,1121.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bunyoro,Kagadi District,orgY0d5MJa9,Kagadi District,,,158.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bunyoro,Kakumiro District,Lnewt3iIJaK,Kakumiro District,,,468.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Teso,Kalaki District,KOnkIf4N6jA,Kalaki District,,,705.0
2022W3,W3 2022,2022W3,,MOH - Uganda,South Central,Kalangala District,JrHILmtK0OU,Kalangala District,,,162.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Busoga,Kaliro District,kJCEJnXLgnh,Kaliro District,,,1913.0
2022W3,W3 2022,2022W3,,MOH - Uganda,South Central,Kalungu District,ahyi8Uq4vaj,Kalungu District,,,457.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Kampala,Kampala District,aXmBzv61LbM,Kampala District,,,2031.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Busoga,Kamuli District,oyygQ2STBST,Kamuli District,,,3099.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Tooro,Kamwenge District,uCVQXAdKqL9,Kamwenge District,,,1803.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Kigezi,Kanungu District,aphcy5JTnd6,Kanungu District,,,1424.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bugisu,Kapchorwa District,aginheWSLef,Kapchorwa District,,,119.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Teso,Kapelebyong District,mvN9LBbpf7X,Kapelebyong District,,,419.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Karamoja,Karenga District,Hmh5JQLls1d,Karenga District,,,390.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Tooro,Kasese District,aa8xVDzSpte,Kasese District,,,4270.0
2022W3,W3 2022,2022W3,,MOH - Uganda,North Central,Kassanda District,Pvl4FVXO0RD,Kassanda District,,,343.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Teso,Katakwi District,cSrCFjPKqcG,Katakwi District,,,1334.0
2022W3,W3 2022,2022W3,,MOH - Uganda,North Central,Kayunga District,ykxQEnZGXkj,Kayunga District,,,915.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Ankole,Kazo District,AS2Seq1grGE,Kazo District,,,1358.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bunyoro,Kibaale District,tM3DsJxMaMX,Kibaale District,,,122.0
2022W3,W3 2022,2022W3,,MOH - Uganda,North Central,Kiboga District,GLHh0BXys9w,Kiboga District,,,652.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bukedi,Kibuku District,Oyxwe3iDqpR,Kibuku District,,,3014.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bunyoro,Kikuube District,L5WBetpBpY3,Kikuube District,,,1573.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Ankole,Kiruhura District,qf9xWZu7Dq8,Kiruhura District,,,1211.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bunyoro,Kiryandongo District,B0G9cqixld8,Kiryandongo District,,,620.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Kigezi,Kisoro District,aPhSZRinfbg,Kisoro District,,,218.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Tooro,Kitagwenda District,qKmESX5Owwr,Kitagwenda District,,,668.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Acholi,Kitgum District,pnTVIF5v27r,Kitgum District,,,1069.0
2022W3,W3 2022,2022W3,,MOH - Uganda,West Nile,Koboko District,iqsaGItA68C,Koboko District,,,701.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Lango,Kole District,Y4LV8xqkv6J,Kole District,,,909.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Karamoja,Kotido District,aPZzL4CyBTg,Kotido District,,,907.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Teso,Kumi District,saT18HClZoz,Kumi District,,,1594.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Lango,Kwania District,gCN6sU5BjlR,Kwania District,,,938.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bugisu,Kween District,h1O9AvNR4jS,Kween District,,,134.0
2022W3,W3 2022,2022W3,,MOH - Uganda,North Central,Kyankwanzi District,IVuiLJYABw6,Kyankwanzi District,,,121.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Tooro,Kyegegwa District,a9tQqo1rSj7,Kyegegwa District,,,890.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Tooro,Kyenjojo District,O9MoQcpZ4uA,Kyenjojo District,,,826.0
2022W3,W3 2022,2022W3,,MOH - Uganda,South Central,Kyotera District,REJuxCmTwXG,Kyotera District,,,3172.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Acholi,Lamwo District,xy0M4HhjXtD,Lamwo District,,,1896.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Lango,Lira City,ullSvMrkHdi,Lira City,,,675.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Lango,Lira District,Lj8t70RYnEt,Lira District,,,490.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Busoga,Luuka District,hn1AlYtF1Pu,Luuka District,,,1673.0
2022W3,W3 2022,2022W3,,MOH - Uganda,North Central,Luwero District,tr9XWtYsL5P,Luwero District,,,1551.0
2022W3,W3 2022,2022W3,,MOH - Uganda,South Central,Lwengo District,aqpd0Y9eXZ2,Lwengo District,,,1293.0
2022W3,W3 2022,2022W3,,MOH - Uganda,South Central,Lyantonde District,aPRNSGUR3vk,Lyantonde District,,,843.0
2022W3,W3 2022,2022W3,,MOH - Uganda,West Nile,Madi-Okollo District,bLoH4VbxCGI,Madi-Okollo District,,,1116.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bugisu,Manafwa District,JIZDvNlIhXS,Manafwa District,,,860.0
2022W3,W3 2022,2022W3,,MOH - Uganda,West Nile,Maracha District,WyR8Eetj7Uw,Maracha District,,,2665.0
2022W3,W3 2022,2022W3,,MOH - Uganda,South Central,Masaka City,KJkbK1YhjFb,Masaka City,,,353.0
2022W3,W3 2022,2022W3,,MOH - Uganda,South Central,Masaka District,bIONCoCnt3Q,Masaka District,,,227.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bunyoro,Masindi District,xr8EMirOASp,Masindi District,,,369.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Busoga,Mayuge District,mv4gKtY0qW8,Mayuge District,,,1751.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bugisu,Mbale City,ALFFOStwtqW,Mbale City,,,1327.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bugisu,Mbale District,yuo5ielNL7W,Mbale District,,,944.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Ankole,Mbarara City,W7kX446X8Jn,Mbarara City,,,209.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Ankole,Mbarara District,auswb7JO9wY,Mbarara District,,,260.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Ankole,Mitooma District,FLygHiUd2UW,Mitooma District,,,602.0
2022W3,W3 2022,2022W3,,MOH - Uganda,North Central,Mityana District,Q7PaNIbyZII,Mityana District,,,1009.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Karamoja,Moroto District,A9kRCvmn6Co,Moroto District,,,577.0
2022W3,W3 2022,2022W3,,MOH - Uganda,West Nile,Moyo District,W0kQBddyGyh,Moyo District,,,1130.0
2022W3,W3 2022,2022W3,,MOH - Uganda,South Central,Mpigi District,YMMexeHFUay,Mpigi District,,,501.0
2022W3,W3 2022,2022W3,,MOH - Uganda,North Central,Mubende District,lzWuB6bCQeV,Mubende District,,,356.0
2022W3,W3 2022,2022W3,,MOH - Uganda,North Central,Mukono District,a0DfYpC2Rwl,Mukono District,,,1501.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Karamoja,Nabilatuk District,mOXva2xiwQv,Nabilatuk District,,,348.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Karamoja,Nakapiripirit District,VuHCApXcMTm,Nakapiripirit District,,,369.0
2022W3,W3 2022,2022W3,,MOH - Uganda,North Central,Nakaseke District,aSbgVKaeCP0,Nakaseke District,,,534.0
2022W3,W3 2022,2022W3,,MOH - Uganda,North Central,Nakasongola District,aUcYGQCK9ub,Nakasongola District,,,797.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Busoga,Namayingo District,Ut0ysYGEipO,Namayingo District,,,2224.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bugisu,Namisindwa District,TGzZPOmbgn8,Namisindwa District,,,747.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Busoga,Namutumba District,esIUe2tQAtL,Namutumba District,,,1565.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Karamoja,Napak District,EDhGji3EteB,Napak District,,,555.0
2022W3,W3 2022,2022W3,,MOH - Uganda,West Nile,Nebbi District,Xjc0LDFa5gW,Nebbi District,,,1283.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Teso,Ngora District,aj4hsYK3dVm,Ngora District,,,955.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Tooro,Ntoroko District,z8D9ER36EKN,Ntoroko District,,,207.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Ankole,Ntungamo District,hAoe9dhZh9V,Ntungamo District,,,1642.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Acholi,Nwoya District,zNgVoDVPYgD,Nwoya District,,,683.0
2022W3,W3 2022,2022W3,,MOH - Uganda,West Nile,Obongi District,uTMUclQ5bi6,Obongi District,,,463.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Acholi,Omoro District,S5fvUXgY54J,Omoro District,,,475.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Lango,Otuke District,aXjub1BYn1y,Otuke District,,,876.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Lango,Oyam District,xpIFdCMhVHG,Oyam District,,,1861.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Acholi,Pader District,aBrjuZk0W31,Pader District,,,1341.0
2022W3,W3 2022,2022W3,,MOH - Uganda,West Nile,Pakwach District,uqUyTPvQKII,Pakwach District,,,1044.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bukedi,Pallisa District,WiVj4bEhX4P,Pallisa District,,,1773.0
2022W3,W3 2022,2022W3,,MOH - Uganda,South Central,Rakai District,P8iz90eiIrW,Rakai District,,,3227.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Kigezi,Rubanda District,wZrfAgC3WrU,Rubanda District,,,66.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Ankole,Rubirizi District,fS71jg1WYPk,Rubirizi District,,,426.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Kigezi,Rukiga District,fsP0Wxie1UW,Rukiga District,,,227.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Kigezi,Rukungiri District,tugqr4dY6wq,Rukungiri District,,,1216.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Ankole,Rwampara District,tsugXWRXwGu,Rwampara District,,,28.0
2022W3,W3 2022,2022W3,,MOH - Uganda,South Central,Sembabule District,j7AQsnEYmvi,Sembabule District,,,1722.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Teso,Serere District,zJfpujxC1kD,Serere District,,,1458.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Ankole,Sheema District,xAJgEKKAeRA,Sheema District,,,143.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bugisu,Sironko District,wJ2a6YKDFZW,Sironko District,,,642.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Teso,Soroti City,iRUvO30ij3h,Soroti City,,,684.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Teso,Soroti District,srmGjHrpVE5,Soroti District,,,1012.0
2022W3,W3 2022,2022W3,,MOH - Uganda,West Nile,Terego District,bJgx6UjvyoP,Terego District,,,2260.0
2022W3,W3 2022,2022W3,,MOH - Uganda,Bukedi,Tororo District,KhT80mlwJ3Y,Tororo District,,,3974.0
2022W3,W3 2022,2022W3,,MOH - Uganda,South Central,Wakiso District,aIahLLmtvgT,Wakiso District,,,2388.0
2022W3,W3 2022,2022W3,,MOH - Uganda,West Nile,Yumbe District,W1JM2Qdhcv3,Yumbe District,,,5590.0
2022W3,W3 2022,2022W3,,MOH - Uganda,West Nile,Zombo District,A4aGXEfdb8P,Zombo District,,,977.0
2022W4,W4 2022,2022W4,,MOH - Uganda,Karamoja,Abim District,NREoMszwQZW,Abim District,,,813.0
2022W4,W4 2022,2022W4,,MOH - Uganda,West Nile,Adjumani District,QYiQ2KqgCxj,Adjumani District,,,3221.0
2022W4,W4 2022,2022W4,,MOH - Uganda,Acholi,Agago District,ztIyIYAzFKp,Agago District,,,1695.0
2022W4,W4 2022,2022W4,,MOH - Uganda,Lango,Alebtong District,p7EEgDEX3jT,Alebtong District,,,778.0
2022W4,W4 2022,2022W4,,MOH - Uganda,Lango,Amolatar District,ZuQHWOaFQVM,Amolatar District,,,1407.0
