"dataElement","period","orgUnit","value","reporting_rate","location_id","year","week"
"C4oUitImBPK.REPORTING_RATE","2022W1","aPZzL4CyBTg",72.7,72.7,"aPZzL4CyBTg","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","xAJgEKKAeRA",91.9,91.9,"xAJgEKKAeRA","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","aPhSZRinfbg",85.1,85.1,"aPhSZRinfbg","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","h1O9AvNR4jS",81.5,81.5,"h1O9AvNR4jS","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","aXjub1BYn1y",88.2,88.2,"aXjub1BYn1y","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","Xjc0LDFa5gW",65.4,65.4,"Xjc0LDFa5gW","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","P8iz90eiIrW",100,100,"P8iz90eiIrW","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","e8m9ZYMRoeR",73.7,73.7,"e8m9ZYMRoeR","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","Gwk4wkLz7EW",91.7,91.7,"Gwk4wkLz7EW","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","QYiQ2KqgCxj",68,68,"QYiQ2KqgCxj","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","MtpE3CH6vq3",84,84,"MtpE3CH6vq3","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","xy0M4HhjXtD",100,100,"xy0M4HhjXtD","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","Ame30QOwuX6",70.4,70.4,"Ame30QOwuX6","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","wMQ25dybdgH",100,100,"wMQ25dybdgH","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","VuHCApXcMTm",76.9,76.9,"VuHCApXcMTm","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","AS2Seq1grGE",74.1,74.1,"AS2Seq1grGE","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","fS71jg1WYPk",73.7,73.7,"fS71jg1WYPk","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","JrHILmtK0OU",100,100,"JrHILmtK0OU","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","tdZbtg9sZkO",75,75,"tdZbtg9sZkO","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","ztIyIYAzFKp",55.8,55.8,"ztIyIYAzFKp","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","ykxQEnZGXkj",66.7,66.7,"ykxQEnZGXkj","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","gCN6sU5BjlR",92.3,92.3,"gCN6sU5BjlR","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","g8M1cWRJZV6",100,100,"g8M1cWRJZV6","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","bIONCoCnt3Q",31.3,31.3,"bIONCoCnt3Q","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","JIZDvNlIhXS",75,75,"JIZDvNlIhXS","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","x75Yh65MaUa",72.3,72.3,"x75Yh65MaUa","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","hn1AlYtF1Pu",51.2,51.2,"hn1AlYtF1Pu","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","auLatLbcOxf",76.9,76.9,"auLatLbcOxf","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","It5UGwdHAPF",78.3,78.3,"It5UGwdHAPF","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","uCVQXAdKqL9",52.9,52.9,"uCVQXAdKqL9","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","TGzZPOmbgn8",100,100,"TGzZPOmbgn8","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","lQj3yMM1lI7",57.1,57.1,"lQj3yMM1lI7","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","GLHh0BXys9w",63,63,"GLHh0BXys9w","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","cSrCFjPKqcG",66.7,66.7,"cSrCFjPKqcG","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","qKmESX5Owwr",59.1,59.1,"qKmESX5Owwr","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","zBIpPzKYFLp",94.9,94.9,"zBIpPzKYFLp","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","r8WLxW9JwsS",63.8,63.8,"r8WLxW9JwsS","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","Lnewt3iIJaK",61.8,61.8,"Lnewt3iIJaK","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","aBrjuZk0W31",63,63,"aBrjuZk0W31","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","tsugXWRXwGu",35,35,"tsugXWRXwGu","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","ZqJ9w7mzitv",70,70,"ZqJ9w7mzitv","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","Y4LV8xqkv6J",100,100,"Y4LV8xqkv6J","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","pnTVIF5v27r",82.5,82.5,"pnTVIF5v27r","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","KOnkIf4N6jA",100,100,"KOnkIf4N6jA","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","W7kX446X8Jn",42.2,42.2,"W7kX446X8Jn","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","bJgx6UjvyoP",100,100,"bJgx6UjvyoP","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","lzWuB6bCQeV",51.9,51.9,"lzWuB6bCQeV","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","tugqr4dY6wq",80.6,80.6,"tugqr4dY6wq","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","F3ccON3OCsL",100,100,"F3ccON3OCsL","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","aj4hsYK3dVm",84.6,84.6,"aj4hsYK3dVm","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","mvN9LBbpf7X",64.3,64.3,"mvN9LBbpf7X","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","W1JM2Qdhcv3",96.4,96.4,"W1JM2Qdhcv3","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","xpIFdCMhVHG",100,100,"xpIFdCMhVHG","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","oyygQ2STBST",57.1,57.1,"oyygQ2STBST","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","B0G9cqixld8",64.3,64.3,"B0G9cqixld8","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","p7EEgDEX3jT",81,81,"p7EEgDEX3jT","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","kJCEJnXLgnh",77.8,77.8,"kJCEJnXLgnh","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","ZuQHWOaFQVM",100,100,"ZuQHWOaFQVM","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","gUaoj8Geuao",45.3,45.3,"gUaoj8Geuao","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","aSbgVKaeCP0",70,70,"aSbgVKaeCP0","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","O9MoQcpZ4uA",72.5,72.5,"O9MoQcpZ4uA","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","JyZJhGXKeEq",77.3,77.3,"JyZJhGXKeEq","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","iQTVPmAJPkr",51.6,51.6,"iQTVPmAJPkr","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","aqpd0Y9eXZ2",57.1,57.1,"aqpd0Y9eXZ2","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","QoRZB7xc3j9",87.5,87.5,"QoRZB7xc3j9","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","Q7PaNIbyZII",52.1,52.1,"Q7PaNIbyZII","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","tr9XWtYsL5P",77.6,77.6,"tr9XWtYsL5P","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","a3LMKP8z8Xj",83.3,83.3,"a3LMKP8z8Xj","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","EDhGji3EteB",82.4,82.4,"EDhGji3EteB","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","aUcYGQCK9ub",61,61,"aUcYGQCK9ub","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","aIahLLmtvgT",56,56,"aIahLLmtvgT","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","tM3DsJxMaMX",46.2,46.2,"tM3DsJxMaMX","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","A9kRCvmn6Co",94.7,94.7,"A9kRCvmn6Co","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","iqsaGItA68C",63.2,63.2,"iqsaGItA68C","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","YMMexeHFUay",65.4,65.4,"YMMexeHFUay","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","L5WBetpBpY3",89.7,89.7,"L5WBetpBpY3","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","lkuO79O6mRx",91.2,91.2,"lkuO79O6mRx","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","aZLZPPjqft0",100,100,"aZLZPPjqft0","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","W0kQBddyGyh",67.7,67.7,"W0kQBddyGyh","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","S5fvUXgY54J",59.3,59.3,"S5fvUXgY54J","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","NREoMszwQZW",61.9,61.9,"NREoMszwQZW","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","orgY0d5MJa9",45.9,45.9,"orgY0d5MJa9","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","UaR7OHycj8c",97.2,97.2,"UaR7OHycj8c","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","a0DfYpC2Rwl",95.2,95.2,"a0DfYpC2Rwl","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","REJuxCmTwXG",100,100,"REJuxCmTwXG","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","uTMUclQ5bi6",47.4,47.4,"uTMUclQ5bi6","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","iRUvO30ij3h",48,48,"iRUvO30ij3h","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","xr8EMirOASp",61.7,61.7,"xr8EMirOASp","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","ALFFOStwtqW",75.6,75.6,"ALFFOStwtqW","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","yuo5ielNL7W",80.8,80.8,"yuo5ielNL7W","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","oNxpMjveyZt",74.4,74.4,"oNxpMjveyZt","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","auswb7JO9wY",76.9,76.9,"auswb7JO9wY","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","Ut0ysYGEipO",58.8,58.8,"Ut0ysYGEipO","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","aginheWSLef",100,100,"aginheWSLef","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","CQTmrrriwOq",66.7,66.7,"CQTmrrriwOq","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","qf9xWZu7Dq8",81.5,81.5,"qf9xWZu7Dq8","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","eOJUW6OGpc7",100,100,"eOJUW6OGpc7","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","iTfbtn6JUsN",90.6,90.6,"iTfbtn6JUsN","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","IVuiLJYABw6",33.3,33.3,"IVuiLJYABw6","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","Lj8t70RYnEt",100,100,"Lj8t70RYnEt","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","m77oR1YJESj",89.7,89.7,"m77oR1YJESj","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","fsP0Wxie1UW",100,100,"fsP0Wxie1UW","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","aa8xVDzSpte",67.2,67.2,"aa8xVDzSpte","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","FDPqRvcW3NN",100,100,"FDPqRvcW3NN","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","zNgVoDVPYgD",100,100,"zNgVoDVPYgD","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","wZrfAgC3WrU",89.5,89.5,"wZrfAgC3WrU","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","WiVj4bEhX4P",62.5,62.5,"WiVj4bEhX4P","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","KJkbK1YhjFb",64.3,64.3,"KJkbK1YhjFb","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","KhT80mlwJ3Y",61.8,61.8,"KhT80mlwJ3Y","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","mOXva2xiwQv",100,100,"mOXva2xiwQv","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","C0RSe3EWBqU",100,100,"C0RSe3EWBqU","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","AIonX4LaJeU",100,100,"AIonX4LaJeU","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","WyR8Eetj7Uw",94.4,94.4,"WyR8Eetj7Uw","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","wJ2a6YKDFZW",81.8,81.8,"wJ2a6YKDFZW","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","TM6ccNxawqy",96.2,96.2,"TM6ccNxawqy","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","PJFtfCyp6Rb",78.9,78.9,"PJFtfCyp6Rb","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","R1x33oSVR1M",74.1,74.1,"R1x33oSVR1M","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","WcB3kLlgRTb",80,80,"WcB3kLlgRTb","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","sWoNWQZ9qrD",70,70,"sWoNWQZ9qrD","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","aJR2ZxSH7g4",55,55,"aJR2ZxSH7g4","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","ahyi8Uq4vaj",72.7,72.7,"ahyi8Uq4vaj","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","a9tQqo1rSj7",94.1,94.1,"a9tQqo1rSj7","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","srmGjHrpVE5",93.3,93.3,"srmGjHrpVE5","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","aXmBzv61LbM",29.6,29.6,"aXmBzv61LbM","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","aphcy5JTnd6",83.6,83.6,"aphcy5JTnd6","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","ullSvMrkHdi",100,100,"ullSvMrkHdi","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","a8RHFdF4DXL",100,100,"a8RHFdF4DXL","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","saT18HClZoz",100,100,"saT18HClZoz","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","esIUe2tQAtL",68.6,68.6,"esIUe2tQAtL","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","zJfpujxC1kD",100,100,"zJfpujxC1kD","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","FLygHiUd2UW",79.2,79.2,"FLygHiUd2UW","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","z8D9ER36EKN",100,100,"z8D9ER36EKN","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","Oyxwe3iDqpR",94.1,94.1,"Oyxwe3iDqpR","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","szlrGpmFlu9",76.2,76.2,"szlrGpmFlu9","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","bLoH4VbxCGI",84.2,84.2,"bLoH4VbxCGI","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","Pvl4FVXO0RD",22.9,22.9,"Pvl4FVXO0RD","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","aPRNSGUR3vk",52.1,52.1,"aPRNSGUR3vk","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","wRApaxY2zJf",42.2,42.2,"wRApaxY2zJf","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","A4aGXEfdb8P",52.4,52.4,"A4aGXEfdb8P","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","uqUyTPvQKII",68.4,68.4,"uqUyTPvQKII","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","hAoe9dhZh9V",78.1,78.1,"hAoe9dhZh9V","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","kb7iUQISRlx",94.1,94.1,"kb7iUQISRlx","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","AhwgeZQYj16",100,100,"AhwgeZQYj16","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","Hmh5JQLls1d",100,100,"Hmh5JQLls1d","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","mv4gKtY0qW8",86.2,86.2,"mv4gKtY0qW8","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W1","j7AQsnEYmvi",100,100,"j7AQsnEYmvi","2022","1"
"C4oUitImBPK.REPORTING_RATE","2022W10","kb7iUQISRlx",82.4,82.4,"kb7iUQISRlx","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","aphcy5JTnd6",87.3,87.3,"aphcy5JTnd6","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","KOnkIf4N6jA",100,100,"KOnkIf4N6jA","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","JyZJhGXKeEq",88.6,88.6,"JyZJhGXKeEq","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","aJR2ZxSH7g4",60,60,"aJR2ZxSH7g4","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","lzWuB6bCQeV",63,63,"lzWuB6bCQeV","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","cSrCFjPKqcG",70.4,70.4,"cSrCFjPKqcG","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","aj4hsYK3dVm",61.5,61.5,"aj4hsYK3dVm","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","gUaoj8Geuao",62.3,62.3,"gUaoj8Geuao","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","uCVQXAdKqL9",100,100,"uCVQXAdKqL9","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","PJFtfCyp6Rb",78.9,78.9,"PJFtfCyp6Rb","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","esIUe2tQAtL",74.3,74.3,"esIUe2tQAtL","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","tdZbtg9sZkO",70,70,"tdZbtg9sZkO","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","ykxQEnZGXkj",71.8,71.8,"ykxQEnZGXkj","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","It5UGwdHAPF",93.5,93.5,"It5UGwdHAPF","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","W7kX446X8Jn",53.3,53.3,"W7kX446X8Jn","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","a8RHFdF4DXL",100,100,"a8RHFdF4DXL","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","x75Yh65MaUa",56.9,56.9,"x75Yh65MaUa","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","gCN6sU5BjlR",79.5,79.5,"gCN6sU5BjlR","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","Ame30QOwuX6",70.4,70.4,"Ame30QOwuX6","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","F3ccON3OCsL",100,100,"F3ccON3OCsL","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","P8iz90eiIrW",100,100,"P8iz90eiIrW","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","Q7PaNIbyZII",63,63,"Q7PaNIbyZII","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","Pvl4FVXO0RD",48.6,48.6,"Pvl4FVXO0RD","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","z8D9ER36EKN",100,100,"z8D9ER36EKN","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","aXmBzv61LbM",71.5,71.5,"aXmBzv61LbM","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","FLygHiUd2UW",87.5,87.5,"FLygHiUd2UW","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","ZqJ9w7mzitv",85,85,"ZqJ9w7mzitv","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","szlrGpmFlu9",100,100,"szlrGpmFlu9","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","O9MoQcpZ4uA",96.1,96.1,"O9MoQcpZ4uA","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","mv4gKtY0qW8",94.8,94.8,"mv4gKtY0qW8","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","iqsaGItA68C",68.4,68.4,"iqsaGItA68C","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","ZuQHWOaFQVM",100,100,"ZuQHWOaFQVM","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","A4aGXEfdb8P",81,81,"A4aGXEfdb8P","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","R1x33oSVR1M",96.3,96.3,"R1x33oSVR1M","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","Oyxwe3iDqpR",100,100,"Oyxwe3iDqpR","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","a3LMKP8z8Xj",79.2,79.2,"a3LMKP8z8Xj","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","Hmh5JQLls1d",100,100,"Hmh5JQLls1d","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","AS2Seq1grGE",55.6,55.6,"AS2Seq1grGE","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","S5fvUXgY54J",100,100,"S5fvUXgY54J","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","orgY0d5MJa9",70.3,70.3,"orgY0d5MJa9","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","NREoMszwQZW",100,100,"NREoMszwQZW","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","Gwk4wkLz7EW",100,100,"Gwk4wkLz7EW","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","e8m9ZYMRoeR",68.4,68.4,"e8m9ZYMRoeR","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","W0kQBddyGyh",71,71,"W0kQBddyGyh","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","xAJgEKKAeRA",100,100,"xAJgEKKAeRA","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","zNgVoDVPYgD",100,100,"zNgVoDVPYgD","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","YMMexeHFUay",82.7,82.7,"YMMexeHFUay","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","bIONCoCnt3Q",56.3,56.3,"bIONCoCnt3Q","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","h1O9AvNR4jS",85.2,85.2,"h1O9AvNR4jS","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","fS71jg1WYPk",78.9,78.9,"fS71jg1WYPk","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","iRUvO30ij3h",64,64,"iRUvO30ij3h","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","oyygQ2STBST",51.4,51.4,"oyygQ2STBST","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","B0G9cqixld8",78.6,78.6,"B0G9cqixld8","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","VuHCApXcMTm",100,100,"VuHCApXcMTm","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","yuo5ielNL7W",100,100,"yuo5ielNL7W","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","ALFFOStwtqW",90.2,90.2,"ALFFOStwtqW","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","wMQ25dybdgH",100,100,"wMQ25dybdgH","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","a9tQqo1rSj7",94.1,94.1,"a9tQqo1rSj7","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","tugqr4dY6wq",76.3,76.3,"tugqr4dY6wq","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","aa8xVDzSpte",83.6,83.6,"aa8xVDzSpte","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","Lnewt3iIJaK",79.4,79.4,"Lnewt3iIJaK","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","TGzZPOmbgn8",90.5,90.5,"TGzZPOmbgn8","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","TM6ccNxawqy",100,100,"TM6ccNxawqy","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","hn1AlYtF1Pu",97.7,97.7,"hn1AlYtF1Pu","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","eOJUW6OGpc7",100,100,"eOJUW6OGpc7","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","g8M1cWRJZV6",100,100,"g8M1cWRJZV6","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","oNxpMjveyZt",74.4,74.4,"oNxpMjveyZt","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","auswb7JO9wY",76.9,76.9,"auswb7JO9wY","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","aBrjuZk0W31",69.6,69.6,"aBrjuZk0W31","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","aginheWSLef",100,100,"aginheWSLef","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","qKmESX5Owwr",59.1,59.1,"qKmESX5Owwr","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","r8WLxW9JwsS",63.8,63.8,"r8WLxW9JwsS","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","Lj8t70RYnEt",100,100,"Lj8t70RYnEt","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","wJ2a6YKDFZW",93.9,93.9,"wJ2a6YKDFZW","2022","10"
"C4oUitImBPK.REPORTING_RATE","2022W10","zBIpPzKYFLp",93.2,93.2,"zBIpPzKYFLp","2022","10"
