"dataElement","period","orgUnit","value","reporting_rate","location_id","year","week"
"C4oUitImBPK.REPORTING_RATE","2022W12","Pvl4FVXO0RD",51.4,51.4,"Pvl4FVXO0RD","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","fsP0Wxie1UW",100,100,"fsP0Wxie1UW","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","ahyi8Uq4vaj",69.7,69.7,"ahyi8Uq4vaj","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","TGzZPOmbgn8",100,100,"TGzZPOmbgn8","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","A4aGXEfdb8P",90.5,90.5,"A4aGXEfdb8P","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","R1x33oSVR1M",100,100,"R1x33oSVR1M","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","j7AQsnEYmvi",95.7,95.7,"j7AQsnEYmvi","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","a9tQqo1rSj7",82.4,82.4,"a9tQqo1rSj7","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","srmGjHrpVE5",100,100,"srmGjHrpVE5","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","ALFFOStwtqW",95.1,95.1,"ALFFOStwtqW","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","AhwgeZQYj16",100,100,"AhwgeZQYj16","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","hAoe9dhZh9V",76.6,76.6,"hAoe9dhZh9V","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","a8RHFdF4DXL",100,100,"a8RHFdF4DXL","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","hn1AlYtF1Pu",93,93,"hn1AlYtF1Pu","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","ykxQEnZGXkj",84.6,84.6,"ykxQEnZGXkj","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","xAJgEKKAeRA",94.6,94.6,"xAJgEKKAeRA","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","esIUe2tQAtL",82.9,82.9,"esIUe2tQAtL","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","aZLZPPjqft0",100,100,"aZLZPPjqft0","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","YMMexeHFUay",80.8,80.8,"YMMexeHFUay","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","z8D9ER36EKN",88.9,88.9,"z8D9ER36EKN","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","zJfpujxC1kD",100,100,"zJfpujxC1kD","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","fS71jg1WYPk",89.5,89.5,"fS71jg1WYPk","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","aPRNSGUR3vk",81.3,81.3,"aPRNSGUR3vk","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","Gwk4wkLz7EW",100,100,"Gwk4wkLz7EW","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","Ame30QOwuX6",66.7,66.7,"Ame30QOwuX6","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","h1O9AvNR4jS",88.9,88.9,"h1O9AvNR4jS","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W12","wRApaxY2zJf",71.1,71.1,"wRApaxY2zJf","2022","12"
"C4oUitImBPK.REPORTING_RATE","2022W13","gCN6sU5BjlR",92.3,92.3,"gCN6sU5BjlR","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","QYiQ2KqgCxj",70,70,"QYiQ2KqgCxj","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","xy0M4HhjXtD",96.8,96.8,"xy0M4HhjXtD","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","It5UGwdHAPF",89.1,89.1,"It5UGwdHAPF","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","P8iz90eiIrW",91.3,91.3,"P8iz90eiIrW","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","Ame30QOwuX6",66.7,66.7,"Ame30QOwuX6","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","Q7PaNIbyZII",52.1,52.1,"Q7PaNIbyZII","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","Pvl4FVXO0RD",45.7,45.7,"Pvl4FVXO0RD","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","TGzZPOmbgn8",38.1,38.1,"TGzZPOmbgn8","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","xAJgEKKAeRA",91.9,91.9,"xAJgEKKAeRA","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","aPhSZRinfbg",53.2,53.2,"aPhSZRinfbg","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","FLygHiUd2UW",87.5,87.5,"FLygHiUd2UW","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","h1O9AvNR4jS",77.8,77.8,"h1O9AvNR4jS","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","x75Yh65MaUa",56.9,56.9,"x75Yh65MaUa","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","fS71jg1WYPk",63.2,63.2,"fS71jg1WYPk","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","ztIyIYAzFKp",97.7,97.7,"ztIyIYAzFKp","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","tdZbtg9sZkO",45,45,"tdZbtg9sZkO","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","ykxQEnZGXkj",79.5,79.5,"ykxQEnZGXkj","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","esIUe2tQAtL",80,80,"esIUe2tQAtL","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","kb7iUQISRlx",82.4,82.4,"kb7iUQISRlx","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","VuHCApXcMTm",69.2,69.2,"VuHCApXcMTm","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","aj4hsYK3dVm",38.5,38.5,"aj4hsYK3dVm","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","a3LMKP8z8Xj",75,75,"a3LMKP8z8Xj","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","aphcy5JTnd6",80,80,"aphcy5JTnd6","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","aXjub1BYn1y",94.1,94.1,"aXjub1BYn1y","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","JyZJhGXKeEq",79.5,79.5,"JyZJhGXKeEq","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","A4aGXEfdb8P",66.7,66.7,"A4aGXEfdb8P","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","Gwk4wkLz7EW",100,100,"Gwk4wkLz7EW","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","ZqJ9w7mzitv",55,55,"ZqJ9w7mzitv","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","zJfpujxC1kD",59.1,59.1,"zJfpujxC1kD","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","gUaoj8Geuao",66,66,"gUaoj8Geuao","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","ZuQHWOaFQVM",100,100,"ZuQHWOaFQVM","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","Hmh5JQLls1d",100,100,"Hmh5JQLls1d","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","z8D9ER36EKN",77.8,77.8,"z8D9ER36EKN","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","O9MoQcpZ4uA",82.4,82.4,"O9MoQcpZ4uA","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","bLoH4VbxCGI",84.2,84.2,"bLoH4VbxCGI","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","aIahLLmtvgT",40.7,40.7,"aIahLLmtvgT","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","EDhGji3EteB",76.5,76.5,"EDhGji3EteB","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","iqsaGItA68C",73.7,73.7,"iqsaGItA68C","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","mv4gKtY0qW8",94.8,94.8,"mv4gKtY0qW8","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","WiVj4bEhX4P",81.3,81.3,"WiVj4bEhX4P","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","uqUyTPvQKII",68.4,68.4,"uqUyTPvQKII","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","AhwgeZQYj16",100,100,"AhwgeZQYj16","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","hAoe9dhZh9V",79.7,79.7,"hAoe9dhZh9V","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","aXmBzv61LbM",74.5,74.5,"aXmBzv61LbM","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","KhT80mlwJ3Y",67.1,67.1,"KhT80mlwJ3Y","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","mOXva2xiwQv",100,100,"mOXva2xiwQv","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","C0RSe3EWBqU",100,100,"C0RSe3EWBqU","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","FDPqRvcW3NN",100,100,"FDPqRvcW3NN","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","lQj3yMM1lI7",38.1,38.1,"lQj3yMM1lI7","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","R1x33oSVR1M",66.7,66.7,"R1x33oSVR1M","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","QoRZB7xc3j9",68.8,68.8,"QoRZB7xc3j9","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","kJCEJnXLgnh",74.1,74.1,"kJCEJnXLgnh","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","pnTVIF5v27r",67.5,67.5,"pnTVIF5v27r","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","bJgx6UjvyoP",75.9,75.9,"bJgx6UjvyoP","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","KOnkIf4N6jA",100,100,"KOnkIf4N6jA","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","JrHILmtK0OU",100,100,"JrHILmtK0OU","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","saT18HClZoz",53.6,53.6,"saT18HClZoz","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","MtpE3CH6vq3",68,68,"MtpE3CH6vq3","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","REJuxCmTwXG",100,100,"REJuxCmTwXG","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","WyR8Eetj7Uw",55.6,55.6,"WyR8Eetj7Uw","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","cSrCFjPKqcG",55.6,55.6,"cSrCFjPKqcG","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","wZrfAgC3WrU",81.6,81.6,"wZrfAgC3WrU","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","Xjc0LDFa5gW",73.1,73.1,"Xjc0LDFa5gW","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","PJFtfCyp6Rb",63.2,63.2,"PJFtfCyp6Rb","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","uCVQXAdKqL9",100,100,"uCVQXAdKqL9","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","GLHh0BXys9w",83,83,"GLHh0BXys9w","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","aPZzL4CyBTg",95.5,95.5,"aPZzL4CyBTg","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","iTfbtn6JUsN",72.7,72.7,"iTfbtn6JUsN","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","UaR7OHycj8c",71.8,71.8,"UaR7OHycj8c","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","Ut0ysYGEipO",82.4,82.4,"Ut0ysYGEipO","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","auLatLbcOxf",80.8,80.8,"auLatLbcOxf","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","JIZDvNlIhXS",83.3,83.3,"JIZDvNlIhXS","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","tsugXWRXwGu",85,85,"tsugXWRXwGu","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","j7AQsnEYmvi",76.1,76.1,"j7AQsnEYmvi","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","KJkbK1YhjFb",60.7,60.7,"KJkbK1YhjFb","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","aqpd0Y9eXZ2",81,81,"aqpd0Y9eXZ2","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","xr8EMirOASp",51.1,51.1,"xr8EMirOASp","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","uTMUclQ5bi6",57.9,57.9,"uTMUclQ5bi6","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","Lj8t70RYnEt",100,100,"Lj8t70RYnEt","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","aPRNSGUR3vk",72.9,72.9,"aPRNSGUR3vk","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","wRApaxY2zJf",64.4,64.4,"wRApaxY2zJf","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","qf9xWZu7Dq8",59.3,59.3,"qf9xWZu7Dq8","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","a0DfYpC2Rwl",90.3,90.3,"a0DfYpC2Rwl","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","CQTmrrriwOq",80,80,"CQTmrrriwOq","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","lkuO79O6mRx",91.2,91.2,"lkuO79O6mRx","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","IVuiLJYABw6",66.7,66.7,"IVuiLJYABw6","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","YMMexeHFUay",76.9,76.9,"YMMexeHFUay","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","W1JM2Qdhcv3",100,100,"W1JM2Qdhcv3","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","xpIFdCMhVHG",100,100,"xpIFdCMhVHG","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","ALFFOStwtqW",85.4,85.4,"ALFFOStwtqW","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","yuo5ielNL7W",88.5,88.5,"yuo5ielNL7W","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","ullSvMrkHdi",100,100,"ullSvMrkHdi","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","mvN9LBbpf7X",71.4,71.4,"mvN9LBbpf7X","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","tr9XWtYsL5P",80.6,80.6,"tr9XWtYsL5P","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","WcB3kLlgRTb",50,50,"WcB3kLlgRTb","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","S5fvUXgY54J",92.6,92.6,"S5fvUXgY54J","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","sWoNWQZ9qrD",80,80,"sWoNWQZ9qrD","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","L5WBetpBpY3",55.2,55.2,"L5WBetpBpY3","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","ahyi8Uq4vaj",69.7,69.7,"ahyi8Uq4vaj","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","szlrGpmFlu9",100,100,"szlrGpmFlu9","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","p7EEgDEX3jT",90.5,90.5,"p7EEgDEX3jT","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","Y4LV8xqkv6J",100,100,"Y4LV8xqkv6J","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","aSbgVKaeCP0",73.3,73.3,"aSbgVKaeCP0","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","Oyxwe3iDqpR",100,100,"Oyxwe3iDqpR","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","aZLZPPjqft0",100,100,"aZLZPPjqft0","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","aUcYGQCK9ub",68.3,68.3,"aUcYGQCK9ub","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","tM3DsJxMaMX",57.7,57.7,"tM3DsJxMaMX","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","A9kRCvmn6Co",94.7,94.7,"A9kRCvmn6Co","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","a9tQqo1rSj7",100,100,"a9tQqo1rSj7","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","srmGjHrpVE5",60,60,"srmGjHrpVE5","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","tugqr4dY6wq",64.5,64.5,"tugqr4dY6wq","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","Lnewt3iIJaK",64.7,64.7,"Lnewt3iIJaK","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","F3ccON3OCsL",100,100,"F3ccON3OCsL","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","iQTVPmAJPkr",45.2,45.2,"iQTVPmAJPkr","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","TM6ccNxawqy",80.8,80.8,"TM6ccNxawqy","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","aa8xVDzSpte",83.6,83.6,"aa8xVDzSpte","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","aginheWSLef",7.4,7.4,"aginheWSLef","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","bIONCoCnt3Q",62.5,62.5,"bIONCoCnt3Q","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","oNxpMjveyZt",60.5,60.5,"oNxpMjveyZt","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","eOJUW6OGpc7",88.9,88.9,"eOJUW6OGpc7","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","W7kX446X8Jn",60,60,"W7kX446X8Jn","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","hn1AlYtF1Pu",90.7,90.7,"hn1AlYtF1Pu","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","a8RHFdF4DXL",100,100,"a8RHFdF4DXL","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","B0G9cqixld8",60.7,60.7,"B0G9cqixld8","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","iRUvO30ij3h",36,36,"iRUvO30ij3h","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","oyygQ2STBST",55.7,55.7,"oyygQ2STBST","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","wMQ25dybdgH",100,100,"wMQ25dybdgH","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","AS2Seq1grGE",70.4,70.4,"AS2Seq1grGE","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","lzWuB6bCQeV",44.4,44.4,"lzWuB6bCQeV","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","orgY0d5MJa9",48.6,48.6,"orgY0d5MJa9","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","e8m9ZYMRoeR",78.9,78.9,"e8m9ZYMRoeR","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","m77oR1YJESj",65.6,65.6,"m77oR1YJESj","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","W0kQBddyGyh",77.4,77.4,"W0kQBddyGyh","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","fsP0Wxie1UW",100,100,"fsP0Wxie1UW","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","aJR2ZxSH7g4",55,55,"aJR2ZxSH7g4","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","NREoMszwQZW",100,100,"NREoMszwQZW","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","zNgVoDVPYgD",100,100,"zNgVoDVPYgD","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","auswb7JO9wY",53.8,53.8,"auswb7JO9wY","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","g8M1cWRJZV6",100,100,"g8M1cWRJZV6","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","wJ2a6YKDFZW",75.8,75.8,"wJ2a6YKDFZW","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","r8WLxW9JwsS",59.6,59.6,"r8WLxW9JwsS","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","qKmESX5Owwr",86.4,86.4,"qKmESX5Owwr","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","AIonX4LaJeU",90,90,"AIonX4LaJeU","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","aBrjuZk0W31",54.3,54.3,"aBrjuZk0W31","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W13","zBIpPzKYFLp",76.3,76.3,"zBIpPzKYFLp","2022","13"
"C4oUitImBPK.REPORTING_RATE","2022W14","ullSvMrkHdi",100,100,"ullSvMrkHdi","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","mvN9LBbpf7X",57.1,57.1,"mvN9LBbpf7X","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","aUcYGQCK9ub",68.3,68.3,"aUcYGQCK9ub","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","WyR8Eetj7Uw",44.4,44.4,"WyR8Eetj7Uw","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","qKmESX5Owwr",68.2,68.2,"qKmESX5Owwr","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","m77oR1YJESj",78.1,78.1,"m77oR1YJESj","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","wRApaxY2zJf",46.7,46.7,"wRApaxY2zJf","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","aPRNSGUR3vk",81.3,81.3,"aPRNSGUR3vk","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","srmGjHrpVE5",46.7,46.7,"srmGjHrpVE5","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","ALFFOStwtqW",82.9,82.9,"ALFFOStwtqW","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","QoRZB7xc3j9",56.3,56.3,"QoRZB7xc3j9","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","Lnewt3iIJaK",55.9,55.9,"Lnewt3iIJaK","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","Lj8t70RYnEt",100,100,"Lj8t70RYnEt","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","bJgx6UjvyoP",65.5,65.5,"bJgx6UjvyoP","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","uTMUclQ5bi6",57.9,57.9,"uTMUclQ5bi6","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","wJ2a6YKDFZW",75.8,75.8,"wJ2a6YKDFZW","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","KJkbK1YhjFb",53.6,53.6,"KJkbK1YhjFb","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","AIonX4LaJeU",93.3,93.3,"AIonX4LaJeU","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","CQTmrrriwOq",73.3,73.3,"CQTmrrriwOq","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","IVuiLJYABw6",41.7,41.7,"IVuiLJYABw6","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","xpIFdCMhVHG",100,100,"xpIFdCMhVHG","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","W1JM2Qdhcv3",100,100,"W1JM2Qdhcv3","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","TM6ccNxawqy",88.5,88.5,"TM6ccNxawqy","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","fsP0Wxie1UW",100,100,"fsP0Wxie1UW","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","NREoMszwQZW",100,100,"NREoMszwQZW","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","hn1AlYtF1Pu",95.3,95.3,"hn1AlYtF1Pu","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","pnTVIF5v27r",77.5,77.5,"pnTVIF5v27r","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","lkuO79O6mRx",94.1,94.1,"lkuO79O6mRx","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","qf9xWZu7Dq8",66.7,66.7,"qf9xWZu7Dq8","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","W0kQBddyGyh",80.6,80.6,"W0kQBddyGyh","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","MtpE3CH6vq3",60,60,"MtpE3CH6vq3","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","REJuxCmTwXG",100,100,"REJuxCmTwXG","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","bLoH4VbxCGI",100,100,"bLoH4VbxCGI","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","ztIyIYAzFKp",100,100,"ztIyIYAzFKp","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","VuHCApXcMTm",92.3,92.3,"VuHCApXcMTm","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","JrHILmtK0OU",100,100,"JrHILmtK0OU","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","aPhSZRinfbg",70.2,70.2,"aPhSZRinfbg","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","aZLZPPjqft0",100,100,"aZLZPPjqft0","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","YMMexeHFUay",73.1,73.1,"YMMexeHFUay","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","GLHh0BXys9w",55.3,55.3,"GLHh0BXys9w","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","iTfbtn6JUsN",90.9,90.9,"iTfbtn6JUsN","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","JIZDvNlIhXS",91.7,91.7,"JIZDvNlIhXS","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","a0DfYpC2Rwl",100,100,"a0DfYpC2Rwl","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","h1O9AvNR4jS",88.9,88.9,"h1O9AvNR4jS","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","FDPqRvcW3NN",100,100,"FDPqRvcW3NN","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","aPZzL4CyBTg",95.5,95.5,"aPZzL4CyBTg","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","Gwk4wkLz7EW",100,100,"Gwk4wkLz7EW","2022","14"
"C4oUitImBPK.REPORTING_RATE","2022W14","lQj3yMM1lI7",57.1,57.1,"lQj3yMM1lI7","2022","14"
