"district","year","week","total_tx_stock","total_cases","tx_available","tx_stock_weeks","tx_stockout"
"Kanungu District",2022,11,317157,865,18656.2941176471,21.5679700782047,"Overstock"
"Kanungu District",2022,12,303939,837,17878.7647058824,21.3605313092979,"Overstock"
"Kanungu District",2022,13,262035,559,15413.8235294118,27.5739240239924,"Overstock"
"Kanungu District",2022,14,368640,563,21684.7058823529,38.5163514784244,"Overstock"
"Kanungu District",2022,15,426762,795,25103.6470588235,31.5769145394007,"Overstock"
"Kanungu District",2022,16,569437,984,33496.2941176471,34.0409493065519,"Overstock"
"Kanungu District",2022,17,627813,1172,36930.1764705882,31.5103894800241,"Overstock"
"Kanungu District",2022,18,423247,991,24896.8823529412,25.1229892562474,"Overstock"
"Kanungu District",2022,19,489393,1090,28787.8235294118,26.4108472746897,"Overstock"
"Kanungu District",2022,20,417515,845,24559.7058823529,29.0647406891751,"Overstock"
"Kanungu District",2022,21,383515,750,22559.7058823529,30.0796078431373,"Overstock"
"Kanungu District",2022,22,372267,940,21898.0588235294,23.2958072590738,"Overstock"
"Kanungu District",2022,23,271103,982,15947.2352941176,16.239547142686,"Adequate stock"
"Kanungu District",2022,24,304791,692,17928.8823529412,25.9087895273716,"Overstock"
"Kanungu District",2022,25,248692,820,14628.9411764706,17.8401721664275,"Adequate stock"
"Kanungu District",2022,26,459255,1443,27015,18.7214137214137,"Adequate stock"
"Kanungu District",2022,27,404685,1199,23805,19.8540450375313,"Adequate stock"
"Kanungu District",2022,28,403955,1172,23762.0588235294,20.2747942180285,"Overstock"
"Kanungu District",2022,29,389117,1038,22889.2352941176,22.051286410518,"Overstock"
"Kanungu District",2022,30,382067,1022,22474.5294117647,21.9907332796132,"Overstock"
"Kanungu District",2022,31,212708,971,12512.2352941176,12.8859271824075,"Adequate stock"
"Kanungu District",2022,32,251232,565,14778.3529411765,26.156376887038,"Overstock"
"Kanungu District",2022,33,351333,806,20666.6470588235,25.6410013136768,"Overstock"
"Kanungu District",2022,34,387590,954,22799.4117647059,23.8987544703416,"Overstock"
"Kanungu District",2022,35,397770,812,23398.2352941176,28.8155607070414,"Overstock"
"Kanungu District",2022,36,340282,776,20016.5882352941,25.7945724681625,"Overstock"
"Kanungu District",2022,37,586350,905,34491.1764705882,38.1117972050699,"Overstock"
"Kanungu District",2022,38,731671,1121,43039.4705882353,38.3938185443669,"Overstock"
"Kanungu District",2022,39,694198,1619,40835.1764705882,25.2224684809069,"Overstock"
"Kanungu District",2022,40,571677,1562,33628.0588235294,21.5288468780598,"Overstock"
"Kanungu District",2022,41,456597,1517,26858.6470588235,17.7051068284928,"Adequate stock"
"Kanungu District",2022,42,317026,1462,18648.5882352941,12.7555323086827,"Adequate stock"
"Kanungu District",2022,43,424268,1431,24956.9411764706,17.4402104657377,"Adequate stock"
"Kanungu District",2022,44,236913,1277,13936.0588235294,10.9131235892948,"Adequate stock"
"Kanungu District",2022,45,265358,828,15609.2941176471,18.8518044899119,"Adequate stock"
"Kanungu District",2022,46,79322,407,4666,11.4643734643735,"Adequate stock"
"Kanungu District",2022,47,221078,1073,13004.5882352941,12.119839921057,"Adequate stock"
"Kanungu District",2022,48,170913,1122,10053.7058823529,8.96052217678515,"Adequate stock"
"Kanungu District",2022,49,245378,1054,14434,13.6944971537002,"Adequate stock"
"Kanungu District",2022,50,134986,779,7940.35294117647,10.1930076266707,"Adequate stock"
"Kanungu District",2022,51,276015,877,16236.1764705882,18.5133141055738,"Adequate stock"
"Kanungu District",2022,52,286173,847,16833.7058823529,19.8745051739704,"Adequate stock"
"Kapchorwa District",2022,1,40213,151,2365.47058823529,15.6653681340086,"Adequate stock"
"Kapchorwa District",2022,2,54398,117,3199.88235294118,27.3494218200101,"Overstock"
"Kapchorwa District",2022,3,162475,119,9557.35294117647,80.3138902619871,"Overstock"
"Kapchorwa District",2022,4,60930,91,3584.11764705882,39.3859082094376,"Overstock"
"Kapchorwa District",2022,5,245785,68,14457.9411764706,212.61678200692,"Overstock"
"Kapchorwa District",2022,6,138366,102,8139.17647058824,79.7958477508651,"Overstock"
"Kapchorwa District",2022,7,238037,107,14002.1764705882,130.861462341946,"Overstock"
"Kapchorwa District",2022,8,153192,151,9011.29411764706,59.6774444877289,"Overstock"
"Kapchorwa District",2022,9,269766,121,15868.5882352941,131.14535731648,"Overstock"
"Kapchorwa District",2022,10,1644797,93,96752.7647058823,1040.3523086654,"Overstock"
"Kapchorwa District",2022,11,208588,225,12269.8823529412,54.5328104575163,"Overstock"
"Kapchorwa District",2022,12,212237,186,12484.5294117647,67.1211258697027,"Overstock"
"Kapchorwa District",2022,13,149406,11,8788.58823529412,798.96256684492,"Overstock"
"Kapchorwa District",2022,14,1774,34,104.352941176471,3.06920415224914,"Understock"
"Kapchorwa District",2022,15,177958,121,10468.1176470588,86.5133689839572,"Overstock"
"Kapchorwa District",2022,16,203263,115,11956.6470588235,103.97084398977,"Overstock"
"Kapchorwa District",2022,17,193032,121,11354.8235294118,93.841516771998,"Overstock"
"Kapchorwa District",2022,18,68648,132,4038.11764705882,30.5918003565062,"Overstock"
"Kapchorwa District",2022,19,40401,298,2376.52941176471,7.9749309119621,"Understock"
"Kapchorwa District",2022,20,2340,58,137.647058823529,2.37322515212982,"Understock"
"Kapchorwa District",2022,21,12127,49,713.352941176471,14.5582232893157,"Adequate stock"
"Kapchorwa District",2022,22,106752,74,6279.52941176471,84.8585055643879,"Overstock"
"Kapchorwa District",2022,23,111426,119,6554.47058823529,55.0795847750865,"Overstock"
"Kapchorwa District",2022,24,33349,178,1961.70588235294,11.0208195637806,"Adequate stock"
"Kapchorwa District",2022,25,104840,111,6167.05882352941,55.559088500265,"Overstock"
"Kapchorwa District",2022,26,119701,132,7041.23529411765,53.3426916221034,"Overstock"
"Kapchorwa District",2022,27,101914,145,5994.94117647059,41.3444219066937,"Overstock"
"Kapchorwa District",2022,28,87090,103,5122.94117647059,49.7372929754426,"Overstock"
"Kapchorwa District",2022,29,144454,118,8497.29411764706,72.0109670987039,"Overstock"
"Kapchorwa District",2022,30,83019,85,4883.47058823529,57.4525951557093,"Overstock"
"Kapchorwa District",2022,31,23048,120,1355.76470588235,11.2980392156863,"Adequate stock"
"Kapchorwa District",2022,32,54396,97,3199.76470588235,32.9872650090964,"Overstock"
"Kapchorwa District",2022,33,64031,92,3766.52941176471,40.940537084399,"Overstock"
"Kapchorwa District",2022,34,67671,98,3980.64705882353,40.6188475390156,"Overstock"
"Kapchorwa District",2022,35,90728,141,5336.94117647059,37.8506466416354,"Overstock"
"Kapchorwa District",2022,36,84823,97,4989.58823529412,51.4390539721043,"Overstock"
"Kapchorwa District",2022,37,81842,123,4814.23529411765,39.1401243424199,"Overstock"
"Kapchorwa District",2022,38,71923,86,4230.76470588235,49.1949384404925,"Overstock"
"Kapchorwa District",2022,39,64361,116,3785.94117647059,32.6374239350913,"Overstock"
"Kapchorwa District",2022,40,56471,105,3321.82352941176,31.6364145658263,"Overstock"
"Kapchorwa District",2022,41,53259,92,3132.88235294118,34.0530690537084,"Overstock"
"Kapchorwa District",2022,42,25331,118,1490.05882352941,12.6276171485543,"Adequate stock"
"Kapchorwa District",2022,43,49066,114,2886.23529411765,25.3178534571723,"Overstock"
"Kapchorwa District",2022,44,70960,78,4174.11764705882,53.5143288084465,"Overstock"
"Kapchorwa District",2022,45,43002,69,2529.52941176471,36.6598465473146,"Overstock"
"Kapchorwa District",2022,46,53196,76,3129.17647058824,41.1733746130031,"Overstock"
"Kapchorwa District",2022,47,37807,122,2223.94117647059,18.2290260366442,"Adequate stock"
"Kapchorwa District",2022,48,79727,158,4689.82352941176,29.6824274013403,"Overstock"
"Kapchorwa District",2022,49,63713,116,3747.82352941176,32.3088235294118,"Overstock"
"Kapchorwa District",2022,50,51652,96,3038.35294117647,31.6495098039216,"Overstock"
"Kapchorwa District",2022,51,20590,56,1211.17647058824,21.6281512605042,"Overstock"
"Kapchorwa District",2022,52,46627,94,2742.76470588235,29.1783479349187,"Overstock"
"Kapelebyong District",2022,1,1697894,358,99876.1176470588,278.983568846533,"Overstock"
"Kapelebyong District",2022,2,1445230,183,85013.5294117647,464.554805528769,"Overstock"
"Kapelebyong District",2022,3,1639162,419,96421.2941176471,230.122420328513,"Overstock"
"Kapelebyong District",2022,4,1971582,462,115975.411764706,251.029029793736,"Overstock"
"Kapelebyong District",2022,5,2320050,619,136473.529411765,220.474199372802,"Overstock"
"Kapelebyong District",2022,6,1261626,423,74213.2941176471,175.445139758031,"Overstock"
"Kapelebyong District",2022,7,1777646,678,104567.411764706,154.229220891897,"Overstock"
"Kapelebyong District",2022,8,1665648,415,97979.2941176471,236.094684620836,"Overstock"
"Kapelebyong District",2022,9,1859374,308,109374.941176471,355.113445378151,"Overstock"
"Kapelebyong District",2022,10,1597744,316,93984.9411764706,297.42069992554,"Overstock"
"Kapelebyong District",2022,11,2014492,337,118499.529411765,351.630651073486,"Overstock"
"Kapelebyong District",2022,12,2069621,590,121742.411764706,206.343070787637,"Overstock"
"Kapelebyong District",2022,13,1818856,315,106991.529411765,339.655648926237,"Overstock"
"Kapelebyong District",2022,14,1161536,204,68325.6470588235,334.929642445213,"Overstock"
"Kapelebyong District",2022,15,1182614,295,69565.5294117647,235.815353938185,"Overstock"
"Kapelebyong District",2022,16,1398718,294,82277.5294117647,279.855542216887,"Overstock"
"Kapelebyong District",2022,17,1097244,375,64543.7647058823,172.116705882353,"Overstock"
"Kapelebyong District",2022,18,1008296,464,59311.5294117647,127.826572008114,"Overstock"
"Kapelebyong District",2022,19,1071382,423,63022.4705882353,148.989292170769,"Overstock"
"Kapelebyong District",2022,20,353640,55,20802.3529411765,378.224598930481,"Overstock"
"Kapelebyong District",2022,21,366840,19,21578.8235294118,1135.72755417957,"Overstock"
"Kapelebyong District",2022,22,727982,106,42822.4705882353,403.985571587125,"Overstock"
"Kapelebyong District",2022,23,604680,349,35569.4117647059,101.91808528569,"Overstock"
"Kapelebyong District",2022,24,340818,650,20048.1176470588,30.843257918552,"Overstock"
"Kapelebyong District",2022,25,555000,564,32647.0588235294,57.8848560700876,"Overstock"
"Kapelebyong District",2022,26,1726850,985,101579.411764706,103.126306360108,"Overstock"
"Kapelebyong District",2022,27,644108,413,37888.7058823529,91.7402079475858,"Overstock"
"Kapelebyong District",2022,28,1620024,929,95295.5294117647,102.578610776926,"Overstock"
"Kapelebyong District",2022,29,1138958,554,66997.5294117647,120.934168613294,"Overstock"
"Kapelebyong District",2022,30,1515468,944,89145.1764705882,94.4334496510469,"Overstock"
"Kapelebyong District",2022,31,1509474,1011,88792.5882352941,87.8264967708151,"Overstock"
"Kapelebyong District",2022,32,1075990,787,63293.5294117647,80.4237984901712,"Overstock"
"Kapelebyong District",2022,33,1641799,1069,96576.4117647059,90.342761239201,"Overstock"
"Kapelebyong District",2022,34,2148503,1259,126382.529411765,100.383264028407,"Overstock"
"Kapelebyong District",2022,35,2209030,1467,129942.941176471,88.577328681984,"Overstock"
"Kapelebyong District",2022,36,3150720,1606,185336.470588235,115.402534612849,"Overstock"
"Kapelebyong District",2022,37,2048780,1720,120516.470588235,70.0677154582763,"Overstock"
"Kapelebyong District",2022,38,2668754,1942,156985.529411765,80.8370388320107,"Overstock"
"Kapelebyong District",2022,39,2236730,1701,131572.352941176,77.3500017290867,"Overstock"
"Kapelebyong District",2022,40,2073216,1489,121953.882352941,81.9032117884091,"Overstock"
"Kapelebyong District",2022,41,2234769,1443,131457,91.0997920997921,"Overstock"
"Kapelebyong District",2022,42,2232871,1355,131345.352941176,96.9338398089863,"Overstock"
"Kapelebyong District",2022,43,1611250,716,94779.4117647059,132.373480118304,"Overstock"
"Kapelebyong District",2022,44,1943818,1189,114342.235294118,96.1667243852966,"Overstock"
"Kapelebyong District",2022,45,1711794,739,100693.764705882,136.25678579957,"Overstock"
"Kapelebyong District",2022,46,1277590,519,75152.3529411765,144.802221466621,"Overstock"
"Kapelebyong District",2022,47,992144,797,58361.4117647059,73.2263635692671,"Overstock"
"Kapelebyong District",2022,48,1977534,755,116325.529411765,154.073548889755,"Overstock"
"Kapelebyong District",2022,49,2451546,1033,144208.588235294,139.601731108707,"Overstock"
"Kapelebyong District",2022,50,1035822,796,60930.7058823529,76.5461129175288,"Overstock"
"Kapelebyong District",2022,51,2201452,838,129497.176470588,154.531236838411,"Overstock"
"Kapelebyong District",2022,52,2080800,703,122400,174.110953058321,"Overstock"
"Karenga District",2022,1,605782,523,35634.2352941177,68.1342931053875,"Overstock"
"Karenga District",2022,2,609902,496,35876.5882352941,72.3318311195446,"Overstock"
"Karenga District",2022,3,604070,390,35533.5294117647,91.1116138763198,"Overstock"
"Karenga District",2022,4,552278,295,32486.9411764706,110.125224327019,"Overstock"
"Karenga District",2022,5,561920,511,33054.1176470588,64.6851617359273,"Overstock"
"Karenga District",2022,6,538490,443,31675.8823529412,71.5031204355331,"Overstock"
"Karenga District",2022,7,387960,450,22821.1764705882,50.7137254901961,"Overstock"
"Karenga District",2022,8,483816,417,28459.7647058824,68.2488362251375,"Overstock"
"Karenga District",2022,9,461460,471,27144.7058823529,57.6320719370551,"Overstock"
"Karenga District",2022,10,393168,360,23127.5294117647,64.243137254902,"Overstock"
"Karenga District",2022,11,271968,395,15998.1176470588,40.5015636634401,"Overstock"
"Karenga District",2022,12,510864,363,30050.8235294118,82.784637822071,"Overstock"
"Karenga District",2022,13,1249100,291,73476.4705882353,252.496462502527,"Overstock"
"Karenga District",2022,14,1067300,369,62782.3529411765,170.141877889367,"Overstock"
"Karenga District",2022,15,465858,314,27403.4117647059,87.2720119895092,"Overstock"
"Karenga District",2022,16,413521,401,24324.7647058824,60.6602611119261,"Overstock"
"Karenga District",2022,17,441444,465,25967.2941176471,55.8436432637571,"Overstock"
"Karenga District",2022,18,404202,563,23776.5882352941,42.231950684359,"Overstock"
"Karenga District",2022,19,340061,420,20003.5882352941,47.6275910364146,"Overstock"
"Karenga District",2022,20,469577,231,27622.1764705882,119.576521517698,"Overstock"
"Karenga District",2022,21,387445,724,22790.8823529412,31.4791192720182,"Overstock"
"Karenga District",2022,22,416581,655,24504.7647058824,37.4118545127975,"Overstock"
"Karenga District",2022,23,514993,994,30293.7058823529,30.4765652739969,"Overstock"
"Karenga District",2022,24,267890,1151,15758.2352941176,13.6909081617008,"Adequate stock"
"Karenga District",2022,25,493207,1003,29012.1764705882,28.9254002697789,"Overstock"
"Karenga District",2022,26,67552,1054,3973.64705882353,3.77006362317223,"Understock"
"Karenga District",2022,27,290295,90,17076.1764705882,189.735294117647,"Overstock"
"Karenga District",2022,28,391641,794,23037.7058823529,29.0147429248778,"Overstock"
"Karenga District",2022,29,466082,1058,27416.5882352941,25.9135994662515,"Overstock"
"Karenga District",2022,30,453341,935,26667.1176470588,28.5209814407046,"Overstock"
"Karenga District",2022,31,210552,738,12385.4117647059,16.7824007651841,"Adequate stock"
"Karenga District",2022,32,248516,841,14618.5882352941,17.3823879135483,"Adequate stock"
"Karenga District",2022,33,420416,673,24730.3529411765,36.7464382484049,"Overstock"
"Karenga District",2022,34,469200,582,27600,47.4226804123711,"Overstock"
"Karenga District",2022,35,517824,556,30460.2352941176,54.7845958527296,"Overstock"
"Karenga District",2022,36,450900,652,26523.5294117647,40.6802598339949,"Overstock"
"Karenga District",2022,37,477730,209,28101.7647058824,134.458204334365,"Overstock"
"Karenga District",2022,38,481512,550,28324.2352941176,51.4986096256685,"Overstock"
"Karenga District",2022,39,503082,527,29593.0588235294,56.1538118093537,"Overstock"
"Karenga District",2022,40,560192,523,32952.4705882353,63.0066359239681,"Overstock"
"Karenga District",2022,41,268986,542,15822.7058823529,29.193184284784,"Overstock"
"Karenga District",2022,42,837810,593,49282.9411764706,83.1078266045035,"Overstock"
"Karenga District",2022,43,442162,468,26009.5294117647,55.5759175465058,"Overstock"
"Karenga District",2022,44,444366,419,26139.1764705882,62.3846693808788,"Overstock"
"Karenga District",2022,45,362376,349,21316.2352941176,61.0780380920276,"Overstock"
"Karenga District",2022,46,41968,262,2468.70588235294,9.42254153569825,"Adequate stock"
"Karenga District",2022,47,442044,510,26002.5882352941,50.9854671280277,"Overstock"
"Karenga District",2022,48,771756,423,45397.4117647059,107.322486441385,"Overstock"
"Karenga District",2022,49,482178,379,28363.4117647059,74.83749805991,"Overstock"
"Karenga District",2022,50,441888,472,25993.4117647059,55.0707876370887,"Overstock"
"Karenga District",2022,51,451662,203,26568.3529411765,130.878585917125,"Overstock"
"Karenga District",2022,52,287830,185,16931.1764705882,91.5198728139905,"Overstock"
"Kasese District",2022,1,881844,2495,51873.1764705882,20.7908522928209,"Overstock"
"Kasese District",2022,2,1116691,2580,65687.7058823529,25.4603511171911,"Overstock"
"Kasese District",2022,3,4700737,4270,276513.941176471,64.7573632731781,"Overstock"
"Kasese District",2022,4,6150648,6550,361802.823529412,55.2370722945667,"Overstock"
"Kasese District",2022,5,5125487,5330,301499.235294118,56.5664606555568,"Overstock"
"Kasese District",2022,6,7396836,4500,435108,96.6906666666667,"Overstock"
"Kasese District",2022,7,6404689,3695,376746.411764706,101.96113985513,"Overstock"
"Kasese District",2022,8,3341022,4407,196530.705882353,44.5951227325512,"Overstock"
"Kasese District",2022,9,2891814,3248,170106.705882353,52.3727542741234,"Overstock"
"Kasese District",2022,10,3778905,3191,222288.529411765,69.6610872490645,"Overstock"
"Kasese District",2022,11,2511007,3096,147706.294117647,47.7087513299894,"Overstock"
"Kasese District",2022,12,3594358,3329,211432.823529412,63.5124131959783,"Overstock"
"Kasese District",2022,13,2496553,2556,146856.058823529,57.4554220749333,"Overstock"
"Kasese District",2022,14,3357426,2072,197495.647058824,95.3164319781967,"Overstock"
"Kasese District",2022,15,4831448,2331,284202.823529412,121.923133217251,"Overstock"
"Kasese District",2022,16,6050285,3989,355899.117647059,89.2201347824163,"Overstock"
"Kasese District",2022,17,5353381,4342,314904.764705882,72.5252797572276,"Overstock"
"Kasese District",2022,18,4767596,3836,280446.823529412,73.109182359075,"Overstock"
"Kasese District",2022,19,4800990,3889,282411.176470588,72.6179420083796,"Overstock"
"Kasese District",2022,20,2726044,2658,160355.529411765,60.3293940601071,"Overstock"
"Kasese District",2022,21,3001677,3565,176569.235294118,49.5285372494019,"Overstock"
"Kasese District",2022,22,2919941,4610,171761.235294118,37.2584024499171,"Overstock"
"Kasese District",2022,23,2651372,4607,155963.058823529,33.8534965972497,"Overstock"
"Kasese District",2022,24,2282283,3969,134251.941176471,33.8251300520208,"Overstock"
"Kasese District",2022,25,2841771,4073,167163,41.0417382764547,"Overstock"
"Kasese District",2022,26,3433625,3978,201977.941176471,50.7737408688966,"Overstock"
"Kasese District",2022,27,3568059,4141,209885.823529412,50.6848161143231,"Overstock"
"Kasese District",2022,28,3634933,4730,213819.588235294,45.2049869419226,"Overstock"
"Kasese District",2022,29,2822683,4535,166040.176470588,36.6130488358519,"Overstock"
"Kasese District",2022,30,2405828,4242,141519.294117647,33.3614554732784,"Overstock"
"Kasese District",2022,31,3096799,3992,182164.647058824,45.6324266179418,"Overstock"
"Kasese District",2022,32,1377765,3247,81045,24.9599630428087,"Overstock"
"Kasese District",2022,33,2894139,3433,170243.470588235,49.5902914617639,"Overstock"
"Kasese District",2022,34,6487496,3326,381617.411764706,114.737646351385,"Overstock"
"Kasese District",2022,35,2320093,2504,136476.058823529,54.5032183800038,"Overstock"
"Kasese District",2022,36,3182232,2492,187190.117647059,75.1164196015485,"Overstock"
"Kasese District",2022,37,2126540,2346,125090.588235294,53.3207963492302,"Overstock"
"Kasese District",2022,38,2329005,2631,137000.294117647,52.071567509558,"Overstock"
"Kasese District",2022,39,2669070,3994,157004.117647059,39.3099944033698,"Overstock"
"Kasese District",2022,40,3114577,4478,183210.411764706,40.9134461287865,"Overstock"
"Kasese District",2022,41,1964524,3613,115560.235294118,31.9845655394735,"Overstock"
"Kasese District",2022,42,2030003,2939,119411.941176471,40.6301262934572,"Overstock"
"Kasese District",2022,43,1744361,3167,102609.470588235,32.3995802299448,"Overstock"
"Kasese District",2022,44,1788416,2687,105200.941176471,39.1518203113028,"Overstock"
"Kasese District",2022,45,1291444,2753,75967.2941176471,27.5943676417171,"Overstock"
"Kasese District",2022,46,840817,1220,49459.8235294118,40.5408389585342,"Overstock"
"Kasese District",2022,47,920677,1948,54157.4705882353,27.8015762773282,"Overstock"
"Kasese District",2022,48,938939,2159,55231.7058823529,25.5820777593112,"Overstock"
"Kasese District",2022,49,857039,1754,50414.0588235294,28.7423368435173,"Overstock"
"Kasese District",2022,50,601734,1639,35396.1176470588,21.5961669597674,"Overstock"
"Kasese District",2022,51,597590,1375,35152.3529411765,25.5653475935829,"Overstock"
"Kasese District",2022,52,636701,1357,37453,27.5998526160648,"Overstock"
"Kassanda District",2022,1,29812,283,1753.64705882353,6.19663271669092,"Understock"
"Kassanda District",2022,2,16508,257,971.058823529412,3.77843900205997,"Understock"
"Kassanda District",2022,3,12154,343,714.941176470588,2.08437660778597,"Understock"
"Kassanda District",2022,4,172654,296,10156.1176470588,34.3112082670906,"Overstock"
"Kassanda District",2022,5,247048,590,14532.2352941176,24.6309072781655,"Overstock"
"Kassanda District",2022,6,224878,657,13228.1176470588,20.1341212284,"Overstock"
"Kassanda District",2022,7,188285,623,11075.5882352941,17.7778302332169,"Adequate stock"
"Kassanda District",2022,8,239617,845,14095.1176470588,16.6806126000696,"Adequate stock"
"Kassanda District",2022,9,226943,644,13349.5882352941,20.729174278407,"Overstock"
"Kassanda District",2022,10,193797,640,11399.8235294118,17.8122242647059,"Adequate stock"
"Kassanda District",2022,11,176760,747,10397.6470588235,13.9192062367116,"Adequate stock"
"Kassanda District",2022,12,231834,645,13637.2941176471,21.1430916552668,"Overstock"
"Kassanda District",2022,13,103328,411,6078.11764705882,14.7886074137684,"Adequate stock"
"Kassanda District",2022,14,107115,414,6300.88235294118,15.2195225916454,"Adequate stock"
"Kassanda District",2022,15,66578,454,3916.35294117647,8.62632806426535,"Adequate stock"
"Kassanda District",2022,16,262249,489,15426.4117647059,31.5468543245519,"Overstock"
"Kassanda District",2022,17,337878,671,19875.1764705882,29.6202331901464,"Overstock"
"Kassanda District",2022,18,282956,896,16644.4705882353,18.5764180672269,"Adequate stock"
"Kassanda District",2022,19,7358496,1041,432852.705882353,415.804712663163,"Overstock"
"Kassanda District",2022,20,7245790,820,426222.941176471,519.784074605452,"Overstock"
"Kassanda District",2022,21,148090,764,8711.17647058824,11.4020634431783,"Adequate stock"
"Kassanda District",2022,22,139785,754,8222.64705882353,10.9053674520206,"Adequate stock"
"Kassanda District",2022,23,92988,591,5469.88235294118,9.25530008957898,"Adequate stock"
"Kassanda District",2022,24,100484,778,5910.82352941176,7.59745954937245,"Understock"
"Kassanda District",2022,25,74998,802,4411.64705882353,5.50080680651313,"Understock"
"Kassanda District",2022,26,130337,848,7666.88235294118,9.04113485016648,"Adequate stock"
"Kassanda District",2022,27,213912,904,12583.0588235294,13.9193128578865,"Adequate stock"
"Kassanda District",2022,28,449866,777,26462.7058823529,34.0575365281248,"Overstock"
"Kassanda District",2022,29,423475,758,24910.2941176471,32.8631848517771,"Overstock"
"Kassanda District",2022,30,887736,779,52219.7647058823,67.0343577739183,"Overstock"
"Kassanda District",2022,31,908279,734,53428.1764705882,72.7904311588396,"Overstock"
"Kassanda District",2022,32,836661,469,49215.3529411765,104.93678665496,"Overstock"
"Kassanda District",2022,33,873008,744,51353.4117647059,69.0234029095509,"Overstock"
"Kassanda District",2022,34,871889,615,51287.5882352941,83.3944524151124,"Overstock"
"Kassanda District",2022,35,822937,768,48408.0588235294,63.0313265931373,"Overstock"
"Kassanda District",2022,36,820065,643,48239.1176470588,75.0219559052237,"Overstock"
"Kassanda District",2022,37,178117,767,10477.4705882353,13.6603267121712,"Adequate stock"
"Kassanda District",2022,38,165056,1002,9709.17647058824,9.68979687683457,"Adequate stock"
"Kassanda District",2022,39,585592,894,34446.5882352941,38.5308593235952,"Overstock"
"Kassanda District",2022,40,328918,1316,19348.1176470588,14.7022170570356,"Adequate stock"
"Kassanda District",2022,41,254696,1353,14982.1176470588,11.0732576844485,"Adequate stock"
"Kassanda District",2022,42,197846,1320,11638,8.81666666666667,"Adequate stock"
"Kassanda District",2022,43,119737,1291,7043.35294117647,5.45573426892058,"Understock"
"Kassanda District",2022,44,103293,1646,6076.05882352941,3.69140876277607,"Understock"
"Kassanda District",2022,45,171497,1204,10088.0588235294,8.37878639828024,"Adequate stock"
"Kassanda District",2022,46,39995,656,2352.64705882353,3.58635222381636,"Understock"
"Kassanda District",2022,47,138810,1124,8165.29411764706,7.26449654594934,"Understock"
"Kassanda District",2022,48,118619,1235,6977.58823529412,5.64986901643248,"Understock"
"Kassanda District",2022,49,136479,1050,8028.17647058824,7.64588235294118,"Understock"
"Kassanda District",2022,50,118593,450,6976.05882352941,15.5023529411765,"Adequate stock"
"Kassanda District",2022,51,42998,493,2529.29411764706,5.13041403173846,"Understock"
"Kassanda District",2022,52,87784,319,5163.76470588235,16.1873501751798,"Adequate stock"
"Katakwi District",2022,1,1119287,2156,65840.4117647059,30.5382243806614,"Overstock"
"Katakwi District",2022,2,1138018,1189,66942.2352941177,56.3012912482066,"Overstock"
"Katakwi District",2022,3,881020,1334,51824.7058823529,38.849104859335,"Overstock"
"Katakwi District",2022,4,1114428,1424,65554.5882352941,46.0355254461335,"Overstock"
"Katakwi District",2022,5,1058553,1604,62267.8235294118,38.8203388587355,"Overstock"
"Katakwi District",2022,6,775913,1177,45641.9411764706,38.7781998100855,"Overstock"
"Katakwi District",2022,7,965471,1268,56792.4117647059,44.7889682686955,"Overstock"
"Katakwi District",2022,8,1030129,1779,60595.8235294118,34.0617332936547,"Overstock"
"Katakwi District",2022,9,1024787,1305,60281.5882352941,46.1927879197656,"Overstock"
"Katakwi District",2022,10,699705,1630,41159.1176470588,25.2509924215085,"Overstock"
"Katakwi District",2022,11,927511,1382,54559.4705882353,39.4786328424279,"Overstock"
"Katakwi District",2022,12,802145,1705,47185,27.6744868035191,"Overstock"
"Katakwi District",2022,13,581777,1201,34222.1764705882,28.4947347798403,"Overstock"
"Katakwi District",2022,14,668483,1216,39322.5294117647,32.3376064241486,"Overstock"
"Katakwi District",2022,15,625471,1196,36792.4117647059,30.7628860908912,"Overstock"
"Katakwi District",2022,16,730251,1215,42955.9411764706,35.3546840958606,"Overstock"
"Katakwi District",2022,17,596417,1025,35083.3529411765,34.2276614060258,"Overstock"
"Katakwi District",2022,18,588979,1237,34645.8235294118,28.0079414142375,"Overstock"
"Katakwi District",2022,19,436227,1734,25660.4117647059,14.7983920211683,"Adequate stock"
"Katakwi District",2022,20,54161,346,3185.94117647059,9.20792247534852,"Adequate stock"
"Katakwi District",2022,21,81119,238,4771.70588235294,20.0491843796342,"Overstock"
"Katakwi District",2022,22,394043,344,23179,67.3808139534884,"Overstock"
"Katakwi District",2022,23,555267,2230,32662.7647058824,14.6469796887365,"Adequate stock"
"Katakwi District",2022,24,529547,2447,31149.8235294118,12.7298011971442,"Adequate stock"
"Katakwi District",2022,25,592895,2541,34876.1764705882,13.7253744472996,"Adequate stock"
"Katakwi District",2022,26,885308,2543,52076.9411764706,20.4785454881913,"Overstock"
"Katakwi District",2022,27,557719,2288,32807,14.3387237762238,"Adequate stock"
"Katakwi District",2022,28,557875,2580,32816.1764705882,12.719448244414,"Adequate stock"
"Katakwi District",2022,29,644149,2346,37891.1176470588,16.1513715460609,"Adequate stock"
"Katakwi District",2022,30,529951,2321,31173.5882352941,13.4311022125352,"Adequate stock"
"Katakwi District",2022,31,571038,1562,33590.4705882353,21.5047827069368,"Overstock"
"Katakwi District",2022,32,427044,1201,25120.2352941176,20.9160993289905,"Overstock"
"Katakwi District",2022,33,447676,1897,26333.8823529412,13.8818568017613,"Adequate stock"
