"district","year","week","total_tx_stock","total_cases","tx_available","tx_stock_weeks","tx_stockout"
"Abim District",2022,1,714809,892,42047.5882352941,47.1385518332894,"Overstock"
"Abim District",2022,2,1143052,656,67238.3529411765,102.497489239598,"Overstock"
"Abim District",2022,3,656900,716,38641.1764705882,53.9681235622741,"Overstock"
"Abim District",2022,4,1246281,813,73310.6470588235,90.1729976123291,"Overstock"
"Abim District",2022,5,1188920,678,69936.4705882353,103.151136560819,"Overstock"
"Abim District",2022,6,794020,766,46707.0588235294,60.9752726155736,"Overstock"
"Abim District",2022,7,541396,660,31846.8235294118,48.2527629233512,"Overstock"
"Abim District",2022,8,776556,900,45679.7647058823,50.7552941176471,"Overstock"
"Abim District",2022,9,512446,865,30143.8823529412,34.8484189051343,"Overstock"
"Abim District",2022,10,501270,741,29486.4705882353,39.7928078113837,"Overstock"
"Abim District",2022,11,1162490,975,68381.7647058823,70.1351432880845,"Overstock"
"Abim District",2022,12,600450,1037,35320.5882352941,34.0603550967156,"Overstock"
"Abim District",2022,13,596622,729,35095.4117647059,48.1418542725732,"Overstock"
"Abim District",2022,14,1067779,506,62810.5294117647,124.131481050918,"Overstock"
"Abim District",2022,15,558463,714,32850.7647058823,46.0094743779865,"Overstock"
"Abim District",2022,16,484440,738,28496.4705882353,38.6131037780966,"Overstock"
"Abim District",2022,17,406036,668,23884.4705882353,35.7551954913702,"Overstock"
"Abim District",2022,18,433742,1013,25514.2352941176,25.1868068056443,"Overstock"
"Abim District",2022,19,286429,1224,16848.7647058824,13.7653306420607,"Adequate stock"
"Abim District",2022,20,326529,1011,19207.5882352941,18.998603595741,"Adequate stock"
"Abim District",2022,21,223530,1121,13148.8235294118,11.7295481975127,"Adequate stock"
"Abim District",2022,22,270073,1332,15886.6470588235,11.926912206324,"Adequate stock"
"Abim District",2022,23,635300,1987,37370.5882352941,18.8075431481098,"Adequate stock"
"Abim District",2022,24,604814,3438,35577.2941176471,10.3482530883208,"Adequate stock"
"Abim District",2022,25,1141480,2524,67145.8823529412,26.6029644821479,"Overstock"
"Abim District",2022,26,619147,1636,36420.4117647059,22.2618653818496,"Overstock"
"Abim District",2022,27,353780,957,20810.5882352941,21.7456512385518,"Overstock"
"Abim District",2022,28,383476,2018,22557.4117647059,11.1781029557512,"Adequate stock"
"Abim District",2022,29,434530,1741,25560.5882352941,14.6815555630638,"Adequate stock"
"Abim District",2022,30,424362,2179,24962.4705882353,11.4559295953352,"Adequate stock"
"Abim District",2022,31,363262,1345,21368.3529411765,15.8872512573803,"Adequate stock"
"Abim District",2022,32,267838,1648,15755.1764705882,9.5601798972016,"Adequate stock"
"Abim District",2022,33,244038,1238,14355.1764705882,11.5954575691343,"Adequate stock"
"Abim District",2022,34,158850,983,9344.11764705882,9.50571479863563,"Adequate stock"
"Abim District",2022,35,213580,778,12563.5294117647,16.1484953878724,"Adequate stock"
"Abim District",2022,36,916108,1077,53888.7058823529,50.0359386094271,"Overstock"
"Abim District",2022,37,1072403,1338,63082.5294117647,47.146882968434,"Overstock"
"Abim District",2022,38,584886,1821,34405.0588235294,18.8934974319217,"Adequate stock"
"Abim District",2022,39,373120,1094,21948.2352941176,20.0623722980966,"Overstock"
"Abim District",2022,40,429720,820,25277.6470588235,30.8263988522238,"Overstock"
"Abim District",2022,41,437098,749,25711.6470588235,34.327966700699,"Overstock"
"Abim District",2022,42,365936,1298,21525.6470588235,16.5837034351491,"Adequate stock"
"Abim District",2022,43,329663,1058,19391.9411764706,18.328866896475,"Adequate stock"
"Abim District",2022,44,285790,1036,16811.1764705882,16.2270043152396,"Adequate stock"
"Abim District",2022,45,252300,895,14841.1764705882,16.5823200788695,"Adequate stock"
"Abim District",2022,46,78120,323,4595.29411764706,14.2269167729011,"Adequate stock"
"Abim District",2022,47,386400,699,22729.4117647059,32.5170411512244,"Overstock"
"Abim District",2022,48,1696216,1239,99777.4117647059,80.53059868015,"Overstock"
"Abim District",2022,49,1676472,1078,98616,91.4805194805195,"Overstock"
"Abim District",2022,50,1730296,714,101782.117647059,142.551985500082,"Overstock"
"Abim District",2022,51,381887,620,22463.9411764706,36.2321631878558,"Overstock"
"Abim District",2022,52,464911,463,27347.7058823529,59.0663194003303,"Overstock"
"Adjumani District",2022,1,1809360,3613,106432.941176471,29.458328584686,"Overstock"
"Adjumani District",2022,2,3077315,2496,181018.529411765,72.5234492835596,"Overstock"
"Adjumani District",2022,3,3189481,2868,187616.529411765,65.417199934367,"Overstock"
"Adjumani District",2022,4,2309330,3221,135842.941176471,42.1741512500685,"Overstock"
"Adjumani District",2022,5,1846165,3073,108597.941176471,35.3393886028215,"Overstock"
"Adjumani District",2022,6,4694157,3163,276126.882352941,87.2990459541389,"Overstock"
"Adjumani District",2022,7,4201339,2802,247137.588235294,88.200424066843,"Overstock"
"Adjumani District",2022,8,3165868,3333,186227.529411765,55.8738462081502,"Overstock"
"Adjumani District",2022,9,2911388,2640,171258.117647059,64.8704991087344,"Overstock"
"Adjumani District",2022,10,2905954,2186,170938.470588235,78.1969215865669,"Overstock"
"Adjumani District",2022,11,4630594,3145,272387.882352941,86.6098195080894,"Overstock"
"Adjumani District",2022,12,4307974,2405,253410.235294118,105.368081203375,"Overstock"
"Adjumani District",2022,13,2615106,2211,153829.764705882,69.574746587916,"Overstock"
"Adjumani District",2022,14,2534400,1665,149082.352941176,89.5389507154213,"Overstock"
"Adjumani District",2022,15,2639180,1632,155245.882352941,95.1261534025375,"Overstock"
"Adjumani District",2022,16,4729572,2186,278210.117647059,127.269038264894,"Overstock"
"Adjumani District",2022,17,4503222,3236,264895.411764706,81.858903511961,"Overstock"
"Adjumani District",2022,18,3892308,3074,228959.294117647,74.4825289907765,"Overstock"
"Adjumani District",2022,19,4206141,4832,247420.058823529,51.2044823724192,"Overstock"
"Adjumani District",2022,20,1452734,2367,85454.9411764706,36.102636745446,"Overstock"
"Adjumani District",2022,21,843080,2284,49592.9411764706,21.7131966622025,"Overstock"
"Adjumani District",2022,22,2552040,2211,150120,67.8968792401628,"Overstock"
"Adjumani District",2022,23,2874284,3085,169075.529411765,54.8056821431976,"Overstock"
"Adjumani District",2022,24,2898275,3473,170486.764705882,49.0891922562287,"Overstock"
"Adjumani District",2022,25,2333989,2362,137293.470588235,58.1259401304976,"Overstock"
"Adjumani District",2022,26,4962593,3260,291917.235294118,89.5451642006496,"Overstock"
"Adjumani District",2022,27,4821048,4078,283591.058823529,69.5417015261229,"Overstock"
"Adjumani District",2022,28,3711295,4709,218311.470588235,46.3604736861829,"Overstock"
"Adjumani District",2022,29,6781261,4368,398897.705882353,91.322734863176,"Overstock"
"Adjumani District",2022,30,6951904,5213,408935.529411765,78.4453346272328,"Overstock"
"Adjumani District",2022,31,9114499,4666,536147,114.905057865409,"Overstock"
"Adjumani District",2022,32,4632511,4675,272500.647058824,58.2889084617804,"Overstock"
"Adjumani District",2022,33,8652862,5966,508991.882352941,85.3154345211098,"Overstock"
"Adjumani District",2022,34,8927242,5597,525131.882352941,93.8238131772273,"Overstock"
"Adjumani District",2022,35,7278022,6274,428118.941176471,68.2370005062911,"Overstock"
"Adjumani District",2022,36,6637905,6859,390465,56.9273946639452,"Overstock"
"Adjumani District",2022,37,6191193,6668,364187.823529412,54.6172500793959,"Overstock"
"Adjumani District",2022,38,6311067,6813,371239.235294118,54.4898334498925,"Overstock"
"Adjumani District",2022,39,6627475,6862,389851.470588235,56.8130968505152,"Overstock"
"Adjumani District",2022,40,3878301,4928,228135.352941176,46.2936998663102,"Overstock"
"Adjumani District",2022,41,4804227,4639,282601.588235294,60.9186437239263,"Overstock"
"Adjumani District",2022,42,6395999,7271,376235.235294118,51.7446342035645,"Overstock"
"Adjumani District",2022,43,8481292,7087,498899.529411765,70.3964342333519,"Overstock"
"Adjumani District",2022,44,6580555,5992,387091.470588235,64.6013802717349,"Overstock"
"Adjumani District",2022,45,4940920,5600,290642.352941176,51.9004201680672,"Overstock"
"Adjumani District",2022,46,988550,1113,58150,52.2461814914645,"Overstock"
"Adjumani District",2022,47,6091796,3469,358340.941176471,103.298051650755,"Overstock"
"Adjumani District",2022,48,5970636,4533,351213.882352941,77.4793475298789,"Overstock"
"Adjumani District",2022,49,5954294,3036,350252.588235294,115.36646516314,"Overstock"
"Adjumani District",2022,50,4954220,2730,291424.705882353,106.748976513682,"Overstock"
"Adjumani District",2022,51,4650198,2212,273541.058823529,123.662323157111,"Overstock"
"Adjumani District",2022,52,4972664,2605,292509.647058824,112.287772383426,"Overstock"
"Agago District",2022,1,594963,2020,34997.8235294118,17.3256552125801,"Adequate stock"
"Agago District",2022,2,2123624,1661,124919.058823529,75.2071395686511,"Overstock"
"Agago District",2022,3,530168,908,31186.3529411765,34.3462036797098,"Overstock"
"Agago District",2022,4,664809,1695,39106.4117647059,23.0716293597085,"Overstock"
"Agago District",2022,5,1347556,2040,79268,38.856862745098,"Overstock"
"Agago District",2022,6,778058,1632,45768.1176470588,28.0441897347174,"Overstock"
"Agago District",2022,7,2576585,2381,151563.823529412,63.6555327716975,"Overstock"
"Agago District",2022,8,3042187,3497,178952.176470588,51.1730558966509,"Overstock"
"Agago District",2022,9,3969525,2808,233501.470588235,83.1557943690297,"Overstock"
"Agago District",2022,10,3473992,2749,204352.470588235,74.3370209487942,"Overstock"
"Agago District",2022,11,3707464,1817,218086.117647059,120.025381203665,"Overstock"
"Agago District",2022,12,4456238,2029,262131.647058824,129.19253181805,"Overstock"
"Agago District",2022,13,3695099,2173,217358.764705882,100.027043122817,"Overstock"
"Agago District",2022,14,3261156,2245,191832.705882353,85.4488667627407,"Overstock"
"Agago District",2022,15,3203662,2100,188450.705882353,89.738431372549,"Overstock"
"Agago District",2022,16,3014186,2040,177305.058823529,86.9142445213379,"Overstock"
"Agago District",2022,17,3885738,2398,228572.823529412,95.3181082274444,"Overstock"
"Agago District",2022,18,3885352,4367,228550.117647059,52.3357265049368,"Overstock"
"Agago District",2022,19,8092335,6168,476019.705882353,77.1756981002518,"Overstock"
"Agago District",2022,20,6685976,5944,393292.705882353,66.1663367904362,"Overstock"
"Agago District",2022,21,5981566,5933,351856.823529412,59.3050435748208,"Overstock"
"Agago District",2022,22,146670503,4966,8627676.64705882,1737.34930468361,"Overstock"
"Agago District",2022,23,5219158,5716,307009.294117647,53.7105133165933,"Overstock"
"Agago District",2022,24,6087894,5803,358111.411764706,61.7114271522843,"Overstock"
"Agago District",2022,25,3213251,3806,189014.764705882,49.6623133751661,"Overstock"
"Agago District",2022,26,4340638,4980,255331.647058824,51.2714150720529,"Overstock"
"Agago District",2022,27,2441904,4677,143641.411764706,30.7122967211259,"Overstock"
"Agago District",2022,28,3402504,6885,200147.294117647,29.0700499807766,"Overstock"
"Agago District",2022,29,3939372,6365,231727.764705882,36.4065616191488,"Overstock"
"Agago District",2022,30,5568195,7331,327540.882352941,44.6788817832412,"Overstock"
"Agago District",2022,31,4482359,5673,263668.176470588,46.477732499663,"Overstock"
"Agago District",2022,32,3823627,4715,224919.235294118,47.7029131058574,"Overstock"
"Agago District",2022,33,7513602,6021,441976.588235294,73.4058442510038,"Overstock"
"Agago District",2022,34,3978128,6010,234007.529411765,38.9363609670158,"Overstock"
"Agago District",2022,35,3972886,5310,233699.176470588,44.0111443447435,"Overstock"
"Agago District",2022,36,4628097,5611,272241,48.5191587952237,"Overstock"
"Agago District",2022,37,3670653,4949,215920.764705882,43.6291704800732,"Overstock"
"Agago District",2022,38,2742958,5853,161350.470588235,27.5671400287434,"Overstock"
"Agago District",2022,39,2860799,6239,168282.294117647,26.9726389032933,"Overstock"
"Agago District",2022,40,3376033,7208,198590.176470588,27.5513563360971,"Overstock"
"Agago District",2022,41,2404587,6901,141446.294117647,20.4964924094547,"Overstock"
"Agago District",2022,42,3789889,8768,222934.647058824,25.4259405860884,"Overstock"
"Agago District",2022,43,3225851,9631,189755.941176471,19.7026208261313,"Adequate stock"
"Agago District",2022,44,2738257,6208,161073.941176471,25.9461889781686,"Overstock"
"Agago District",2022,45,2383784,4878,140222.588235294,28.7459180474158,"Overstock"
"Agago District",2022,46,3058722,3616,179924.823529412,49.7579711087975,"Overstock"
"Agago District",2022,47,2573098,3059,151358.705882353,49.4797992423514,"Overstock"
"Agago District",2022,48,1907276,2781,112192.705882353,40.3425767286418,"Overstock"
"Agago District",2022,49,2206092,2281,129770.117647059,56.8917657374217,"Overstock"
"Agago District",2022,50,1798601,3219,105800.058823529,32.8673683825814,"Overstock"
"Agago District",2022,51,2578243,2076,151661.352941176,73.0546016094299,"Overstock"
"Agago District",2022,52,1868735,2642,109925.588235294,41.6069599679387,"Overstock"
"Alebtong District",2022,1,205097,871,12064.5294117647,13.8513540892821,"Adequate stock"
"Alebtong District",2022,2,210258,750,12368.1176470588,16.4908235294118,"Adequate stock"
"Alebtong District",2022,3,194086,697,11416.8235294118,16.3799476749093,"Adequate stock"
"Alebtong District",2022,4,248965,778,14645,18.8239074550129,"Adequate stock"
"Alebtong District",2022,5,203272,628,11957.1764705882,19.0400899213188,"Adequate stock"
"Alebtong District",2022,6,160547,683,9443.94117647059,13.82714667126,"Adequate stock"
"Alebtong District",2022,7,322329,938,18960.5294117647,20.2137840210711,"Overstock"
"Alebtong District",2022,8,461457,2619,27144.5294117647,10.3644633110976,"Adequate stock"
"Alebtong District",2022,9,1027398,3016,60435.1764705882,20.038188484943,"Overstock"
"Alebtong District",2022,10,403717,3043,23748.0588235294,7.80415998144246,"Understock"
"Alebtong District",2022,11,926830,3153,54519.4117647059,17.2912818790694,"Adequate stock"
"Alebtong District",2022,12,880010,2963,51765.2941176471,17.4705683826011,"Adequate stock"
"Alebtong District",2022,13,751418,2103,44201.0588235294,21.018097395877,"Overstock"
"Alebtong District",2022,14,692948,2190,40761.6470588235,18.6126242277733,"Adequate stock"
"Alebtong District",2022,15,731663,1653,43039,26.0369026013309,"Overstock"
"Alebtong District",2022,16,201996,1795,11882.1176470588,6.61956414877929,"Understock"
"Alebtong District",2022,17,201704,2231,11864.9411764706,5.31821657394468,"Understock"
"Alebtong District",2022,18,192000,2490,11294.1176470588,4.53579021970234,"Understock"
"Alebtong District",2022,19,179632,2915,10566.5882352941,3.62490162445767,"Understock"
"Alebtong District",2022,20,314019,4459,18471.7058823529,4.14256691687664,"Understock"
"Alebtong District",2022,21,154895,2942,9111.47058823529,3.09703283080737,"Understock"
"Alebtong District",2022,22,121397,3031,7141,2.35598812273177,"Understock"
"Alebtong District",2022,23,111337,4196,6549.23529411765,1.56082823978018,"Understock"
"Alebtong District",2022,24,94640,4563,5567.05882352941,1.22004357298475,"Understock"
"Alebtong District",2022,25,45514,2908,2677.29411764706,0.920665102354559,"Understock"
"Alebtong District",2022,26,30825,2403,1813.23529411765,0.754571491517956,"Understock"
"Alebtong District",2022,27,21689,2495,1275.82352941176,0.511352115996699,"Understock"
"Alebtong District",2022,28,229647,2660,13508.6470588235,5.07843874391862,"Understock"
"Alebtong District",2022,29,1502207,5624,88365.1176470588,15.7121475190361,"Adequate stock"
"Alebtong District",2022,30,1379648,5949,81155.7647058823,13.6419170794894,"Adequate stock"
"Alebtong District",2022,31,1369620,3163,80565.8823529412,25.4713507280876,"Overstock"
"Alebtong District",2022,32,1431016,3413,84177.4117647059,24.6637596732218,"Overstock"
"Alebtong District",2022,33,1459000,2485,85823.5294117647,34.5366315540301,"Overstock"
"Alebtong District",2022,34,1446496,2632,85088,32.3282674772036,"Overstock"
"Alebtong District",2022,35,1047842,2619,61637.7647058823,23.5348471576489,"Overstock"
"Alebtong District",2022,36,966642,2392,56861.2941176471,23.7714440291167,"Overstock"
"Alebtong District",2022,37,978555,2274,57562.0588235294,25.3131305292566,"Overstock"
"Alebtong District",2022,38,951696,2873,55982.1176470588,19.4855961180156,"Adequate stock"
"Alebtong District",2022,39,751761,2741,44221.2352941177,16.1332489216044,"Adequate stock"
"Alebtong District",2022,40,767002,2386,45117.7647058823,18.9093733050639,"Adequate stock"
"Alebtong District",2022,41,651869,2619,38345.2352941177,14.6411742245581,"Adequate stock"
"Alebtong District",2022,42,976060,2779,57415.2941176471,20.6604152996211,"Overstock"
"Alebtong District",2022,43,813209,4914,47835.8235294118,9.73459982283512,"Adequate stock"
"Alebtong District",2022,44,779651,3844,45861.8235294118,11.9307553406378,"Adequate stock"
"Alebtong District",2022,45,875222,3895,51483.6470588235,13.2178811447557,"Adequate stock"
"Alebtong District",2022,46,686945,2084,40408.5294117647,19.3898893530541,"Adequate stock"
"Alebtong District",2022,47,888782,2076,52281.2941176471,25.1836676867279,"Overstock"
"Alebtong District",2022,48,687340,2514,40431.7647058823,16.0826430810988,"Adequate stock"
"Alebtong District",2022,49,942251,2305,55426.5294117647,24.04621666454,"Overstock"
"Alebtong District",2022,50,504487,1417,29675.7058823529,20.942629415916,"Overstock"
"Alebtong District",2022,51,544303,1439,32017.8235294118,22.2500510975759,"Overstock"
"Alebtong District",2022,52,503263,1069,29603.7058823529,27.6928960545865,"Overstock"
"Amolatar District",2022,1,702488,1484,41322.8235294118,27.8455684160457,"Overstock"
"Amolatar District",2022,2,566268,1257,33309.8823529412,26.4995086340025,"Overstock"
"Amolatar District",2022,3,606874,1228,35698.4705882353,29.0704157884652,"Overstock"
"Amolatar District",2022,4,619896,1407,36464.4705882353,25.9164680797692,"Overstock"
"Amolatar District",2022,5,479396,1320,28199.7647058824,21.3634581105169,"Overstock"
"Amolatar District",2022,6,428976,1508,25233.8823529412,16.7333437353721,"Adequate stock"
"Amolatar District",2022,7,436454,1293,25673.7647058824,19.855966516537,"Adequate stock"
"Amolatar District",2022,8,369866,1796,21756.8235294118,12.1140442814097,"Adequate stock"
"Amolatar District",2022,9,257802,1804,15164.8235294118,8.4062214686318,"Adequate stock"
"Amolatar District",2022,10,271100,1949,15947.0588235294,8.18217487097456,"Adequate stock"
"Amolatar District",2022,11,198088,2238,11652.2352941176,5.20653945224202,"Understock"
"Amolatar District",2022,12,208986,1850,12293.2941176471,6.64502384737679,"Understock"
"Amolatar District",2022,13,164966,1722,9703.88235294118,5.63523946163831,"Understock"
"Amolatar District",2022,14,173312,1446,10194.8235294118,7.05036205353511,"Understock"
"Amolatar District",2022,15,144072,1337,8474.82352941176,6.33868625984425,"Understock"
"Amolatar District",2022,16,132366,1670,7786.23529411765,4.66241634378302,"Understock"
"Amolatar District",2022,17,86530,1554,5090,3.27541827541828,"Understock"
"Amolatar District",2022,18,76153,1851,4479.58823529412,2.4200908888677,"Understock"
"Amolatar District",2022,19,57378,1800,3375.17647058824,1.87509803921569,"Understock"
"Amolatar District",2022,20,19134,1438,1125.52941176471,0.782704736971284,"Understock"
"Amolatar District",2022,21,33554,1180,1973.76470588235,1.67268195413759,"Understock"
"Amolatar District",2022,22,24802,990,1458.94117647059,1.4736779560309,"Understock"
"Amolatar District",2022,23,867206,2187,51012.1176470588,23.3251566744668,"Overstock"
"Amolatar District",2022,24,1758724,5530,103454.352941176,18.7078395915328,"Adequate stock"
"Amolatar District",2022,25,734142,3281,43184.8235294118,13.1620919016799,"Adequate stock"
"Amolatar District",2022,26,721754,2893,42456.1176470588,14.6754641019906,"Adequate stock"
"Amolatar District",2022,27,267406,3214,15729.7647058824,4.89413960979538,"Understock"
"Amolatar District",2022,28,547914,3269,32230.2352941176,9.85935616216508,"Adequate stock"
"Amolatar District",2022,29,413768,3013,24339.2941176471,8.07809296968041,"Adequate stock"
"Amolatar District",2022,30,325910,2762,19171.1764705882,6.94104868594795,"Understock"
"Amolatar District",2022,31,350406,2230,20612.1176470588,9.24310208388288,"Adequate stock"
"Amolatar District",2022,32,285890,2387,16817.0588235294,7.04526972079154,"Understock"
"Amolatar District",2022,33,230042,2138,13531.8823529412,6.32922467396687,"Understock"
"Amolatar District",2022,34,146900,2330,8641.17647058824,3.70865942943701,"Understock"
"Amolatar District",2022,35,193724,2385,11395.5294117647,4.77799975336046,"Understock"
"Amolatar District",2022,36,524965,2773,30880.2941176471,11.1360599053902,"Adequate stock"
"Amolatar District",2022,37,403109,3191,23712.2941176471,7.430991575571,"Understock"
"Amolatar District",2022,38,344398,3659,20258.7058823529,5.53667829525907,"Understock"
"Amolatar District",2022,39,315281,3949,18545.9411764706,4.69636393427971,"Understock"
"Amolatar District",2022,40,242529,3211,14266.4117647059,4.44298092952535,"Understock"
"Amolatar District",2022,41,138643,3046,8155.47058823529,2.67743617473253,"Understock"
"Amolatar District",2022,42,86062,3127,5062.47058823529,1.61895445738257,"Understock"
"Amolatar District",2022,43,49758,2756,2926.94117647059,1.06202510031589,"Understock"
"Amolatar District",2022,44,29692,3339,1746.58823529412,0.523087222310308,"Understock"
"Amolatar District",2022,45,26204,1637,1541.41176470588,0.941607675446477,"Understock"
"Amolatar District",2022,46,9258,848,544.588235294118,0.642203107658158,"Understock"
"Amolatar District",2022,47,22918,1284,1348.11764705882,1.04993586219535,"Understock"
"Amolatar District",2022,48,492244,1595,28955.5294117647,18.1539369352757,"Adequate stock"
"Amolatar District",2022,49,404384,3854,23787.2941176471,6.17210537562197,"Understock"
"Amolatar District",2022,50,277200,2883,16305.8823529412,5.65587317132889,"Understock"
"Amolatar District",2022,51,226212,2161,13306.5882352941,6.15760677246373,"Understock"
"Amolatar District",2022,52,183113,2082,10771.3529411765,5.17356049047861,"Understock"
"Amudat District",2022,1,112344,210,6608.47058823529,31.4689075630252,"Overstock"
"Amudat District",2022,2,608189,322,35775.8235294118,111.105042016807,"Overstock"
"Amudat District",2022,3,646484,314,38028.4705882353,121.109778943425,"Overstock"
"Amudat District",2022,4,619422,248,36436.5882352941,146.921726755218,"Overstock"
"Amudat District",2022,5,101246,251,5955.64705882353,23.7276775251933,"Overstock"
"Amudat District",2022,6,512578,155,30151.6470588235,194.526755218216,"Overstock"
"Amudat District",2022,7,592961,229,34880.0588235294,152.314667351657,"Overstock"
"Amudat District",2022,8,157115,284,9242.05882352941,32.5424606462303,"Overstock"
"Amudat District",2022,9,578549,275,34032.2941176471,123.753796791444,"Overstock"
"Amudat District",2022,10,626388,355,36846.3529411765,103.792543496272,"Overstock"
"Amudat District",2022,11,151705,311,8923.82352941176,28.6939663325137,"Overstock"
"Amudat District",2022,12,559534,396,32913.7647058823,83.1155674390968,"Overstock"
"Amudat District",2022,13,64686,132,3805.05882352941,28.8262032085561,"Overstock"
"Amudat District",2022,14,467530,242,27501.7647058824,113.643655809431,"Overstock"
"Amudat District",2022,15,1680,109,98.8235294117647,0.906637884511603,"Understock"
"Amudat District",2022,16,426135,257,25066.7647058824,97.536049439231,"Overstock"
"Amudat District",2022,17,342702,222,20158.9411764706,90.8060413354531,"Overstock"
"Amudat District",2022,18,121259,151,7132.88235294118,47.2376314764316,"Overstock"
"Amudat District",2022,19,111808,402,6576.94117647059,16.3605501902253,"Adequate stock"
"Amudat District",2022,20,71236,310,4190.35294117647,13.5172675521822,"Adequate stock"
"Amudat District",2022,21,168074,411,9886.70588235294,24.0552454558466,"Overstock"
"Amudat District",2022,22,176588,703,10387.5294117647,14.7760020082002,"Adequate stock"
"Amudat District",2022,23,245862,568,14462.4705882353,25.4620961060481,"Overstock"
"Amudat District",2022,24,134486,943,7910.94117647059,8.38912107791155,"Adequate stock"
"Amudat District",2022,25,395490,670,23264.1176470588,34.7225636523266,"Overstock"
"Amudat District",2022,26,504026,868,29648.5882352941,34.1573597180808,"Overstock"
"Amudat District",2022,27,136556,804,8032.70588235294,9.99092771436933,"Adequate stock"
"Amudat District",2022,28,231153,812,13597.2352941176,16.7453636627065,"Adequate stock"
"Amudat District",2022,29,144059,693,8474.05882352941,12.2280791104321,"Adequate stock"
"Amudat District",2022,30,70467,538,4145.11764705882,7.70467964137328,"Understock"
"Amudat District",2022,31,236670,469,13921.7647058824,29.6839332748025,"Overstock"
"Amudat District",2022,32,243820,321,14342.3529411765,44.6802272310793,"Overstock"
"Amudat District",2022,33,228905,268,13465,50.2425373134328,"Overstock"
"Amudat District",2022,34,277470,301,16321.7647058824,54.2251319132304,"Overstock"
"Amudat District",2022,35,250221,417,14718.8823529412,35.2970799830724,"Overstock"
"Amudat District",2022,36,265235,526,15602.0588235294,29.6617087899799,"Overstock"
"Amudat District",2022,37,304211,566,17894.7647058824,31.6161920598628,"Overstock"
"Amudat District",2022,38,164344,553,9667.29411764706,17.4815445165408,"Adequate stock"
"Amudat District",2022,39,108726,736,6395.64705882353,8.6897378516624,"Adequate stock"
"Amudat District",2022,40,454088,514,26711.0588235294,51.9670405127031,"Overstock"
"Amudat District",2022,41,378620,364,22271.7647058824,61.1861667744021,"Overstock"
"Amudat District",2022,42,372740,511,21925.8823529412,42.907793254288,"Overstock"
"Amudat District",2022,43,179905,363,10582.6470588235,29.1532976827094,"Overstock"
"Amudat District",2022,44,185484,263,10910.8235294118,41.4860210243793,"Overstock"
"Amudat District",2022,45,224872,233,13227.7647058824,56.7715223428427,"Overstock"
"Amudat District",2022,46,203360,215,11962.3529411765,55.6388508891929,"Overstock"
"Amudat District",2022,47,270616,210,15918.5882352941,75.8028011204482,"Overstock"
"Amudat District",2022,48,220587,254,12975.7058823529,51.085456229736,"Overstock"
"Amudat District",2022,49,344166,492,20245.0588235294,41.148493543759,"Overstock"
"Amudat District",2022,50,417738,372,24572.8235294118,66.0559772296015,"Overstock"
"Amudat District",2022,51,109820,91,6460,70.989010989011,"Overstock"
"Amudat District",2022,52,349543,185,20561.3529411765,111.142448330684,"Overstock"
"Amuria District",2022,1,2480740,2041,145925.882352941,71.4972476006571,"Overstock"
"Amuria District",2022,2,2601798,1683,153046.941176471,90.9369822795428,"Overstock"
"Amuria District",2022,3,2476684,1395,145687.294117647,104.435336285052,"Overstock"
"Amuria District",2022,4,2411798,1807,141870.470588235,78.5116051954816,"Overstock"
"Amuria District",2022,5,2441308,1700,143606.352941176,84.4743252595156,"Overstock"
"Amuria District",2022,6,2366116,2170,139183.294117647,64.1397668744917,"Overstock"
"Amuria District",2022,7,1681974,1477,98939.6470588235,66.9868971285196,"Overstock"
"Amuria District",2022,8,1760418,1894,103554,54.674762407603,"Overstock"
"Amuria District",2022,9,1318389,1440,77552.2941176471,53.8557598039216,"Overstock"
"Amuria District",2022,10,1518635,1274,89331.4705882353,70.1188937113307,"Overstock"
"Amuria District",2022,11,1560338,1348,91784.5882352941,68.0894571478443,"Overstock"
"Amuria District",2022,12,1611717,1751,94806.8823529412,54.1444216750092,"Overstock"
"Amuria District",2022,13,1314779,981,77339.9411764706,78.8378605264736,"Overstock"
"Amuria District",2022,14,1398843,994,82284.8823529412,82.781571783643,"Overstock"
"Amuria District",2022,15,1069939,841,62937.5882352941,74.8366090788277,"Overstock"
"Amuria District",2022,16,1184013,1152,69647.8235294118,60.4581801470588,"Overstock"
"Amuria District",2022,17,1100667,1651,64745.1176470588,39.2156981508533,"Overstock"
"Amuria District",2022,18,2255895,1916,132699.705882353,69.2587191452782,"Overstock"
"Amuria District",2022,19,1154957,2506,67938.6470588235,27.1103938782217,"Overstock"
"Amuria District",2022,20,557440,885,32790.5882352941,37.0515121302758,"Overstock"
"Amuria District",2022,21,545740,705,32102.3529411765,45.5352523988319,"Overstock"
"Amuria District",2022,22,640700,698,37688.2352941177,53.994606438564,"Overstock"
"Amuria District",2022,23,697448,1453,41026.3529411765,28.2356179911744,"Overstock"
"Amuria District",2022,24,636518,2931,37442.2352941177,12.7745599775222,"Adequate stock"
"Amuria District",2022,25,825600,2308,48564.7058823529,21.0419002956469,"Overstock"
"Amuria District",2022,26,716227,2006,42131,21.0024925224327,"Overstock"
"Amuria District",2022,27,492948,1842,28996.9411764706,15.742096187009,"Adequate stock"
"Amuria District",2022,28,832076,3183,48945.6470588235,15.3772061133596,"Adequate stock"
"Amuria District",2022,29,1005472,2767,59145.4117647059,21.3752843385276,"Overstock"
