"district","year","week","total_rdt_stock","total_suspected","rdt_stock_weeks","rdt_stockout"
"Kaabong District",2022,33,146790,2386,61.5213746856664,"Overstock"
"Kaabong District",2022,34,116314,2724,42.6997063142438,"Overstock"
"Kaabong District",2022,35,82521,2588,31.8860123647604,"Overstock"
"Kaabong District",2022,36,99832,3246,30.7553912507702,"Overstock"
"Kaabong District",2022,37,212760,3171,67.0955534531693,"Overstock"
"Kaabong District",2022,38,155910,2909,53.5957373667927,"Overstock"
"Kaabong District",2022,39,93790,2509,37.3814268632921,"Overstock"
"Kaabong District",2022,40,101000,2295,44.0087145969499,"Overstock"
"Kaabong District",2022,41,15400,152,101.315789473684,"Overstock"
"Kaabong District",2022,42,112001,2627,42.6345641416064,"Overstock"
"Kaabong District",2022,43,107297,2382,45.0449202350966,"Overstock"
"Kaabong District",2022,44,110226,1824,60.4309210526316,"Overstock"
"Kaabong District",2022,45,94092,1655,56.8531722054381,"Overstock"
"Kaabong District",2022,46,38352,333,115.171171171171,"Overstock"
"Kaabong District",2022,47,102264,1785,57.290756302521,"Overstock"
"Kaabong District",2022,48,125958,1686,74.7081850533808,"Overstock"
"Kaabong District",2022,49,105172,2706,38.8662232076866,"Overstock"
"Kaabong District",2022,50,68977,1728,39.9172453703704,"Overstock"
"Kaabong District",2022,51,97897,836,117.101674641148,"Overstock"
"Kaabong District",2022,52,100924,927,108.871628910464,"Overstock"
"Kabale District",2022,1,31688,1750,18.1074285714286,"Adequate stock"
"Kabale District",2022,2,30863,1173,26.311167945439,"Overstock"
"Kabale District",2022,3,29372,1150,25.5408695652174,"Overstock"
"Kabale District",2022,4,26637,1120,23.7830357142857,"Overstock"
"Kabale District",2022,5,28579,1045,27.3483253588517,"Overstock"
"Kabale District",2022,6,21801,1269,17.1796690307329,"Adequate stock"
"Kabale District",2022,7,23219,1574,14.7515883100381,"Adequate stock"
"Kabale District",2022,8,23891,1473,16.2192803801765,"Adequate stock"
"Kabale District",2022,9,20623,1862,11.0757250268528,"Adequate stock"
"Kabale District",2022,10,19056,1662,11.4657039711191,"Adequate stock"
"Kabale District",2022,11,15302,1367,11.1938551572787,"Adequate stock"
"Kabale District",2022,12,18546,1494,12.4136546184739,"Adequate stock"
"Kabale District",2022,13,9503,1335,7.11835205992509,"Understock"
"Kabale District",2022,14,15143,961,15.7575442247659,"Adequate stock"
"Kabale District",2022,15,15832,953,16.6128016789087,"Adequate stock"
"Kabale District",2022,16,16175,949,17.0442571127503,"Adequate stock"
"Kabale District",2022,17,12897,943,13.6765641569459,"Adequate stock"
"Kabale District",2022,18,13110,841,15.5885850178359,"Adequate stock"
"Kabale District",2022,19,13942,893,15.6125419932811,"Adequate stock"
"Kabale District",2022,20,8314,456,18.2324561403509,"Adequate stock"
"Kabale District",2022,21,8827,590,14.9610169491525,"Adequate stock"
"Kabale District",2022,22,12996,786,16.5343511450382,"Adequate stock"
"Kabale District",2022,23,21878,1047,20.8958930276982,"Overstock"
"Kabale District",2022,24,15402,980,15.7163265306122,"Adequate stock"
"Kabale District",2022,25,16828,1075,15.6539534883721,"Adequate stock"
"Kabale District",2022,26,16120,1084,14.8708487084871,"Adequate stock"
"Kabale District",2022,27,12685,1112,11.4073741007194,"Adequate stock"
"Kabale District",2022,28,14159,1499,9.44563042028019,"Adequate stock"
"Kabale District",2022,29,16995,1456,11.6723901098901,"Adequate stock"
"Kabale District",2022,30,15346,1286,11.9331259720062,"Adequate stock"
"Kabale District",2022,31,14366,1199,11.9816513761468,"Adequate stock"
"Kabale District",2022,32,13348,1258,10.610492845787,"Adequate stock"
"Kabale District",2022,33,13165,979,13.4473953013279,"Adequate stock"
"Kabale District",2022,34,12736,874,14.5720823798627,"Adequate stock"
"Kabale District",2022,35,12371,833,14.8511404561825,"Adequate stock"
"Kabale District",2022,36,11434,773,14.7917205692109,"Adequate stock"
"Kabale District",2022,37,17196,880,19.5409090909091,"Adequate stock"
"Kabale District",2022,38,27223,959,28.3868613138686,"Overstock"
"Kabale District",2022,39,15794,1053,14.9990503323837,"Adequate stock"
"Kabale District",2022,40,16260,1204,13.5049833887043,"Adequate stock"
"Kabale District",2022,41,14193,958,14.8152400835073,"Adequate stock"
"Kabale District",2022,42,12566,1087,11.5602575896964,"Adequate stock"
"Kabale District",2022,43,11658,1047,11.134670487106,"Adequate stock"
"Kabale District",2022,44,11602,1000,11.602,"Adequate stock"
"Kabale District",2022,45,11937,1071,11.1456582633053,"Adequate stock"
"Kabale District",2022,46,10127,777,13.033462033462,"Adequate stock"
"Kabale District",2022,47,13524,1267,10.6740331491713,"Adequate stock"
"Kabale District",2022,48,9851,1090,9.03761467889908,"Adequate stock"
"Kabale District",2022,49,81150,966,84.0062111801242,"Overstock"
"Kabale District",2022,50,77078,817,94.3427172582619,"Overstock"
"Kabale District",2022,51,82265,793,103.738965952081,"Overstock"
"Kabale District",2022,52,13901,780,17.8217948717949,"Adequate stock"
"Kabarole District",2022,1,11784,1394,8.45337159253945,"Adequate stock"
"Kabarole District",2022,2,7887,798,9.88345864661654,"Adequate stock"
"Kabarole District",2022,3,43041,536,80.3003731343284,"Overstock"
"Kabarole District",2022,4,25934,1125,23.0524444444444,"Overstock"
"Kabarole District",2022,5,20699,1449,14.2850241545894,"Adequate stock"
"Kabarole District",2022,6,26833,1842,14.5673181324647,"Adequate stock"
"Kabarole District",2022,7,29276,1569,18.6590184831103,"Adequate stock"
"Kabarole District",2022,8,27001,1809,14.9259259259259,"Adequate stock"
"Kabarole District",2022,9,25825,1671,15.4548174745661,"Adequate stock"
"Kabarole District",2022,10,22138,1784,12.4091928251121,"Adequate stock"
"Kabarole District",2022,11,17330,1540,11.2532467532468,"Adequate stock"
"Kabarole District",2022,12,21430,1120,19.1339285714286,"Adequate stock"
"Kabarole District",2022,13,10090,611,16.5139116202946,"Adequate stock"
"Kabarole District",2022,14,16546,715,23.1412587412587,"Overstock"
"Kabarole District",2022,15,17756,800,22.195,"Overstock"
"Kabarole District",2022,16,32048,1040,30.8153846153846,"Overstock"
"Kabarole District",2022,17,27827,1112,25.0242805755396,"Overstock"
"Kabarole District",2022,18,30766,1544,19.9261658031088,"Adequate stock"
"Kabarole District",2022,19,28609,1637,17.4764813683568,"Adequate stock"
"Kabarole District",2022,20,2460,221,11.131221719457,"Adequate stock"
"Kabarole District",2022,21,8568,756,11.3333333333333,"Adequate stock"
"Kabarole District",2022,22,10244,1329,7.70805116629044,"Understock"
"Kabarole District",2022,23,4838,910,5.31648351648352,"Understock"
"Kabarole District",2022,24,3016,1424,2.11797752808989,"Understock"
"Kabarole District",2022,25,4104,1404,2.92307692307692,"Understock"
"Kabarole District",2022,26,10884,1833,5.93780687397709,"Understock"
"Kabarole District",2022,27,13981,1198,11.6702838063439,"Adequate stock"
"Kabarole District",2022,28,3643,1497,2.43353373413494,"Understock"
"Kabarole District",2022,29,8987,1885,4.76763925729443,"Understock"
"Kabarole District",2022,30,9750,1695,5.75221238938053,"Understock"
"Kabarole District",2022,31,8479,1092,7.76465201465201,"Understock"
"Kabarole District",2022,32,147,497,0.295774647887324,"Understock"
"Kabarole District",2022,33,7901,987,8.00506585612969,"Adequate stock"
"Kabarole District",2022,34,9756,1033,9.44433688286544,"Adequate stock"
"Kabarole District",2022,35,11657,1038,11.2302504816956,"Adequate stock"
"Kabarole District",2022,36,8205,1154,7.11005199306759,"Understock"
"Kabarole District",2022,37,11163,918,12.1601307189542,"Adequate stock"
"Kabarole District",2022,38,6468,1144,5.65384615384615,"Understock"
"Kabarole District",2022,39,15465,1279,12.0914777169664,"Adequate stock"
"Kabarole District",2022,40,19771,1859,10.6352877891339,"Adequate stock"
"Kabarole District",2022,41,9835,1761,5.58489494605338,"Understock"
"Kabarole District",2022,42,10399,1884,5.51963906581741,"Understock"
"Kabarole District",2022,43,5915,1415,4.18021201413428,"Understock"
"Kabarole District",2022,44,7724,1406,5.49359886201991,"Understock"
"Kabarole District",2022,45,5181,1602,3.23408239700375,"Understock"
"Kabarole District",2022,46,1138,555,2.05045045045045,"Understock"
"Kabarole District",2022,47,6699,1510,4.4364238410596,"Understock"
"Kabarole District",2022,48,7324,1169,6.26518391787853,"Understock"
"Kabarole District",2022,49,9754,951,10.2565720294427,"Adequate stock"
"Kabarole District",2022,50,10894,696,15.6522988505747,"Adequate stock"
"Kabarole District",2022,51,7905,410,19.280487804878,"Adequate stock"
"Kabarole District",2022,52,7978,386,20.6683937823834,"Overstock"
"Kaberamaido District",2022,1,12421,2230,5.56995515695067,"Understock"
"Kaberamaido District",2022,2,30629,1636,18.7218826405868,"Adequate stock"
"Kaberamaido District",2022,3,28958,2300,12.5904347826087,"Adequate stock"
"Kaberamaido District",2022,4,18218,2427,7.50638648537289,"Understock"
"Kaberamaido District",2022,5,22013,2594,8.48612181958365,"Adequate stock"
"Kaberamaido District",2022,6,21112,2072,10.1891891891892,"Adequate stock"
"Kaberamaido District",2022,7,15470,1937,7.98657718120805,"Understock"
"Kaberamaido District",2022,8,18561,2647,7.01208915753683,"Understock"
"Kaberamaido District",2022,9,16539,2940,5.62551020408163,"Understock"
"Kaberamaido District",2022,10,14404,2247,6.4103248776146,"Understock"
"Kaberamaido District",2022,11,28545,2688,10.6194196428571,"Adequate stock"
"Kaberamaido District",2022,12,26424,3533,7.47919615058024,"Understock"
"Kaberamaido District",2022,13,24995,1869,13.3734617442483,"Adequate stock"
"Kaberamaido District",2022,14,8283,1537,5.38906961613533,"Understock"
"Kaberamaido District",2022,15,19561,1721,11.3660662405578,"Adequate stock"
"Kaberamaido District",2022,16,20099,2040,9.85245098039216,"Adequate stock"
"Kaberamaido District",2022,17,23581,3464,6.8074480369515,"Understock"
"Kaberamaido District",2022,18,25306,3387,7.47150870977266,"Understock"
"Kaberamaido District",2022,19,5697,1580,3.60569620253165,"Understock"
"Kaberamaido District",2022,20,4100,617,6.645056726094,"Understock"
"Kaberamaido District",2022,21,3307,801,4.12858926342072,"Understock"
"Kaberamaido District",2022,22,11788,1099,10.7261146496815,"Adequate stock"
"Kaberamaido District",2022,23,16147,2744,5.88447521865889,"Understock"
"Kaberamaido District",2022,24,23420,5964,3.92689470154259,"Understock"
"Kaberamaido District",2022,25,25809,5334,4.83858267716535,"Understock"
"Kaberamaido District",2022,26,18789,3809,4.93279075872933,"Understock"
"Kaberamaido District",2022,27,17598,2971,5.92325816223494,"Understock"
"Kaberamaido District",2022,28,13849,3256,4.25337837837838,"Understock"
"Kaberamaido District",2022,29,13255,4403,3.01044742221213,"Understock"
"Kaberamaido District",2022,30,10659,3847,2.77073043930335,"Understock"
"Kaberamaido District",2022,31,8362,2691,3.1073950204385,"Understock"
"Kaberamaido District",2022,32,10064,1983,5.07513867876954,"Understock"
"Kaberamaido District",2022,33,7596,2517,3.01787842669845,"Understock"
"Kaberamaido District",2022,34,1902,1646,1.15552855407047,"Understock"
"Kaberamaido District",2022,35,4475,1220,3.66803278688525,"Understock"
"Kaberamaido District",2022,36,18523,1960,9.45051020408163,"Adequate stock"
"Kaberamaido District",2022,37,29007,3157,9.18815331010453,"Adequate stock"
"Kaberamaido District",2022,38,18108,3919,4.62056647103853,"Understock"
"Kaberamaido District",2022,39,15027,3749,4.00826887169912,"Understock"
"Kaberamaido District",2022,40,19348,4086,4.73519334312286,"Understock"
"Kaberamaido District",2022,41,12057,4632,2.6029792746114,"Understock"
"Kaberamaido District",2022,42,10753,5034,2.13607469209376,"Understock"
"Kaberamaido District",2022,43,8852,4815,1.83842159916926,"Understock"
"Kaberamaido District",2022,44,5032,2885,1.74419410745234,"Understock"
"Kaberamaido District",2022,45,4879,2377,2.05258729490955,"Understock"
"Kaberamaido District",2022,46,5524,1730,3.19306358381503,"Understock"
"Kaberamaido District",2022,47,3091,1966,1.57222787385554,"Understock"
"Kaberamaido District",2022,48,28701,3650,7.86328767123288,"Understock"
"Kaberamaido District",2022,49,19087,3484,5.4784730195178,"Understock"
"Kaberamaido District",2022,50,19863,2566,7.74084177708496,"Understock"
"Kaberamaido District",2022,51,15542,1792,8.67299107142857,"Adequate stock"
"Kaberamaido District",2022,52,15592,2824,5.52124645892351,"Understock"
"Kagadi District",2022,1,2437,595,4.09579831932773,"Understock"
"Kagadi District",2022,2,2474,391,6.32736572890026,"Understock"
"Kagadi District",2022,3,2650,483,5.48654244306418,"Understock"
"Kagadi District",2022,4,17507,511,34.2602739726027,"Overstock"
"Kagadi District",2022,5,47927,2935,16.329471890971,"Adequate stock"
"Kagadi District",2022,6,31280,2361,13.2486234646336,"Adequate stock"
"Kagadi District",2022,7,20288,2418,8.3904052936311,"Adequate stock"
"Kagadi District",2022,8,26820,2877,9.32221063607925,"Adequate stock"
"Kagadi District",2022,9,24595,2325,10.5784946236559,"Adequate stock"
"Kagadi District",2022,10,15231,1824,8.35032894736842,"Adequate stock"
"Kagadi District",2022,11,13031,1778,7.32902137232846,"Understock"
"Kagadi District",2022,12,17589,1470,11.965306122449,"Adequate stock"
"Kagadi District",2022,13,4275,768,5.56640625,"Understock"
"Kagadi District",2022,14,6170,1323,4.66364323507181,"Understock"
"Kagadi District",2022,15,6064,1225,4.95020408163265,"Understock"
"Kagadi District",2022,16,38919,1920,20.2703125,"Overstock"
"Kagadi District",2022,17,54667,1647,33.1918639951427,"Overstock"
"Kagadi District",2022,18,38738,3241,11.9524838012959,"Adequate stock"
"Kagadi District",2022,19,8135,2492,3.26444622792937,"Understock"
"Kagadi District",2022,20,NA,11,NA,NA
"Kagadi District",2022,21,8025,16,501.5625,"Overstock"
"Kagadi District",2022,22,6890,309,22.2977346278317,"Overstock"
"Kagadi District",2022,23,12156,192,63.3125,"Overstock"
"Kagadi District",2022,24,23332,2638,8.84457922668688,"Adequate stock"
"Kagadi District",2022,25,24638,2356,10.4575551782683,"Adequate stock"
"Kagadi District",2022,26,59968,2024,29.6284584980237,"Overstock"
"Kagadi District",2022,27,44310,3593,12.3323128305038,"Adequate stock"
"Kagadi District",2022,28,36896,2924,12.6183310533516,"Adequate stock"
"Kagadi District",2022,29,42358,4030,10.5106699751861,"Adequate stock"
"Kagadi District",2022,30,23686,2783,8.51095939633489,"Adequate stock"
"Kagadi District",2022,31,539274,2200,245.124545454545,"Overstock"
"Kagadi District",2022,32,281,491,0.572301425661914,"Understock"
"Kagadi District",2022,33,34461,2091,16.480631276901,"Adequate stock"
"Kagadi District",2022,34,10915,1518,7.19038208168643,"Understock"
"Kagadi District",2022,35,10049,955,10.5225130890052,"Adequate stock"
"Kagadi District",2022,36,10062,1313,7.66336633663366,"Understock"
"Kagadi District",2022,37,6957,717,9.70292887029289,"Adequate stock"
"Kagadi District",2022,38,8013,1067,7.50984067478913,"Understock"
"Kagadi District",2022,39,20824,1095,19.0173515981735,"Adequate stock"
"Kagadi District",2022,40,27330,3039,8.99308983218164,"Adequate stock"
"Kagadi District",2022,41,25325,3288,7.70225060827251,"Understock"
"Kagadi District",2022,42,12018,2087,5.75850503114518,"Understock"
"Kagadi District",2022,43,28905,3085,9.36952998379254,"Adequate stock"
"Kagadi District",2022,44,10858,1762,6.16231555051078,"Understock"
"Kagadi District",2022,45,11314,1185,9.54767932489452,"Adequate stock"
"Kagadi District",2022,46,2967,399,7.43609022556391,"Understock"
"Kagadi District",2022,47,3163,354,8.93502824858757,"Adequate stock"
"Kagadi District",2022,48,7456,701,10.6362339514979,"Adequate stock"
"Kagadi District",2022,49,7193,975,7.3774358974359,"Understock"
"Kagadi District",2022,50,6452,358,18.0223463687151,"Adequate stock"
"Kagadi District",2022,51,2648,225,11.7688888888889,"Adequate stock"
"Kagadi District",2022,52,8214,402,20.4328358208955,"Overstock"
"Kakumiro District",2022,1,7958,1073,7.4165890027959,"Understock"
"Kakumiro District",2022,2,2157,975,2.21230769230769,"Understock"
"Kakumiro District",2022,3,6782,702,9.66096866096866,"Adequate stock"
"Kakumiro District",2022,4,46922,1095,42.8511415525114,"Overstock"
"Kakumiro District",2022,5,40298,1670,24.1305389221557,"Overstock"
"Kakumiro District",2022,6,39631,2234,17.7399283795882,"Adequate stock"
"Kakumiro District",2022,7,22920,1670,13.7245508982036,"Adequate stock"
"Kakumiro District",2022,8,27555,2378,11.5874684608915,"Adequate stock"
"Kakumiro District",2022,9,20576,1965,10.4712468193384,"Adequate stock"
"Kakumiro District",2022,10,41892,2942,14.2392929979606,"Adequate stock"
"Kakumiro District",2022,11,36896,2418,15.2588916459884,"Adequate stock"
"Kakumiro District",2022,12,26912,1763,15.26488939308,"Adequate stock"
"Kakumiro District",2022,13,14248,1353,10.5306725794531,"Adequate stock"
"Kakumiro District",2022,14,12212,831,14.6955475330927,"Adequate stock"
"Kakumiro District",2022,15,44978,1874,24.0010672358591,"Overstock"
"Kakumiro District",2022,16,60058,2189,27.4362722704431,"Overstock"
"Kakumiro District",2022,17,40227,3590,11.2052924791086,"Adequate stock"
"Kakumiro District",2022,18,40795,4282,9.52709014479215,"Adequate stock"
"Kakumiro District",2022,19,26140,2564,10.195007800312,"Adequate stock"
"Kakumiro District",2022,20,17078,1597,10.6938008766437,"Adequate stock"
"Kakumiro District",2022,21,5441,1469,3.70388019060585,"Understock"
"Kakumiro District",2022,22,16730,3058,5.47089601046436,"Understock"
"Kakumiro District",2022,23,14211,3074,4.62296681847755,"Understock"
"Kakumiro District",2022,24,26776,3964,6.7547931382442,"Understock"
"Kakumiro District",2022,25,13963,3355,4.1618479880775,"Understock"
"Kakumiro District",2022,26,38235,2101,18.1984769157544,"Adequate stock"
"Kakumiro District",2022,27,29223,3479,8.39982753664846,"Adequate stock"
"Kakumiro District",2022,28,23268,2524,9.21870047543582,"Adequate stock"
"Kakumiro District",2022,29,18361,2396,7.66318864774624,"Understock"
"Kakumiro District",2022,30,17694,3247,5.44933785032338,"Understock"
"Kakumiro District",2022,31,16783,2444,6.86702127659574,"Understock"
"Kakumiro District",2022,32,16744,2303,7.27051671732523,"Understock"
"Kakumiro District",2022,33,17769,2323,7.64916056823074,"Understock"
"Kakumiro District",2022,34,28663,2284,12.5494746059545,"Adequate stock"
"Kakumiro District",2022,35,22765,2522,9.02656621728787,"Adequate stock"
"Kakumiro District",2022,36,52113,2047,25.4582315583781,"Overstock"
"Kakumiro District",2022,37,16088,2106,7.63912630579297,"Understock"
"Kakumiro District",2022,38,19976,2148,9.29981378026071,"Adequate stock"
"Kakumiro District",2022,39,34197,2507,13.6406063023534,"Adequate stock"
"Kakumiro District",2022,40,87492,2626,33.3175932977913,"Overstock"
"Kakumiro District",2022,41,42631,2728,15.6271994134897,"Adequate stock"
"Kakumiro District",2022,42,36445,3227,11.2937713046173,"Adequate stock"
"Kakumiro District",2022,43,39131,3773,10.371322554996,"Adequate stock"
"Kakumiro District",2022,44,32331,3246,9.96025878003697,"Adequate stock"
"Kakumiro District",2022,45,31451,2833,11.1016590187081,"Adequate stock"
"Kakumiro District",2022,46,14105,1914,7.36938349007315,"Understock"
"Kakumiro District",2022,47,19509,2236,8.72495527728086,"Adequate stock"
"Kakumiro District",2022,48,22213,2321,9.57044377423524,"Adequate stock"
"Kakumiro District",2022,49,36313,2300,15.7882608695652,"Adequate stock"
"Kakumiro District",2022,50,8687,2000,4.3435,"Understock"
"Kakumiro District",2022,51,21712,889,24.4229471316085,"Overstock"
"Kakumiro District",2022,52,11744,924,12.7099567099567,"Adequate stock"
"Kalaki District",2022,1,18109,1894,9.56124604012672,"Adequate stock"
"Kalaki District",2022,2,23053,1374,16.7780203784571,"Adequate stock"
"Kalaki District",2022,3,19024,1264,15.0506329113924,"Adequate stock"
"Kalaki District",2022,4,16638,2058,8.08454810495627,"Adequate stock"
"Kalaki District",2022,5,9121,1856,4.91433189655172,"Understock"
"Kalaki District",2022,6,11447,1953,5.86123911930364,"Understock"
"Kalaki District",2022,7,10952,1882,5.81934112646121,"Understock"
"Kalaki District",2022,8,94760,1784,53.1165919282511,"Overstock"
"Kalaki District",2022,9,9258,1776,5.21283783783784,"Understock"
"Kalaki District",2022,10,7119,1924,3.70010395010395,"Understock"
"Kalaki District",2022,11,16253,2323,6.99655617735687,"Understock"
"Kalaki District",2022,12,18030,1795,10.0445682451253,"Adequate stock"
"Kalaki District",2022,13,27355,1311,20.8657513348589,"Overstock"
"Kalaki District",2022,14,24832,1686,14.7283511269276,"Adequate stock"
"Kalaki District",2022,15,34889,2028,17.2036489151874,"Adequate stock"
"Kalaki District",2022,16,39332,1842,21.3528773072747,"Overstock"
"Kalaki District",2022,17,22861,2230,10.2515695067265,"Adequate stock"
"Kalaki District",2022,18,21637,1434,15.0885634588563,"Adequate stock"
"Kalaki District",2022,19,27192,2040,13.3294117647059,"Adequate stock"
"Kalaki District",2022,20,15266,1762,8.66401816118048,"Adequate stock"
"Kalaki District",2022,21,23257,921,25.2519001085776,"Overstock"
"Kalaki District",2022,22,13032,1249,10.4339471577262,"Adequate stock"
"Kalaki District",2022,23,22052,2094,10.531041069723,"Adequate stock"
"Kalaki District",2022,24,22189,3837,5.78290330987751,"Understock"
"Kalaki District",2022,25,22440,2862,7.84067085953878,"Understock"
"Kalaki District",2022,26,18865,3105,6.07568438003221,"Understock"
"Kalaki District",2022,27,10005,2069,4.83566940550991,"Understock"
"Kalaki District",2022,28,16668,2533,6.58033951835768,"Understock"
"Kalaki District",2022,29,14213,2207,6.43996375169914,"Understock"
"Kalaki District",2022,30,11303,1990,5.67989949748744,"Understock"
"Kalaki District",2022,31,10196,1715,5.94518950437318,"Understock"
"Kalaki District",2022,32,5135,1155,4.44588744588745,"Understock"
"Kalaki District",2022,33,8255,1107,7.45709123757904,"Understock"
"Kalaki District",2022,34,7130,1475,4.83389830508475,"Understock"
"Kalaki District",2022,35,6220,1163,5.34823731728289,"Understock"
"Kalaki District",2022,36,21160,1231,17.1892770105605,"Adequate stock"
"Kalaki District",2022,37,70030,1552,45.1224226804124,"Overstock"
"Kalaki District",2022,38,19665,1629,12.0718232044199,"Adequate stock"
"Kalaki District",2022,39,23987,2104,11.4006653992395,"Adequate stock"
"Kalaki District",2022,40,22005,2928,7.51536885245902,"Understock"
"Kalaki District",2022,41,19258,2825,6.81699115044248,"Understock"
"Kalaki District",2022,42,10559,1261,8.37351308485329,"Adequate stock"
"Kalaki District",2022,43,11915,3104,3.83859536082474,"Understock"
"Kalaki District",2022,44,21205,2502,8.47521982414069,"Adequate stock"
"Kalaki District",2022,45,19510,2024,9.63932806324111,"Adequate stock"
"Kalaki District",2022,46,15805,358,44.1480446927374,"Overstock"
"Kalaki District",2022,47,13300,1191,11.1670864819479,"Adequate stock"
"Kalaki District",2022,48,18943,1745,10.8555873925501,"Adequate stock"
"Kalaki District",2022,49,97957,2070,47.3222222222222,"Overstock"
"Kalaki District",2022,50,15570,960,16.21875,"Adequate stock"
"Kalaki District",2022,51,19150,974,19.6611909650924,"Adequate stock"
"Kalaki District",2022,52,23880,1307,18.2708492731446,"Adequate stock"
"Kalangala District",2022,1,5776,710,8.13521126760563,"Adequate stock"
"Kalangala District",2022,2,5864,588,9.97278911564626,"Adequate stock"
"Kalangala District",2022,3,3368,537,6.27188081936685,"Understock"
"Kalangala District",2022,4,4488,504,8.90476190476191,"Adequate stock"
"Kalangala District",2022,5,2626,401,6.54862842892768,"Understock"
"Kalangala District",2022,6,761,335,2.27164179104478,"Understock"
"Kalangala District",2022,7,362,274,1.32116788321168,"Understock"
"Kalangala District",2022,8,15322,500,30.644,"Overstock"
"Kalangala District",2022,9,8700,580,15,"Adequate stock"
"Kalangala District",2022,10,8792,496,17.7258064516129,"Adequate stock"
"Kalangala District",2022,11,16340,757,21.5852047556143,"Overstock"
"Kalangala District",2022,12,6605,492,13.4247967479675,"Adequate stock"
"Kalangala District",2022,13,12907,805,16.0335403726708,"Adequate stock"
"Kalangala District",2022,14,11909,773,15.4062095730919,"Adequate stock"
"Kalangala District",2022,15,4757,520,9.14807692307692,"Adequate stock"
"Kalangala District",2022,16,11253,623,18.0626003210273,"Adequate stock"
"Kalangala District",2022,17,5278,642,8.22118380062305,"Adequate stock"
"Kalangala District",2022,18,6265,453,13.8300220750552,"Adequate stock"
"Kalangala District",2022,19,3604,389,9.26478149100257,"Adequate stock"
"Kalangala District",2022,20,5769,291,19.8247422680412,"Adequate stock"
"Kalangala District",2022,21,4620,453,10.1986754966887,"Adequate stock"
"Kalangala District",2022,22,1614,302,5.34437086092715,"Understock"
"Kalangala District",2022,23,3107,461,6.73969631236443,"Understock"
"Kalangala District",2022,24,2481,550,4.51090909090909,"Understock"
"Kalangala District",2022,25,3969,552,7.19021739130435,"Understock"
"Kalangala District",2022,26,1400,298,4.69798657718121,"Understock"
"Kalangala District",2022,27,3401,465,7.31397849462366,"Understock"
"Kalangala District",2022,28,4237,367,11.5449591280654,"Adequate stock"
"Kalangala District",2022,29,10191,418,24.3803827751196,"Overstock"
"Kalangala District",2022,30,3443,471,7.3099787685775,"Understock"
"Kalangala District",2022,31,6912,439,15.744874715262,"Adequate stock"
"Kalangala District",2022,32,3149,410,7.68048780487805,"Understock"
"Kalangala District",2022,33,10574,413,25.6029055690073,"Overstock"
"Kalangala District",2022,34,4688,323,14.5139318885449,"Adequate stock"
"Kalangala District",2022,35,9784,386,25.3471502590674,"Overstock"
"Kalangala District",2022,36,8567,296,28.9425675675676,"Overstock"
"Kalangala District",2022,37,8184,398,20.5628140703518,"Overstock"
"Kalangala District",2022,38,8415,391,21.5217391304348,"Overstock"
"Kalangala District",2022,39,8292,369,22.4715447154472,"Overstock"
"Kalangala District",2022,40,8671,415,20.8939759036145,"Overstock"
"Kalangala District",2022,41,1601,377,4.24668435013263,"Understock"
"Kalangala District",2022,42,971,465,2.08817204301075,"Understock"
"Kalangala District",2022,43,11325,484,23.3987603305785,"Overstock"
"Kalangala District",2022,44,10653,411,25.9197080291971,"Overstock"
"Kalangala District",2022,45,10498,392,26.780612244898,"Overstock"
"Kalangala District",2022,46,9308,431,21.5962877030162,"Overstock"
"Kalangala District",2022,47,12596,393,32.0508905852417,"Overstock"
"Kalangala District",2022,48,13738,630,21.8063492063492,"Overstock"
"Kalangala District",2022,49,11995,527,22.7609108159393,"Overstock"
"Kalangala District",2022,50,10073,464,21.7090517241379,"Overstock"
"Kalangala District",2022,51,4200,362,11.6022099447514,"Adequate stock"
"Kalangala District",2022,52,8418,441,19.0884353741497,"Adequate stock"
"Kaliro District",2022,1,39803,3228,12.3305452292441,"Adequate stock"
"Kaliro District",2022,2,25412,2394,10.6148705096074,"Adequate stock"
"Kaliro District",2022,3,22272,2566,8.6796570537802,"Adequate stock"
"Kaliro District",2022,4,41497,3555,11.6728551336146,"Adequate stock"
"Kaliro District",2022,5,20088,2771,7.24936845904006,"Understock"
"Kaliro District",2022,6,10029,2727,3.67766776677668,"Understock"
"Kaliro District",2022,7,9531,2294,4.15475152571927,"Understock"
"Kaliro District",2022,8,15565,2646,5.88246409674981,"Understock"
"Kaliro District",2022,9,6802,2048,3.3212890625,"Understock"
"Kaliro District",2022,10,50162,2680,18.7171641791045,"Adequate stock"
"Kaliro District",2022,11,52244,4564,11.4469763365469,"Adequate stock"
"Kaliro District",2022,12,51687,3805,13.5839684625493,"Adequate stock"
"Kaliro District",2022,13,41208,2963,13.9075261559231,"Adequate stock"
"Kaliro District",2022,14,33515,2702,12.4037749814952,"Adequate stock"
"Kaliro District",2022,15,72445,2808,25.7995014245014,"Overstock"
"Kaliro District",2022,16,49161,3266,15.0523576240049,"Adequate stock"
"Kaliro District",2022,17,37530,2790,13.4516129032258,"Adequate stock"
"Kaliro District",2022,18,28168,2902,9.70640937284631,"Adequate stock"
"Kaliro District",2022,19,30983,2979,10.4004699563612,"Adequate stock"
"Kaliro District",2022,20,14153,2558,5.53283815480844,"Understock"
"Kaliro District",2022,21,13725,2522,5.4421094369548,"Understock"
