"district","year","week","total_rdt_stock","total_suspected","rdt_stock_weeks","rdt_stockout"
"Luuka District",2022,39,82785,4489,18.4417464914235,"Adequate stock"
"Luuka District",2022,40,83903,4414,19.0083824195741,"Adequate stock"
"Luuka District",2022,41,79124,3928,20.1435845213849,"Overstock"
"Luuka District",2022,42,71132,3475,20.4696402877698,"Overstock"
"Luuka District",2022,43,57072,2263,25.2196199734865,"Overstock"
"Luuka District",2022,44,59583,2435,24.4694045174538,"Overstock"
"Luuka District",2022,45,57729,3716,15.5352529601722,"Adequate stock"
"Luuka District",2022,46,46050,1999,23.0365182591296,"Overstock"
"Luuka District",2022,47,45783,4803,9.53216739537789,"Adequate stock"
"Luuka District",2022,48,56017,5173,10.8287260777112,"Adequate stock"
"Luuka District",2022,49,47452,3952,12.0070850202429,"Adequate stock"
"Luuka District",2022,50,42593,3782,11.2620306716023,"Adequate stock"
"Luuka District",2022,51,29973,1695,17.683185840708,"Adequate stock"
"Luuka District",2022,52,32744,1674,19.5603345280765,"Adequate stock"
"Luwero District",2022,1,17936,4697,3.81860762188631,"Understock"
"Luwero District",2022,2,10957,3391,3.23120023591861,"Understock"
"Luwero District",2022,3,12968,3194,4.06011271133375,"Understock"
"Luwero District",2022,4,21156,3204,6.60299625468165,"Understock"
"Luwero District",2022,5,89817,3092,29.0481888745149,"Overstock"
"Luwero District",2022,6,21652,15506,1.39636269831033,"Understock"
"Luwero District",2022,7,15983,3961,4.03509214844736,"Understock"
"Luwero District",2022,8,56756,5390,10.5298701298701,"Adequate stock"
"Luwero District",2022,9,63033,6308,9.9925491439442,"Adequate stock"
"Luwero District",2022,10,52503,6422,8.17549050140143,"Adequate stock"
"Luwero District",2022,11,53812,5716,9.41427571728481,"Adequate stock"
"Luwero District",2022,12,45871,5257,8.72569906790945,"Adequate stock"
"Luwero District",2022,13,43798,4560,9.60482456140351,"Adequate stock"
"Luwero District",2022,14,70002,3988,17.5531594784353,"Adequate stock"
"Luwero District",2022,15,33228,4032,8.24107142857143,"Adequate stock"
"Luwero District",2022,16,48325,4838,9.98863166597768,"Adequate stock"
"Luwero District",2022,17,34808,4783,7.27744093665064,"Understock"
"Luwero District",2022,18,26601,4997,5.32339403642185,"Understock"
"Luwero District",2022,19,34093,5485,6.21567912488605,"Understock"
"Luwero District",2022,20,81886,4994,16.3968762515018,"Adequate stock"
"Luwero District",2022,21,70491,7647,9.21812475480581,"Adequate stock"
"Luwero District",2022,22,24032,6836,3.51550614394383,"Understock"
"Luwero District",2022,23,23240,7527,3.08755148133386,"Understock"
"Luwero District",2022,24,19948,7676,2.59874934861907,"Understock"
"Luwero District",2022,25,13852,6181,2.24106131693901,"Understock"
"Luwero District",2022,26,25779,5805,4.44082687338501,"Understock"
"Luwero District",2022,27,22553,5087,4.43345783369373,"Understock"
"Luwero District",2022,28,9057,5214,1.73705408515535,"Understock"
"Luwero District",2022,29,28786,4874,5.90603200656545,"Understock"
"Luwero District",2022,30,32433,4694,6.9094588836813,"Understock"
"Luwero District",2022,31,34371,3955,8.6905183312263,"Adequate stock"
"Luwero District",2022,32,19562,3139,6.23192099394712,"Understock"
"Luwero District",2022,33,29064,3743,7.76489446967673,"Understock"
"Luwero District",2022,34,27763,4232,6.56025519848771,"Understock"
"Luwero District",2022,35,28502,121023,0.235508952843674,"Understock"
"Luwero District",2022,36,23728,3810,6.22782152230971,"Understock"
"Luwero District",2022,37,23140,3728,6.20708154506438,"Understock"
"Luwero District",2022,38,23716,4638,5.11341095299698,"Understock"
"Luwero District",2022,39,19662,3868,5.08324715615305,"Understock"
"Luwero District",2022,40,17443,5653,3.08561825579338,"Understock"
"Luwero District",2022,41,12872,17055,0.754734681911463,"Understock"
"Luwero District",2022,42,28571,4089,6.98728295426755,"Understock"
"Luwero District",2022,43,45942,4217,10.8944747450794,"Adequate stock"
"Luwero District",2022,44,30715,5301,5.79418977551405,"Understock"
"Luwero District",2022,45,44594,5717,7.80024488368025,"Understock"
"Luwero District",2022,46,21274,3380,6.29408284023669,"Understock"
"Luwero District",2022,47,17209,4360,3.94701834862385,"Understock"
"Luwero District",2022,48,24502,4534,5.40405822673136,"Understock"
"Luwero District",2022,49,21601,3650,5.91808219178082,"Understock"
"Luwero District",2022,50,17447,2874,6.07063326374391,"Understock"
"Luwero District",2022,51,10784,2400,4.49333333333333,"Understock"
"Luwero District",2022,52,8988,2703,3.32519422863485,"Understock"
"Lwengo District",2022,1,11212,2871,3.90525949146639,"Understock"
"Lwengo District",2022,2,15062,3106,4.84932388924662,"Understock"
"Lwengo District",2022,3,15028,2353,6.38674033149171,"Understock"
"Lwengo District",2022,4,9001,2217,4.05999097880018,"Understock"
"Lwengo District",2022,5,9973,1903,5.24067262217551,"Understock"
"Lwengo District",2022,6,9376,1743,5.37923121055651,"Understock"
"Lwengo District",2022,7,9813,1829,5.36522689994533,"Understock"
"Lwengo District",2022,8,6508,2375,2.74021052631579,"Understock"
"Lwengo District",2022,9,5384,2075,2.59469879518072,"Understock"
"Lwengo District",2022,10,8237,1903,4.32842879663689,"Understock"
"Lwengo District",2022,11,7323,1795,4.07966573816156,"Understock"
"Lwengo District",2022,12,4596,1942,2.36663233779609,"Understock"
"Lwengo District",2022,13,14823,1863,7.95652173913043,"Understock"
"Lwengo District",2022,14,34861,2174,16.0354185832567,"Adequate stock"
"Lwengo District",2022,15,14196,1708,8.31147540983607,"Adequate stock"
"Lwengo District",2022,16,26982,2632,10.2515197568389,"Adequate stock"
"Lwengo District",2022,17,30758,2194,14.0191431175934,"Adequate stock"
"Lwengo District",2022,18,24286,3094,7.84938590820944,"Understock"
"Lwengo District",2022,19,16711,3065,5.45220228384992,"Understock"
"Lwengo District",2022,20,4553,1068,4.26310861423221,"Understock"
"Lwengo District",2022,21,14813,2634,5.62376613515566,"Understock"
"Lwengo District",2022,22,23187,2182,10.6264894592117,"Adequate stock"
"Lwengo District",2022,23,19550,3027,6.45853980839115,"Understock"
"Lwengo District",2022,24,17861,2766,6.45733911785972,"Understock"
"Lwengo District",2022,25,23415,3720,6.29435483870968,"Understock"
"Lwengo District",2022,26,22660,3481,6.50962367135881,"Understock"
"Lwengo District",2022,27,17995,2721,6.61337743476663,"Understock"
"Lwengo District",2022,28,17560,2543,6.905230043256,"Understock"
"Lwengo District",2022,29,9769,2347,4.16233489561142,"Understock"
"Lwengo District",2022,30,10026,1936,5.17871900826446,"Understock"
"Lwengo District",2022,31,9314,1565,5.95143769968051,"Understock"
"Lwengo District",2022,32,7655,1274,6.00863422291994,"Understock"
"Lwengo District",2022,33,7004,1380,5.07536231884058,"Understock"
"Lwengo District",2022,34,6257,1244,5.02974276527331,"Understock"
"Lwengo District",2022,35,5929,1065,5.56713615023474,"Understock"
"Lwengo District",2022,36,5934,1136,5.22359154929577,"Understock"
"Lwengo District",2022,37,7700,1131,6.80813439434129,"Understock"
"Lwengo District",2022,38,16777,1622,10.3434032059186,"Adequate stock"
"Lwengo District",2022,39,16742,2188,7.65173674588665,"Understock"
"Lwengo District",2022,40,9785,2179,4.49059201468564,"Understock"
"Lwengo District",2022,41,12368,2750,4.49745454545455,"Understock"
"Lwengo District",2022,42,12266,2522,4.86360031720856,"Understock"
"Lwengo District",2022,43,9977,2822,3.53543586109142,"Understock"
"Lwengo District",2022,44,6183,2905,2.12839931153184,"Understock"
"Lwengo District",2022,45,3226,3040,1.06118421052632,"Understock"
"Lwengo District",2022,46,6847,1924,3.55873180873181,"Understock"
"Lwengo District",2022,47,5421,1172,4.62542662116041,"Understock"
"Lwengo District",2022,48,2343,1347,1.73942093541203,"Understock"
"Lwengo District",2022,49,2247,1770,1.26949152542373,"Understock"
"Lwengo District",2022,50,10267,1242,8.26650563607085,"Adequate stock"
"Lwengo District",2022,51,5280,1092,4.83516483516483,"Understock"
"Lwengo District",2022,52,13982,1978,7.06875631951466,"Understock"
"Lyantonde District",2022,1,9333,2643,3.53121452894438,"Understock"
"Lyantonde District",2022,2,10678,1884,5.66772823779193,"Understock"
"Lyantonde District",2022,3,10185,1830,5.5655737704918,"Understock"
"Lyantonde District",2022,4,8537,1870,4.56524064171123,"Understock"
"Lyantonde District",2022,5,8282,976,8.48565573770492,"Adequate stock"
"Lyantonde District",2022,6,6463,1229,5.25874694873881,"Understock"
"Lyantonde District",2022,7,4073,1010,4.03267326732673,"Understock"
"Lyantonde District",2022,8,2260,1195,1.89121338912134,"Understock"
"Lyantonde District",2022,9,3511,911,3.85400658616904,"Understock"
"Lyantonde District",2022,10,2995,924,3.24134199134199,"Understock"
"Lyantonde District",2022,11,2258,1085,2.08110599078341,"Understock"
"Lyantonde District",2022,12,26654,1143,23.3193350831146,"Overstock"
"Lyantonde District",2022,13,23721,1696,13.9864386792453,"Adequate stock"
"Lyantonde District",2022,14,25640,1776,14.4369369369369,"Adequate stock"
"Lyantonde District",2022,15,16740,925,18.0972972972973,"Adequate stock"
"Lyantonde District",2022,16,30106,1306,23.052067381317,"Overstock"
"Lyantonde District",2022,17,19835,1308,15.164373088685,"Adequate stock"
"Lyantonde District",2022,18,15126,1809,8.36152570480929,"Adequate stock"
"Lyantonde District",2022,19,19730,1963,10.0509424350484,"Adequate stock"
"Lyantonde District",2022,20,8414,1057,7.96026490066225,"Understock"
"Lyantonde District",2022,21,12700,792,16.0353535353535,"Adequate stock"
"Lyantonde District",2022,22,12489,1016,12.2923228346457,"Adequate stock"
"Lyantonde District",2022,23,6491,1237,5.24737267582862,"Understock"
"Lyantonde District",2022,24,21452,2052,10.4541910331384,"Adequate stock"
"Lyantonde District",2022,25,11864,1811,6.55107675317504,"Understock"
"Lyantonde District",2022,26,10264,2067,4.96565070149976,"Understock"
"Lyantonde District",2022,27,7574,2044,3.70547945205479,"Understock"
"Lyantonde District",2022,28,7138,1749,4.08118925100057,"Understock"
"Lyantonde District",2022,29,4371,1746,2.50343642611684,"Understock"
"Lyantonde District",2022,30,6140,1374,4.46870451237263,"Understock"
"Lyantonde District",2022,31,9841,1012,9.72430830039526,"Adequate stock"
"Lyantonde District",2022,32,2874,760,3.78157894736842,"Understock"
"Lyantonde District",2022,33,8240,781,10.550576184379,"Adequate stock"
"Lyantonde District",2022,34,7237,765,9.46013071895425,"Adequate stock"
"Lyantonde District",2022,35,6010,600,10.0166666666667,"Adequate stock"
"Lyantonde District",2022,36,6608,669,9.87742899850523,"Adequate stock"
"Lyantonde District",2022,37,14499,711,20.3924050632911,"Overstock"
"Lyantonde District",2022,38,17707,1077,16.4410399257196,"Adequate stock"
"Lyantonde District",2022,39,20757,1281,16.2037470725995,"Adequate stock"
"Lyantonde District",2022,40,16560,1545,10.7184466019417,"Adequate stock"
"Lyantonde District",2022,41,10056,1473,6.82688391038697,"Understock"
"Lyantonde District",2022,42,9505,1665,5.70870870870871,"Understock"
"Lyantonde District",2022,43,9578,1797,5.32999443516973,"Understock"
"Lyantonde District",2022,44,8137,1730,4.70346820809249,"Understock"
"Lyantonde District",2022,45,7370,2032,3.62696850393701,"Understock"
"Lyantonde District",2022,46,4511,1022,4.41389432485323,"Understock"
"Lyantonde District",2022,47,4796,1441,3.32824427480916,"Understock"
"Lyantonde District",2022,48,2997,1512,1.98214285714286,"Understock"
"Lyantonde District",2022,49,14286,1413,10.1104033970276,"Adequate stock"
"Lyantonde District",2022,50,13264,2766,4.79537237888648,"Understock"
"Lyantonde District",2022,51,12779,2819,4.53316778999645,"Understock"
"Lyantonde District",2022,52,9198,2314,3.97493517718237,"Understock"
"Madi-Okollo District",2022,1,32357,2255,14.3490022172949,"Adequate stock"
"Madi-Okollo District",2022,2,40354,1921,21.0067673086934,"Overstock"
"Madi-Okollo District",2022,3,31730,1773,17.8962210941906,"Adequate stock"
"Madi-Okollo District",2022,4,30237,2245,13.4685968819599,"Adequate stock"
"Madi-Okollo District",2022,5,36866,2262,16.2979664014147,"Adequate stock"
"Madi-Okollo District",2022,6,109499,2934,37.3207225630538,"Overstock"
"Madi-Okollo District",2022,7,144377,3946,36.5881905727319,"Overstock"
"Madi-Okollo District",2022,8,89280,2877,31.0323253388947,"Overstock"
"Madi-Okollo District",2022,9,89701,1810,49.5585635359116,"Overstock"
"Madi-Okollo District",2022,10,69283,2473,28.0157703194501,"Overstock"
"Madi-Okollo District",2022,11,75122,3045,24.6706075533662,"Overstock"
"Madi-Okollo District",2022,12,71220,2768,25.7297687861272,"Overstock"
"Madi-Okollo District",2022,13,71580,2212,32.3598553345389,"Overstock"
"Madi-Okollo District",2022,14,64657,2625,24.6312380952381,"Overstock"
"Madi-Okollo District",2022,15,48056,2106,22.8186134852802,"Overstock"
"Madi-Okollo District",2022,16,65559,3075,21.32,"Overstock"
"Madi-Okollo District",2022,17,149218,3418,43.6565242832066,"Overstock"
"Madi-Okollo District",2022,18,119937,4139,28.9772892002899,"Overstock"
"Madi-Okollo District",2022,19,98844,4082,24.2146006859383,"Overstock"
"Madi-Okollo District",2022,20,93995,5701,16.487458340642,"Adequate stock"
"Madi-Okollo District",2022,21,115859,5073,22.8383599448058,"Overstock"
"Madi-Okollo District",2022,22,155861,4047,38.512725475661,"Overstock"
"Madi-Okollo District",2022,23,109646,4871,22.5099568877027,"Overstock"
"Madi-Okollo District",2022,24,86361,5085,16.9834808259587,"Adequate stock"
"Madi-Okollo District",2022,25,105453,4017,26.2516803584765,"Overstock"
"Madi-Okollo District",2022,26,94918,3344,28.3845693779904,"Overstock"
"Madi-Okollo District",2022,27,69121,3258,21.2157765500307,"Overstock"
"Madi-Okollo District",2022,28,219131,3949,55.4902506963788,"Overstock"
"Madi-Okollo District",2022,29,1709916,4615,370.512676056338,"Overstock"
"Madi-Okollo District",2022,30,133550,4346,30.7294063506673,"Overstock"
"Madi-Okollo District",2022,31,114538,3530,32.4470254957507,"Overstock"
"Madi-Okollo District",2022,32,126082,4164,30.2790585975024,"Overstock"
"Madi-Okollo District",2022,33,97947,3366,29.0989304812834,"Overstock"
"Madi-Okollo District",2022,34,79419,3694,21.4994585814835,"Overstock"
"Madi-Okollo District",2022,35,106973,3611,29.624203821656,"Overstock"
"Madi-Okollo District",2022,36,104479,4711,22.1776692846529,"Overstock"
"Madi-Okollo District",2022,37,85770,5054,16.9707162643451,"Adequate stock"
"Madi-Okollo District",2022,38,81631,4916,16.6051668022783,"Adequate stock"
"Madi-Okollo District",2022,39,90229,4059,22.2293668391229,"Overstock"
"Madi-Okollo District",2022,40,69867,3689,18.9392789373814,"Adequate stock"
"Madi-Okollo District",2022,41,77419,5313,14.5716167890081,"Adequate stock"
"Madi-Okollo District",2022,42,188686,3962,47.6239273094397,"Overstock"
"Madi-Okollo District",2022,43,91690,5438,16.8609783008459,"Adequate stock"
"Madi-Okollo District",2022,44,77972,3224,24.1848635235732,"Overstock"
"Madi-Okollo District",2022,45,67918,3975,17.0862893081761,"Adequate stock"
"Madi-Okollo District",2022,46,40270,946,42.568710359408,"Overstock"
"Madi-Okollo District",2022,47,81505,1449,56.2491373360939,"Overstock"
"Madi-Okollo District",2022,48,80142,3946,20.3096806893056,"Overstock"
"Madi-Okollo District",2022,49,130520,3499,37.3020863103744,"Overstock"
"Madi-Okollo District",2022,50,72122,3105,23.2276972624799,"Overstock"
"Madi-Okollo District",2022,51,61595,2227,27.658284687921,"Overstock"
"Madi-Okollo District",2022,52,59878,1882,31.8161530286929,"Overstock"
"Manafwa District",2022,1,240,1538,0.156046814044213,"Understock"
"Manafwa District",2022,2,8227,958,8.58768267223382,"Adequate stock"
"Manafwa District",2022,3,3115,1126,2.7664298401421,"Understock"
"Manafwa District",2022,4,475,973,0.488180883864337,"Understock"
"Manafwa District",2022,5,3215,1101,2.92007266121708,"Understock"
"Manafwa District",2022,6,1450,868,1.6705069124424,"Understock"
"Manafwa District",2022,7,1015,896,1.1328125,"Understock"
"Manafwa District",2022,8,868,1288,0.673913043478261,"Understock"
"Manafwa District",2022,9,16065,976,16.4600409836066,"Adequate stock"
"Manafwa District",2022,10,9895,1098,9.01183970856102,"Adequate stock"
"Manafwa District",2022,11,20907,1559,13.410519563823,"Adequate stock"
"Manafwa District",2022,12,6685,1343,4.97766195085629,"Understock"
"Manafwa District",2022,13,7775,1056,7.36268939393939,"Understock"
"Manafwa District",2022,14,2375,496,4.7883064516129,"Understock"
"Manafwa District",2022,15,5081,398,12.7663316582915,"Adequate stock"
"Manafwa District",2022,16,4536,537,8.44692737430168,"Adequate stock"
"Manafwa District",2022,17,2991,688,4.34738372093023,"Understock"
"Manafwa District",2022,18,850,681,1.24816446402349,"Understock"
"Manafwa District",2022,19,5540,960,5.77083333333333,"Understock"
"Manafwa District",2022,20,3800,1094,3.47349177330896,"Understock"
"Manafwa District",2022,21,4104,1248,3.28846153846154,"Understock"
"Manafwa District",2022,22,3796,1026,3.69980506822612,"Understock"
"Manafwa District",2022,23,4025,1097,3.66909753874202,"Understock"
"Manafwa District",2022,24,4150,1453,2.856159669649,"Understock"
"Manafwa District",2022,25,700,1762,0.39727582292849,"Understock"
"Manafwa District",2022,26,5870,1981,2.96314992428067,"Understock"
"Manafwa District",2022,27,2090,932,2.24248927038627,"Understock"
"Manafwa District",2022,28,2357,989,2.38321536905966,"Understock"
"Manafwa District",2022,29,1613,1811,0.890668139149641,"Understock"
"Manafwa District",2022,30,3004,1525,1.96983606557377,"Understock"
"Manafwa District",2022,31,5235,913,5.73384446878423,"Understock"
"Manafwa District",2022,32,200,826,0.242130750605327,"Understock"
"Manafwa District",2022,33,1564,1121,1.39518287243533,"Understock"
"Manafwa District",2022,34,6613,1137,5.81618293755497,"Understock"
"Manafwa District",2022,35,1770,1331,1.32982719759579,"Understock"
"Manafwa District",2022,36,2708,1018,2.66011787819253,"Understock"
"Manafwa District",2022,37,1529,1079,1.41705282669138,"Understock"
"Manafwa District",2022,38,2082,1026,2.02923976608187,"Understock"
"Manafwa District",2022,39,1440,901,1.59822419533851,"Understock"
"Manafwa District",2022,40,1110,763,1.45478374836173,"Understock"
"Manafwa District",2022,41,3104,669,4.63976083707025,"Understock"
"Manafwa District",2022,42,1853,634,2.92271293375394,"Understock"
"Manafwa District",2022,43,1161,680,1.70735294117647,"Understock"
"Manafwa District",2022,44,1122,426,2.63380281690141,"Understock"
"Manafwa District",2022,45,16485,521,31.6410748560461,"Overstock"
"Manafwa District",2022,46,12810,598,21.4214046822742,"Overstock"
"Manafwa District",2022,47,7660,639,11.9874804381847,"Adequate stock"
"Manafwa District",2022,48,10995,686,16.0276967930029,"Adequate stock"
"Manafwa District",2022,49,3657,752,4.86303191489362,"Understock"
"Manafwa District",2022,50,4021,781,5.14852752880922,"Understock"
"Manafwa District",2022,51,51,75,0.68,"Understock"
"Manafwa District",2022,52,2303,368,6.25815217391304,"Understock"
"Maracha District",2022,1,50372,3770,13.3612732095491,"Adequate stock"
"Maracha District",2022,2,49803,2089,23.8405935854476,"Overstock"
"Maracha District",2022,3,49062,3445,14.2415094339623,"Adequate stock"
"Maracha District",2022,4,45696,2665,17.1467166979362,"Adequate stock"
"Maracha District",2022,5,40878,3876,10.546439628483,"Adequate stock"
"Maracha District",2022,6,165801,4281,38.729502452698,"Overstock"
"Maracha District",2022,7,206529,3985,51.826599749059,"Overstock"
"Maracha District",2022,8,195227,4776,40.876675041876,"Overstock"
"Maracha District",2022,9,156077,2916,53.5243484224966,"Overstock"
"Maracha District",2022,10,170745,2887,59.1427086941462,"Overstock"
"Maracha District",2022,11,175462,4855,36.140473738414,"Overstock"
"Maracha District",2022,12,201345,3871,52.0136915525704,"Overstock"
"Maracha District",2022,13,101804,1891,53.8360655737705,"Overstock"
"Maracha District",2022,14,68379,1461,46.8028747433265,"Overstock"
"Maracha District",2022,15,114844,3110,36.9273311897106,"Overstock"
"Maracha District",2022,16,195009,4239,46.0035385704176,"Overstock"
"Maracha District",2022,17,275615,5123,53.7995315244974,"Overstock"
"Maracha District",2022,18,359194,5356,67.0638536221061,"Overstock"
"Maracha District",2022,19,175999,3358,52.4118522930316,"Overstock"
"Maracha District",2022,20,233720,4803,48.6612533833021,"Overstock"
"Maracha District",2022,21,273157,4457,61.2871886919453,"Overstock"
"Maracha District",2022,22,224746,2421,92.8318876497315,"Overstock"
"Maracha District",2022,23,213280,3939,54.1457222645341,"Overstock"
"Maracha District",2022,24,282366,6115,46.1759607522486,"Overstock"
"Maracha District",2022,25,336836,5634,59.7862974795882,"Overstock"
"Maracha District",2022,26,268003,2746,97.5975965040058,"Overstock"
"Maracha District",2022,27,149318,2025,73.7372839506173,"Overstock"
"Maracha District",2022,28,322505,4952,65.126211631664,"Overstock"
"Maracha District",2022,29,311626,3457,90.1434770031819,"Overstock"
"Maracha District",2022,30,569706,4687,121.550245359505,"Overstock"
"Maracha District",2022,31,646512,3494,185.034917000572,"Overstock"
"Maracha District",2022,32,536356,3304,162.335351089588,"Overstock"
"Maracha District",2022,33,355520,3490,101.868194842407,"Overstock"
"Maracha District",2022,34,323957,3334,97.1676664667067,"Overstock"
"Maracha District",2022,35,329510,3514,93.7706317586796,"Overstock"
"Maracha District",2022,36,312650,3107,100.627615062762,"Overstock"
"Maracha District",2022,37,329549,4175,78.9338922155689,"Overstock"
"Maracha District",2022,38,305536,3870,78.9498708010336,"Overstock"
"Maracha District",2022,39,283490,4283,66.1895867382676,"Overstock"
"Maracha District",2022,40,272277,3393,80.2466843501326,"Overstock"
"Maracha District",2022,41,315947,4582,68.9539502400698,"Overstock"
"Maracha District",2022,42,326279,3802,85.8177275118359,"Overstock"
"Maracha District",2022,43,302339,5525,54.7219909502262,"Overstock"
"Maracha District",2022,44,312079,4009,77.8445996507857,"Overstock"
"Maracha District",2022,45,279322,3511,79.5562517801196,"Overstock"
"Maracha District",2022,46,399843,1360,294.002205882353,"Overstock"
"Maracha District",2022,47,555789,3697,150.335136597241,"Overstock"
"Maracha District",2022,48,683156,3943,173.257925437484,"Overstock"
"Maracha District",2022,49,473834,2952,160.512872628726,"Overstock"
"Maracha District",2022,50,150007,2317,64.7419076391886,"Overstock"
"Maracha District",2022,51,150537,1768,85.1453619909502,"Overstock"
"Maracha District",2022,52,171449,1347,127.282108389013,"Overstock"
"Masaka City",2022,1,8309,1274,6.52197802197802,"Understock"
"Masaka City",2022,2,3536,780,4.53333333333333,"Understock"
"Masaka City",2022,3,9082,814,11.1572481572482,"Adequate stock"
"Masaka City",2022,4,7930,703,11.2802275960171,"Adequate stock"
"Masaka City",2022,5,8294,823,10.0777642770352,"Adequate stock"
"Masaka City",2022,6,6140,475,12.9263157894737,"Adequate stock"
"Masaka City",2022,7,6689,778,8.59768637532134,"Adequate stock"
"Masaka City",2022,8,11182,753,14.8499335989376,"Adequate stock"
"Masaka City",2022,9,9702,578,16.7854671280277,"Adequate stock"
"Masaka City",2022,10,12242,708,17.2909604519774,"Adequate stock"
"Masaka City",2022,11,7173,573,12.5183246073298,"Adequate stock"
"Masaka City",2022,12,7037,546,12.8882783882784,"Adequate stock"
"Masaka City",2022,13,16003,589,27.169779286927,"Overstock"
"Masaka City",2022,14,12951,532,24.343984962406,"Overstock"
"Masaka City",2022,15,10763,510,21.1039215686275,"Overstock"
"Masaka City",2022,16,14002,701,19.9743223965763,"Adequate stock"
"Masaka City",2022,17,13680,791,17.2945638432364,"Adequate stock"
"Masaka City",2022,18,10604,682,15.5483870967742,"Adequate stock"
"Masaka City",2022,19,11092,859,12.9126891734575,"Adequate stock"
"Masaka City",2022,20,10424,392,26.5918367346939,"Overstock"
"Masaka City",2022,21,9112,615,14.8162601626016,"Adequate stock"
"Masaka City",2022,22,9571,349,27.4240687679083,"Overstock"
"Masaka City",2022,23,6482,991,6.54086781029263,"Understock"
"Masaka City",2022,24,9594,865,11.0913294797688,"Adequate stock"
"Masaka City",2022,25,13053,958,13.625260960334,"Adequate stock"
"Masaka City",2022,26,8100,1041,7.78097982708934,"Understock"
"Masaka City",2022,27,11960,891,13.4231200897868,"Adequate stock"
"Masaka City",2022,28,12628,948,13.3206751054852,"Adequate stock"
"Masaka City",2022,29,10704,612,17.4901960784314,"Adequate stock"
"Masaka City",2022,30,10973,632,17.3623417721519,"Adequate stock"
"Masaka City",2022,31,10123,699,14.4821173104435,"Adequate stock"
"Masaka City",2022,32,10241,378,27.0925925925926,"Overstock"
"Masaka City",2022,33,12418,647,19.193199381762,"Adequate stock"
"Masaka City",2022,34,12125,695,17.4460431654676,"Adequate stock"
"Masaka City",2022,35,12394,674,18.3887240356083,"Adequate stock"
"Masaka City",2022,36,11379,595,19.1243697478992,"Adequate stock"
"Masaka City",2022,37,10612,540,19.6518518518519,"Adequate stock"
"Masaka City",2022,38,15455,678,22.7949852507375,"Overstock"
"Masaka City",2022,39,16159,889,18.1766029246344,"Adequate stock"
"Masaka City",2022,40,14008,776,18.0515463917526,"Adequate stock"
"Masaka City",2022,41,12789,805,15.8869565217391,"Adequate stock"
"Masaka City",2022,42,10393,1021,10.179236043095,"Adequate stock"
"Masaka City",2022,43,6787,832,8.15745192307692,"Adequate stock"
"Masaka City",2022,44,10818,892,12.127802690583,"Adequate stock"
"Masaka City",2022,45,12946,1051,12.3177925784967,"Adequate stock"
"Masaka City",2022,46,9243,661,13.9833585476551,"Adequate stock"
"Masaka City",2022,47,8064,548,14.7153284671533,"Adequate stock"
"Masaka City",2022,48,5295,956,5.53870292887029,"Understock"
"Masaka City",2022,49,4828,655,7.37099236641221,"Understock"
"Masaka City",2022,50,48313,805,60.016149068323,"Overstock"
"Masaka City",2022,51,8840,618,14.3042071197411,"Adequate stock"
"Masaka City",2022,52,10198,898,11.3563474387528,"Adequate stock"
"Masaka District",2022,1,1050,290,3.62068965517241,"Understock"
"Masaka District",2022,2,3530,427,8.26697892271663,"Adequate stock"
"Masaka District",2022,3,2524,391,6.45524296675192,"Understock"
"Masaka District",2022,4,3106,554,5.60649819494585,"Understock"
"Masaka District",2022,5,4125,464,8.89008620689655,"Adequate stock"
"Masaka District",2022,6,2741,496,5.52620967741935,"Understock"
"Masaka District",2022,7,435,467,0.931477516059957,"Understock"
"Masaka District",2022,8,3457,545,6.34311926605505,"Understock"
"Masaka District",2022,9,2447,513,4.76998050682261,"Understock"
"Masaka District",2022,10,2286,304,7.51973684210526,"Understock"
"Masaka District",2022,11,1707,279,6.11827956989247,"Understock"
"Masaka District",2022,12,424,431,0.983758700696056,"Understock"
"Masaka District",2022,13,4800,566,8.48056537102473,"Adequate stock"
"Masaka District",2022,14,6303,405,15.562962962963,"Adequate stock"
"Masaka District",2022,15,7356,595,12.363025210084,"Adequate stock"
"Masaka District",2022,16,7173,309,23.2135922330097,"Overstock"
"Masaka District",2022,17,4965,340,14.6029411764706,"Adequate stock"
"Masaka District",2022,18,7824,707,11.0664780763791,"Adequate stock"
"Masaka District",2022,19,8899,882,10.0895691609977,"Adequate stock"
"Masaka District",2022,20,6578,980,6.71224489795918,"Understock"
"Masaka District",2022,21,4785,383,12.4934725848564,"Adequate stock"
"Masaka District",2022,22,7066,789,8.95564005069708,"Adequate stock"
"Masaka District",2022,23,6177,585,10.5589743589744,"Adequate stock"
"Masaka District",2022,24,4409,572,7.70804195804196,"Understock"
"Masaka District",2022,25,8508,609,13.9704433497537,"Adequate stock"
"Masaka District",2022,26,7820,692,11.3005780346821,"Adequate stock"
"Masaka District",2022,27,8627,863,9.99652375434531,"Adequate stock"
"Masaka District",2022,28,6467,560,11.5482142857143,"Adequate stock"
"Masaka District",2022,29,9906,664,14.9186746987952,"Adequate stock"
"Masaka District",2022,30,6440,588,10.952380952381,"Adequate stock"
"Masaka District",2022,31,3141,366,8.58196721311475,"Adequate stock"
"Masaka District",2022,32,3107,327,9.50152905198777,"Adequate stock"
"Masaka District",2022,33,3430,335,10.2388059701493,"Adequate stock"
"Masaka District",2022,34,3672,461,7.96529284164859,"Understock"
"Masaka District",2022,35,3118,231,13.4978354978355,"Adequate stock"
