"district","year","week","total_cases"
"Bushenyi District",2022,40,685
"Bushenyi District",2022,41,540
"Bushenyi District",2022,43,635
"Bushenyi District",2022,45,523
"Bushenyi District",2022,6,828
"Bulambuli District",2022,14,336
"Bulambuli District",2022,21,295
"Bulambuli District",2022,23,604
"Bulambuli District",2022,39,573
"Bulambuli District",2022,50,471
"Luwero District",2022,1,2192
"Luwero District",2022,18,2755
"Luwero District",2022,2,1751
"Luwero District",2022,25,3068
"Luwero District",2022,3,1551
"Luwero District",2022,36,1548
"Luwero District",2022,37,1781
"Luwero District",2022,38,1841
"Luwero District",2022,39,1861
"Luwero District",2022,4,1613
"Luwero District",2022,40,1698
"Luwero District",2022,41,1669
"Luwero District",2022,43,2333
"Luwero District",2022,5,1556
"Luwero District",2022,6,1606
"Luwero District",2022,7,1486
"Luwero District",2022,8,1888
"Luwero District",2022,9,2616
"Kole District",2022,15,1159
"Kole District",2022,17,1668
"Kole District",2022,20,2076
"Kole District",2022,23,2553
"Kole District",2022,24,1868
"Kole District",2022,25,1346
"Kole District",2022,26,1417
"Kole District",2022,28,1550
"Kole District",2022,29,2069
"Kole District",2022,32,1660
"Kole District",2022,39,2355
"Kole District",2022,40,1584
"Kole District",2022,41,710
"Kole District",2022,43,3158
"Kole District",2022,45,2339
"Kole District",2022,49,1290
"Kole District",2022,50,637
"Kole District",2022,6,448
"Kibaale District",2022,32,553
"Kibaale District",2022,42,965
"Kibaale District",2022,43,937
"Kibaale District",2022,44,902
"Kibaale District",2022,45,809
"Kibaale District",2022,46,727
"Kibaale District",2022,47,941
"Kibaale District",2022,49,806
"Bushenyi District",2022,16,522
"Bushenyi District",2022,42,637
"Bushenyi District",2022,44,648
"Lwengo District",2022,24,1616
"Terego District",2022,13,1891
"Terego District",2022,14,1357
"Terego District",2022,15,1093
"Terego District",2022,2,2279
"Terego District",2022,22,5836
"Terego District",2022,38,5366
"Terego District",2022,39,5752
"Terego District",2022,4,2466
"Terego District",2022,51,2468
"Soroti District",2022,13,353
"Soroti District",2022,20,677
"Soroti District",2022,47,992
"Kalungu District",2022,13,505
"Luuka District",2022,13,2190
"Buhweju District",2022,10,62
"Buhweju District",2022,11,46
"Buhweju District",2022,12,56
"Buhweju District",2022,13,50
"Buhweju District",2022,14,45
"Buhweju District",2022,15,72
"Buhweju District",2022,16,93
"Buhweju District",2022,17,109
"Buhweju District",2022,18,368
"Buhweju District",2022,19,90
"Buhweju District",2022,2,37
"Buhweju District",2022,20,33
"Buhweju District",2022,21,21
"Buhweju District",2022,22,75
"Buhweju District",2022,23,71
"Buhweju District",2022,24,97
"Buhweju District",2022,25,91
"Buhweju District",2022,26,91
"Buhweju District",2022,27,46
"Buhweju District",2022,28,118
"Buhweju District",2022,29,100
"Buhweju District",2022,3,133
"Buhweju District",2022,30,67
"Buhweju District",2022,31,86
"Buhweju District",2022,33,74
"Buhweju District",2022,34,78
"Buhweju District",2022,36,80
"Buhweju District",2022,37,58
"Buhweju District",2022,38,78
"Buhweju District",2022,39,98
"Buhweju District",2022,4,123
"Buhweju District",2022,40,75
"Buhweju District",2022,41,46
"Buhweju District",2022,42,66
"Buhweju District",2022,43,74
"Buhweju District",2022,45,99
"Buhweju District",2022,46,28
"Buhweju District",2022,47,111
"Buhweju District",2022,48,86
"Buhweju District",2022,49,63
"Buhweju District",2022,5,129
"Buhweju District",2022,50,47
"Buhweju District",2022,51,57
"Buhweju District",2022,52,55
"Buhweju District",2022,6,112
"Buhweju District",2022,7,96
"Buhweju District",2022,8,58
"Buhweju District",2022,9,72
"Kabale District",2022,15,46
"Kabale District",2022,29,124
"Kabale District",2022,31,125
"Kabale District",2022,5,137
"Kabale District",2022,7,157
"Kabale District",2022,8,128
"Nakasongola District",2022,10,793
"Nakasongola District",2022,11,783
"Nakasongola District",2022,12,715
"Nakasongola District",2022,13,480
"Nakasongola District",2022,14,518
"Nakasongola District",2022,16,607
"Nakasongola District",2022,18,1124
"Nakasongola District",2022,19,1532
"Nakasongola District",2022,25,1754
"Nakasongola District",2022,26,1848
"Nakasongola District",2022,27,1038
"Nakasongola District",2022,28,1310
"Nakasongola District",2022,29,1753
"Nakasongola District",2022,3,797
"Nakasongola District",2022,31,1119
"Nakasongola District",2022,32,770
"Nakasongola District",2022,33,900
"Nakasongola District",2022,34,1110
"Nakasongola District",2022,35,824
"Nakasongola District",2022,36,952
"Nakasongola District",2022,37,999
"Nakasongola District",2022,38,1086
"Nakasongola District",2022,39,1465
"Nakasongola District",2022,4,718
"Nakasongola District",2022,40,1520
"Nakasongola District",2022,41,1499
"Nakasongola District",2022,42,1525
"Nakasongola District",2022,43,2174
"Nakasongola District",2022,44,2305
"Nakasongola District",2022,45,2396
"Nakasongola District",2022,47,1494
"Nakasongola District",2022,48,2044
"Nakasongola District",2022,49,1389
"Nakasongola District",2022,5,436
"Nakasongola District",2022,50,1507
"Nakasongola District",2022,51,1054
"Nakasongola District",2022,52,1203
"Nakasongola District",2022,6,760
"Nakasongola District",2022,7,523
"Nakasongola District",2022,8,951
"Nakasongola District",2022,9,752
"Lwengo District",2022,37,481
"Lwengo District",2022,41,1293
"Kaberamaido District",2022,10,1447
"Kaberamaido District",2022,21,572
"Kaberamaido District",2022,3,1121
"Kaberamaido District",2022,41,2813
"Mayuge District",2022,10,3233
"Mayuge District",2022,13,2444
"Mayuge District",2022,15,2678
"Mayuge District",2022,16,1953
"Mayuge District",2022,2,2415
"Mayuge District",2022,21,2182
"Mayuge District",2022,22,2707
"Mayuge District",2022,30,4405
"Mayuge District",2022,4,2251
"Mayuge District",2022,40,2347
"Mayuge District",2022,5,1649
"Mayuge District",2022,52,1688
"Mayuge District",2022,7,2127
"Kyenjojo District",2022,1,1792
"Kyenjojo District",2022,10,1530
"Kyenjojo District",2022,11,1043
"Kyenjojo District",2022,13,455
"Kyenjojo District",2022,14,621
"Kyenjojo District",2022,15,923
"Kyenjojo District",2022,16,1224
"Kyenjojo District",2022,17,1619
"Kyenjojo District",2022,2,1260
"Kyenjojo District",2022,23,2762
"Kyenjojo District",2022,26,2002
"Kyenjojo District",2022,27,2306
"Kyenjojo District",2022,3,826
"Kyenjojo District",2022,31,1474
"Kyenjojo District",2022,32,1008
"Kyenjojo District",2022,37,1472
"Kyenjojo District",2022,38,1409
"Kyenjojo District",2022,4,1358
"Kyenjojo District",2022,40,1521
"Kyenjojo District",2022,41,2010
"Kyenjojo District",2022,47,1910
"Kyenjojo District",2022,5,1805
"Kyenjojo District",2022,7,1484
"Kyenjojo District",2022,8,1270
"Sembabule District",2022,1,1149
"Sembabule District",2022,13,625
"Sembabule District",2022,14,863
"Sembabule District",2022,17,1014
"Sembabule District",2022,18,926
"Sembabule District",2022,2,1673
"Sembabule District",2022,23,1199
"Sembabule District",2022,24,1120
"Sembabule District",2022,25,1241
"Sembabule District",2022,29,1015
"Sembabule District",2022,3,1722
"Sembabule District",2022,33,745
"Sembabule District",2022,34,811
"Sembabule District",2022,35,699
"Sembabule District",2022,36,570
"Sembabule District",2022,37,657
"Sembabule District",2022,38,740
"Sembabule District",2022,39,1046
"Sembabule District",2022,40,1311
"Sembabule District",2022,41,1353
"Sembabule District",2022,42,1188
"Sembabule District",2022,43,1746
"Sembabule District",2022,44,1972
"Sembabule District",2022,45,1832
"Sembabule District",2022,46,1411
"Sembabule District",2022,47,1173
"Sembabule District",2022,48,1410
"Sembabule District",2022,49,1376
"Sembabule District",2022,5,1265
"Sembabule District",2022,50,1724
"Sembabule District",2022,51,1933
"Sembabule District",2022,52,1870
"Amudat District",2022,10,355
"Amudat District",2022,12,396
"Amudat District",2022,16,257
"Amudat District",2022,17,222
"Amudat District",2022,18,151
"Amudat District",2022,19,402
"Amudat District",2022,2,322
"Amudat District",2022,20,310
"Amudat District",2022,21,411
"Amudat District",2022,22,703
"Amudat District",2022,23,568
"Amudat District",2022,24,943
"Amudat District",2022,25,670
"Amudat District",2022,26,868
"Amudat District",2022,27,804
"Amudat District",2022,28,812
"Amudat District",2022,29,693
"Amudat District",2022,3,314
"Amudat District",2022,30,538
"Amudat District",2022,31,469
"Amudat District",2022,32,321
"Amudat District",2022,35,417
"Amudat District",2022,36,526
"Amudat District",2022,37,566
"Amudat District",2022,38,553
"Amudat District",2022,39,460
"Amudat District",2022,40,514
"Amudat District",2022,44,263
"Amudat District",2022,46,215
"Amudat District",2022,47,210
"Amudat District",2022,48,254
"Amudat District",2022,49,492
"Amudat District",2022,50,372
"Amudat District",2022,52,176
"Amudat District",2022,7,229
"Amudat District",2022,8,284
"Amudat District",2022,9,275
"Serere District",2022,28,1686
"Serere District",2022,40,2741
"Rukungiri District",2022,13,376
"Rukungiri District",2022,47,853
"Rukungiri District",2022,51,635
"Mayuge District",2022,35,2286
"Kyenjojo District",2022,42,1714
"Kyenjojo District",2022,43,2587
"Kyenjojo District",2022,6,1016
"Bugweri District",2022,1,2347
"Bugweri District",2022,11,1847
"Bugweri District",2022,12,1479
"Bugweri District",2022,13,1001
"Bugweri District",2022,16,1067
"Bugweri District",2022,17,1048
"Bugweri District",2022,18,893
"Bugweri District",2022,19,1105
"Bugweri District",2022,20,392
"Bugweri District",2022,21,1978
"Bugweri District",2022,22,2141
"Bugweri District",2022,23,2136
"Bugweri District",2022,24,1924
"Bugweri District",2022,25,2406
"Bugweri District",2022,26,2714
"Bugweri District",2022,27,2348
"Bugweri District",2022,29,2517
"Bugweri District",2022,31,1943
"Bugweri District",2022,33,1566
"Bugweri District",2022,34,1854
"Bugweri District",2022,35,1857
"Bugweri District",2022,36,1525
"Bugweri District",2022,37,1455
"Bugweri District",2022,38,1650
"Bugweri District",2022,39,2107
"Bugweri District",2022,40,1511
"Bugweri District",2022,41,1735
"Bugweri District",2022,42,1185
"Bugweri District",2022,43,1324
"Bugweri District",2022,44,1108
"Bugweri District",2022,46,504
"Bugweri District",2022,47,1652
"Bugweri District",2022,9,1019
"Rubanda District",2022,2,91
"Rubanda District",2022,3,66
"Rubanda District",2022,4,57
"Bulambuli District",2022,22,187
"Bulambuli District",2022,32,423
"Mubende District",2022,2,467
"Mubende District",2022,20,852
"Mubende District",2022,25,946
"Kamuli District",2022,36,3304
"Mitooma District",2022,1,383
"Mitooma District",2022,11,605
"Mitooma District",2022,13,375
"Mitooma District",2022,14,404
"Mitooma District",2022,17,415
"Mitooma District",2022,18,402
"Mitooma District",2022,2,547
"Mitooma District",2022,23,458
"Mitooma District",2022,26,424
"Mitooma District",2022,3,602
"Mitooma District",2022,32,316
"Mitooma District",2022,39,686
"Mitooma District",2022,40,596
"Mitooma District",2022,47,546
"Mukono District",2022,16,1716
"Mukono District",2022,2,1528
"Mukono District",2022,6,1428
"Kabale District",2022,11,84
"Kabale District",2022,30,117
"Pader District",2022,3,1341
"Buyende District",2022,1,1118
"Buyende District",2022,10,858
"Buyende District",2022,16,938
"Buyende District",2022,17,804
"Buyende District",2022,52,1086
"Nakapiripirit District",2022,10,552
"Nakapiripirit District",2022,11,611
"Nakapiripirit District",2022,12,840
"Nakapiripirit District",2022,13,487
"Nakapiripirit District",2022,14,656
"Nakapiripirit District",2022,15,450
"Nakapiripirit District",2022,16,350
"Nakapiripirit District",2022,17,524
"Nakapiripirit District",2022,18,607
"Nakapiripirit District",2022,19,413
"Nakapiripirit District",2022,21,466
"Nakapiripirit District",2022,22,486
"Nakapiripirit District",2022,23,842
"Nakapiripirit District",2022,24,1448
"Nakapiripirit District",2022,25,1220
"Nakapiripirit District",2022,26,1070
"Nakapiripirit District",2022,27,685
"Nakapiripirit District",2022,28,914
"Nakapiripirit District",2022,29,928
"Nakapiripirit District",2022,3,369
"Nakapiripirit District",2022,30,1033
"Nakapiripirit District",2022,31,763
"Nakapiripirit District",2022,32,704
"Nakapiripirit District",2022,33,505
"Nakapiripirit District",2022,34,584
"Nakapiripirit District",2022,35,789
"Nakapiripirit District",2022,36,815
"Nakapiripirit District",2022,37,831
"Nakapiripirit District",2022,38,1013
"Nakapiripirit District",2022,39,814
"Nakapiripirit District",2022,4,511
"Nakapiripirit District",2022,40,729
"Nakapiripirit District",2022,41,709
"Nakapiripirit District",2022,42,637
"Nakapiripirit District",2022,44,641
"Nakapiripirit District",2022,45,601
"Nakapiripirit District",2022,47,836
"Nakapiripirit District",2022,48,904
"Nakapiripirit District",2022,49,951
"Nakapiripirit District",2022,5,567
"Nakapiripirit District",2022,50,581
"Nakapiripirit District",2022,51,352
"Nakapiripirit District",2022,52,369
"Nakapiripirit District",2022,6,481
"Nakapiripirit District",2022,7,438
"Nakapiripirit District",2022,8,394
"Nakapiripirit District",2022,9,362
"Moyo District",2022,1,1266
"Moyo District",2022,12,1246
"Moyo District",2022,13,1187
"Moyo District",2022,14,658
"Moyo District",2022,15,654
"Moyo District",2022,17,1518
"Moyo District",2022,18,1206
"Moyo District",2022,2,891
"Moyo District",2022,25,630
"Moyo District",2022,26,1633
"Moyo District",2022,29,1495
"Moyo District",2022,3,1130
"Moyo District",2022,31,1516
"Moyo District",2022,34,1481
"Moyo District",2022,35,1498
"Moyo District",2022,36,1749
"Moyo District",2022,37,1824
"Moyo District",2022,38,2309
"Moyo District",2022,39,2170
"Moyo District",2022,4,1306
"Moyo District",2022,40,2010
"Moyo District",2022,41,2316
"Moyo District",2022,42,1837
"Moyo District",2022,44,1507
"Moyo District",2022,45,1554
"Moyo District",2022,47,1012
"Moyo District",2022,49,871
"Moyo District",2022,50,672
"Moyo District",2022,51,346
"Moyo District",2022,52,556
"Moyo District",2022,6,939
"Moyo District",2022,7,449
"Moyo District",2022,8,906
"Moyo District",2022,9,640
"Mityana District",2022,20,879
"Fort Portal City",2022,1,325
"Fort Portal City",2022,10,223
"Fort Portal City",2022,11,298
"Fort Portal City",2022,12,215
"Fort Portal City",2022,13,205
"Fort Portal City",2022,14,161
"Fort Portal City",2022,15,150
"Fort Portal City",2022,16,232
"Fort Portal City",2022,17,263
"Fort Portal City",2022,18,291
"Fort Portal City",2022,2,223
"Fort Portal City",2022,22,452
"Fort Portal City",2022,23,368
"Fort Portal City",2022,24,344
"Fort Portal City",2022,25,390
"Fort Portal City",2022,26,415
"Fort Portal City",2022,27,434
"Fort Portal City",2022,28,401
"Fort Portal City",2022,29,317
"Fort Portal City",2022,3,333
"Fort Portal City",2022,30,372
"Fort Portal City",2022,31,287
"Fort Portal City",2022,32,286
"Fort Portal City",2022,33,270
"Fort Portal City",2022,34,395
"Fort Portal City",2022,35,322
"Fort Portal City",2022,36,379
"Fort Portal City",2022,37,343
"Fort Portal City",2022,38,424
"Fort Portal City",2022,39,308
"Fort Portal City",2022,4,184
"Fort Portal City",2022,40,380
"Fort Portal City",2022,41,374
"Fort Portal City",2022,42,272
"Fort Portal City",2022,43,333
"Fort Portal City",2022,44,444
"Fort Portal City",2022,45,365
"Fort Portal City",2022,46,326
"Fort Portal City",2022,47,381
"Fort Portal City",2022,48,422
"Fort Portal City",2022,49,407
"Fort Portal City",2022,5,271
"Fort Portal City",2022,50,517
"Fort Portal City",2022,52,298
"Fort Portal City",2022,6,255
"Fort Portal City",2022,7,260
"Fort Portal City",2022,8,260
"Fort Portal City",2022,9,212
"Pader District",2022,1,1599
"Ibanda District",2022,33,1418
"Nakaseke District",2022,33,778
"Nakaseke District",2022,34,634
"Nakaseke District",2022,40,836
"Nakaseke District",2022,42,590
"Nakaseke District",2022,43,924
"Nakaseke District",2022,44,983
"Nakaseke District",2022,45,1054
"Oyam District",2022,20,5899
"Oyam District",2022,21,6231
"Omoro District",2022,1,849
"Omoro District",2022,10,1580
"Omoro District",2022,11,1629
"Omoro District",2022,12,1270
"Omoro District",2022,13,1679
"Omoro District",2022,14,1572
"Omoro District",2022,15,2194
"Omoro District",2022,16,2332
"Omoro District",2022,17,3154
"Omoro District",2022,18,3687
"Omoro District",2022,19,4369
"Omoro District",2022,2,581
"Omoro District",2022,20,5515
"Omoro District",2022,21,3645
"Omoro District",2022,22,4188
"Omoro District",2022,23,4263
"Omoro District",2022,24,4862
"Omoro District",2022,25,4219
"Omoro District",2022,26,3039
"Omoro District",2022,27,3114
"Omoro District",2022,28,4186
"Omoro District",2022,29,4625
"Omoro District",2022,3,475
"Omoro District",2022,30,4161
"Omoro District",2022,31,2867
"Omoro District",2022,32,2764
"Omoro District",2022,33,2586
"Omoro District",2022,34,2842
"Omoro District",2022,35,2658
"Omoro District",2022,36,2897
"Omoro District",2022,37,2242
"Omoro District",2022,38,3245
"Omoro District",2022,39,2668
"Omoro District",2022,4,750
"Omoro District",2022,40,2640
"Omoro District",2022,41,2645
"Omoro District",2022,42,4449
"Omoro District",2022,43,4668
"Omoro District",2022,44,4283
"Omoro District",2022,45,3764
