"location_id","national","region","district","subcounty","facility","location_name","rdt_stock","year","week","q1","q3","iqr","potential_outlier"
"aIMGuhKI9Kc","MOH - Uganda","Tooro","Kyegegwa District","Ruyonza Subcounty","Karwenyi HC III","Karwenyi HC III",14000,2022,48,285,4381.24999999997,4096.24999999997,1
"aPsvoBYxsDS","MOH - Uganda","Acholi","Gulu City","Gulu West","St. Mary's Hospital Lacor","St. Mary's Hospital Lacor",35800,2022,31,25,13190,13165,1
"aRZJAIxQZ53","MOH - Uganda","Ankole","Ntungamo District","Rwentobo-Rwahi Town Council","Kaina HC II","Kaina HC II",34212,2022,15,67.5,3916.25,3848.75,1
"aTH1dUHop5k","MOH - Uganda","West Nile","Zombo District","Jang Okoro Subcounty","Jangokoro HC III","Jangokoro HC III",48400,2022,11,1492.05,11730.2499999999,10238.1999999999,1
"aVEGxoGe7RS","MOH - Uganda","Bugisu","Mbale District","Bumbobi Subcounty","Naiku HC III","Naiku HC III",5670,2022,48,350,1700,1350,1
"aW8p5Hv95s3","MOH - Uganda","South Central","Kyotera District","Kirumba Subcounty","Buyiisa HC II","Buyiisa HC II",4750,2022,24,108.75,1960.625,1851.875,1
"aWMoXZucGiV","MOH - Uganda","Acholi","Kitgum District","Lagoro Subcounty","Akuna Laber HC III","Akuna Laber HC III",82500,2022,12,127.4,15855,15727.6,1
"aXGjPN0urzK","MOH - Uganda","West Nile","Koboko District","Northern Division (Koboko MC)","Koboko Mission HC III","Koboko Mission HC III",8000,2022,43,35.8,2697.60000000002,2661.80000000002,1
"aXOYCLj6ksD","MOH - Uganda","Busoga","Bugiri District","Muterere Subcounty","Kitumba HC II","Kitumba HC II",74880,2022,30,418.75,27770,27351.25,1
"acTilIN9qRy","MOH - Uganda","West Nile","Maracha District","Nyadri South Subcounty","Nyadri HC III","Nyadri HC III",342751,2022,31,2710.2,36056.25,33346.05,1
"adofLhuj4HH","MOH - Uganda","North Central","Luwero District","Luwero Town Council","Bishop Ascili Hospital","Bishop Ascili Hospital",20000,2022,43,755,2725,1970,1
"agLJLYLJNK6","MOH - Uganda","Teso","Kumi District","Mukongoro Subcounty","Mukongoro HC III","Mukongoro HC III",225018,2022,49,9475,67051.8000000003,57576.8000000003,1
"akKqxsRNtae","MOH - Uganda","Bukedi","Butebo District","Kabwangasi Subcounty","Kabwangasi HC III","Kabwangasi HC III",3900,2022,51,47.75,550.375,502.625,1
"al7HcOssdLZ","MOH - Uganda","Teso","Kumi District","Kanyum Subcounty","Kanyum HC III","Kanyum HC III",126133,2022,6,1150,24853.125,23703.125,1
"amnweRXxGSV","MOH - Uganda","Lango","Amolatar District","Muntu Subcounty","Nakatiti HC II","Nakatiti HC II",95436,2022,17,131.25,14718.75,14587.5,1
"amwSlyHvRiP","MOH - Uganda","South Central","Kyotera District","Kasasa Subcounty","Ssanje Domiciliary Clinic HC III","Ssanje Domiciliary Clinic HC III",1875,2022,7,22.35,643.124999999999,620.774999999999,1
"aoc8dFcHiqR","MOH - Uganda","West Nile","Zombo District","Kango Subcounty","Kango HC III","Kango HC III",69250,2022,12,67.25,27018.7499999999,26951.4999999999,1
"ap3Cu39yPkF","MOH - Uganda","Bunyoro","Masindi District","Bwijanga Subcounty","Bwijanga HC IV","Bwijanga HC IV",50000,2022,26,380,19025,18645,1
"arSaR3TWlZL","MOH - Uganda","Teso","Kapelebyong District","Acowa Subcounty","Ajeleik HC II","Ajeleik HC II",38250,2022,37,138.75,11977.4999999999,11838.7499999999,1
"asZMKtqcAd9","MOH - Uganda","Acholi","Gulu City","Gulu East","Victory Medical Centre Clinic (Laroo) HC II","Victory Medical Centre Clinic (Laroo) HC II",840,2022,11,2.8,149.349999999998,146.549999999998,1
"at2r5D5668l","MOH - Uganda","Tooro","Kasese District","Ihandiro Subcounty","Buhungamuyagha HC II","Buhungamuyagha HC II",7100,2022,4,75,2196.25,2121.25,1
"atZjFwq6HQ5","MOH - Uganda","Karamoja","Nabilatuk District","Nabilatuk Subcounty","Nabilatuk HC IV","Nabilatuk HC IV",44150,2022,42,972,13005,12033,1
"avy7joRGT2x","MOH - Uganda","West Nile","Madi-Okollo District","Ogoko Subcounty","Ogoko HC II","Ogoko HC II",47800,2022,22,1793.75,8568.475,6774.725,1
"avzQnIvljoV","MOH - Uganda","Kigezi","Rubanda District","Ruhija Subcounty","Ruhija HC II","Ruhija HC II",1500,2022,25,20.45,468.749999999996,448.299999999996,1
"b1Jy6LNcJUM","MOH - Uganda","Ankole","Isingiro District","Kashumba Subcounty","Murema HC II","Murema HC II",17000,2022,14,75,1620,1545,1
"b2C43iNW4sH","MOH - Uganda","Busoga","Kaliro District","Kasokwe Subcounty","Kasokwe HC II","Kasokwe HC II",28160,2022,4,300,7425,7125,1
"bRNO7mYireD","MOH - Uganda","Kampala","Kampala District","Makindye Division","Palm Medicare HC II","Palm Medicare HC II",1000,2022,25,12,268.749999999999,256.749999999999,1
"ba44JvPeYSn","MOH - Uganda","Kigezi","Rukungiri District","Kebisoni Subcounty","Ndama HC III","Ndama HC III",750,2022,6,77,239.65,162.65,1
"bqIC42408Ia","MOH - Uganda","Karamoja","Napak District","Iriiri Subcounty","Naturumrum HC II","Naturumrum HC II",6000,2022,38,376.25,2023.75,1647.5,1
"bvqfuXEH13c","MOH - Uganda","Tooro","Kasese District","Central Division (Kasese MC)","Kasese Community Health Center HC III","Kasese Community Health Center HC III",2300,2022,17,50.5,673.75,623.25,1
"c8x0zJDdow6","MOH - Uganda","Busoga","Luuka District","Nawampiti Subcounty","Nakiswiga HC II","Nakiswiga HC II",12250,2022,21,460,3015,2555,1
"cK5namCwmbW","MOH - Uganda","Lango","Lira City","Adyel Division","Lira Regional Referral Hospital","Lira Regional Referral Hospital",47500,2022,38,150,16046.8749999999,15896.8749999999,1
"cP60sZpyWCs","MOH - Uganda","West Nile","Madi-Okollo District","Inde Town Council","Odraka HC II","Odraka HC II",117192,2022,29,569.2,44274.3,43705.1,1
"cPeDqm6vYHn","MOH - Uganda","Acholi","Agago District","Lira Palwo Subcounty","Obolokome (Lira) HC II","Obolokome (Lira) HC II",50300,2022,20,440,11777.4999999999,11337.4999999999,1
"cV6erj5W4Nh","MOH - Uganda","Teso","Kalaki District","Kakure Subcounty","Kakure HC III","Kakure HC III",58850,2022,37,766,7672.5,6906.5,1
"ccY5TpGvBqo","MOH - Uganda","West Nile","Madi-Okollo District","Rhino Camp Town Council","Rhino Camp HC IV","Rhino Camp HC IV",1513500,2022,29,481.8,209249.999999994,208768.199999994,1
"ck9FaUIhQAl","MOH - Uganda","Tooro","Kyegegwa District","Rwentuha Subcounty","Kazinga HC III","Kazinga HC III",81000,2022,23,416.25,9808.125,9391.875,1
"dBJMmXzJwYi","MOH - Uganda","Busoga","Mayuge District","Baitambogwe Subcounty","Baitambogwe HC III","Baitambogwe HC III",19575,2022,24,426.25,5959.375,5533.125,1
"dIbIL5tIcDi","MOH - Uganda","Acholi","Gulu District","Bungatira Subcounty","Lukodi HC II","Lukodi HC II",2900,2022,20,45.75,889.25,843.5,1
"dh43ilJjxyA","MOH - Uganda","Lango","Kwania District","Nambieso Subcounty","Aweiwot Drugshop","Aweiwot Drugshop",87,2022,42,2.75,35.375,32.625,1
"di4DmrdqB4K","MOH - Uganda","South Central","Kyotera District","Kalisizo Town Council","Kalisizo Police HC II","Kalisizo Police HC II",4702,2022,27,58.65,1491.375,1432.725,1
"eAuFbAc1MUZ","MOH - Uganda","Bunyoro","Kiryandongo District","Mutunda Subcounty","Panyadoli Hill HC III","Panyadoli Hill HC III",20100,2022,21,700,7747.5,7047.5,1
"ed00oQC0lsU","MOH - Uganda","Kampala","Kampala District","Makindye Division","St. Jude Dom Clinic HC II","St. Jude Dom Clinic HC II",65,2022,46,1.55,22.3749999999999,20.8249999999999,1
"emKicrlso4o","MOH - Uganda","Bugisu","Bukwo District","Kapsarur Subcounty","Kapsarur HC II","Kapsarur HC II",21225,2022,9,315,4931.24999999994,4616.24999999994,1
"esaIYgP3vSp","MOH - Uganda","South Central","Kyotera District","Kasasa Subcounty","St. Jude Sanje HC II","St. Jude Sanje HC II",7525,2022,14,36.7,2371.875,2335.175,1
"f33lKK2tJNV","MOH - Uganda","Acholi","Kitgum District","Labongo Akwang Subcounty","Pajimo HC III","Pajimo HC III",30100,2022,14,281,10846.875,10565.875,1
"f4yLtyMDUxW","MOH - Uganda","West Nile","Arua City","Pajulu Subcounty","Giligili Prison HC II","Giligili Prison HC II",16525,2022,22,475,4500,4025,1
"fOjYXPjN0QN","MOH - Uganda","South Central","Rakai District","Ddwaniro Subcounty (Rakai District)","Kayonza Ddwaniro HC II","Kayonza Ddwaniro HC II",1400,2022,26,75,230,155,1
"fQSolUENTro","MOH - Uganda","North Central","Kassanda District","Kassanda Town Council","Kassanda Prison HC II","Kassanda Prison HC II",450,2022,49,5.6,144.400000000001,138.800000000001,1
"fYKuOZQWyuf","MOH - Uganda","Bunyoro","Masindi District","Central Division (Masindi MC)","Masindi Kitara Med.  Centre HC IV","Masindi Kitara Med.  Centre HC IV",6000,2022,15,75,1037.5,962.5,1
"fn3zMtuYbmL","MOH - Uganda","Ankole","Kiruhura District","Kikatsi Subcounty","Kyeibuza (St. Mary'S) HC III","Kyeibuza (St. Mary'S) HC III",650,2022,23,75,275,200,1
"fnjz6n2gdVc","MOH - Uganda","South Central","Masaka City","Mukungwe Subcounty","Mukungwe Prison Clinic","Mukungwe Prison Clinic",388,2022,40,5.35,147.3,141.95,1
"g4eDmlzUtWL","MOH - Uganda","Bukedi","Butebo District","Kabwangasi Subcounty","Kakoro SDA Dispensary HC II","Kakoro SDA Dispensary HC II",400,2022,42,1,14,13,1
"gLhqifDs7hU","MOH - Uganda","Tooro","Fort Portal City","Central Division","Kabarole COU Hospital","Kabarole COU Hospital",164,2022,2,3.95,54.7999999999998,50.8499999999998,1
"gOFecbOs5XI","MOH - Uganda","Kigezi","Rubanda District","Muko Subcounty","Muko Ngo HC III","Muko Ngo HC III",2375,2022,9,35,470,435,1
"gR6hAZ1p9oi","MOH - Uganda","West Nile","Madi-Okollo District","Okollo Town Council","Okollo HC III","Okollo HC III",101700,2022,42,4571.25,18725,14153.75,1
"h1zyHmreMpM","MOH - Uganda","Kigezi","Kabale District","Kyanamira Subcounty","Kigata HC II","Kigata HC II",3000,2022,47,100,1000,900,1
"hGkzDlFnBcB","MOH - Uganda","Lango","Apac District","Apac Subcounty","Olelpek HC III","Olelpek HC III",76500,2022,43,1808.75,12821.875,11013.125,1
"hHtw3xjbPaG","MOH - Uganda","Bukedi","Pallisa District","Boliso I Subcounty","Limoto HC II","Limoto HC II",37000,2022,21,1231.25,7096.875,5865.625,1
"hasFbIo0djq","MOH - Uganda","Ankole","Ntungamo District","Bwongyera Subcounty","Rwabakunya Domiciliary Clinic HC II","Rwabakunya Domiciliary Clinic HC II",95,2022,12,3,25.825,22.825,1
"hkoHNZAApbg","MOH - Uganda","South Central","Bukomansimbi District","Kibinge Subcounty","Kagoggo HC II","Kagoggo HC II",7725,2022,15,25,2327.49999999999,2302.49999999999,1
"hvDI9jyiEWS","MOH - Uganda","Lango","Oyam District","Ngai Subcounty","Gwok-Kwo Drugshop","Gwok-Kwo Drugshop",78,2022,12,3.95,27.2999999999999,23.3499999999999,1
"iNWEqA1TqGM","MOH - Uganda","Lango","Dokolo District","Dokolo Subcounty","Dokolo Prison HC II","Dokolo Prison HC II",875,2022,25,4.55,286.774999999998,282.224999999998,1
"idW1pR7k8m2","MOH - Uganda","Bukedi","Tororo District","Kwapa Subcounty","Kwapa HC III","Kwapa HC III",42560,2022,36,23.5,7067.99999999989,7044.49999999989,1
"idkNxrymxSW","MOH - Uganda","North Central","Buikwe District","Central Division (Njeru MC)","Bugungu Yp Prison HC II","Bugungu Yp Prison HC II",17000,2022,1,82.5,1670,1587.5,1
"igQEGimwVo2","MOH - Uganda","Teso","Bukedea District","Bukedea Subcounty","Akuoro HC III","Akuoro HC III",11190500,2022,2,639.5,1821396.24999998,1820756.74999998,1
"iqr4dCf6xsU","MOH - Uganda","Acholi","Kitgum District","Namokora Subcounty","Namokora HC IV","Namokora HC IV",218340,2022,9,250,70465.5,70215.5,1
"j0NTmlxUscs","MOH - Uganda","Karamoja","Nakapiripirit District","Namalu Subcounty","Lomorunyangae HC II","Lomorunyangae HC II",22000,2022,28,1130,4500,3370,1
"jA7tuThhDUU","MOH - Uganda","Ankole","Mitooma District","Kiyanga Subcounty","Rwoburunga HC III","Rwoburunga HC III",12500,2022,50,250,2370.525,2120.525,1
"jOTn54eudpu","MOH - Uganda","Bukedi","Tororo District","Magola Subcounty","Papoli HC III","Papoli HC III",500,2022,25,1,136.400000000001,135.400000000001,1
"jgS1yAtN6HR","MOH - Uganda","West Nile","Arua City","Adumi Subcounty","Oje Mission HC III","Oje Mission HC III",18750,2022,36,418.75,3466.87499999998,3048.12499999998,1
"jmcxCPyDHHS","MOH - Uganda","Ankole","Bushenyi District","Central Division (Bushenyi Ishaka MC)","Bushenyi HC IV","Bushenyi HC IV",71000,2022,17,97.5,10294.9999999998,10197.4999999998,1
"jvPJLFJ3Rt1","MOH - Uganda","Karamoja","Kaabong District","Kaabong Town Council","Kaabong Mission HC III","Kaabong Mission HC III",3100,2022,25,5,506.499999999996,501.499999999996,1
"k8HLe4uciRP","MOH - Uganda","West Nile","Yumbe District","Yumbe Town Council","Umoja Clinic","Umoja Clinic",14550,2022,20,6.8,761.699999999959,754.899999999959,1
"kG0Pg9QsbJM","MOH - Uganda","Acholi","Gulu City","Gulu West","St. Nektarios Orthodox HC III","St. Nektarios Orthodox HC III",4875,2022,45,36.8,575,538.2,1
"krX5G0oMDPX","MOH - Uganda","Kigezi","Rukungiri District","Eastern Division (Rukungiri MC)","Rukungiri Police HC III","Rukungiri Police HC III",27500,2022,36,763.75,9093.74999999995,8329.99999999995,1
"l8JCkd3nqOV","MOH - Uganda","South Central","Wakiso District","Gombe Division","Ttikalu HC III","Ttikalu HC III",8000,2022,9,68.75,2509.375,2440.625,1
"lGdKcxEQz4E","MOH - Uganda","Teso","Amuria District","Akeriau Subcounty","Akeriau HC III","Akeriau HC III",442750,2022,23,4020,46908.1,42888.1,1
"lIG8IeLFIta","MOH - Uganda","Karamoja","Kaabong District","Murongole Subcounty","Usake HC II","Usake HC II",11400,2022,23,497.5,3599.99999999999,3102.49999999999,1
"lh4zqCHzHIM","MOH - Uganda","West Nile","Terego District","Odupi Subcounty","Otumbari St. Lawrence HC III","Otumbari St. Lawrence HC III",13225,2022,49,80.25,3206.25,3126,1
"m1B0rCFe5za","MOH - Uganda","Bugisu","Sironko District","Sironko Masaba Subcounty","Masiyompo HC III","Masiyompo HC III",2000,2022,13,29.75,176,146.25,1
"mG8iTKOSCCi","MOH - Uganda","Acholi","Lamwo District","Palabek Ogili Subcounty","Apyeta HC II","Apyeta HC II",10100,2022,25,50,3815,3765,1
"meCVGgjsn0F","MOH - Uganda","North Central","Mukono District","Nakisunga Subcounty","Kyetume Cbhc HC IV","Kyetume Cbhc HC IV",250,2022,4,2.1,32.8,30.7,1
"muwJAkGOjj5","MOH - Uganda","Bukedi","Pallisa District","Kamuge Town Council","Kamuge HC III","Kamuge HC III",542500,2022,23,245.65,12348.75,12103.1,1
"myrkJv85aqb","MOH - Uganda","Ankole","Kiruhura District","Kiruhura Town Council","Kange Medical Centre Clinic","Kange Medical Centre Clinic",1883,2022,24,4,86.6999999999998,82.6999999999998,1
"n4iwSO6iule","MOH - Uganda","Acholi","Omoro District","Koro Subcounty","Mother Angioletta Memorial Clinic","Mother Angioletta Memorial Clinic",4000,2022,13,26.5,950,923.5,1
"n8DIemz1Xoh","MOH - Uganda","Acholi","Gulu City","Gulu West","Layibi Techo HC III","Layibi Techo HC III",31925,2022,20,90,11652.5,11562.5,1
"nVTvYNeCRkf","MOH - Uganda","South Central","Bukomansimbi District","Butenga Subcounty","Kyakatebe Community HC II","Kyakatebe Community HC II",270,2022,25,4.3,59.1,54.8,1
"nx0UdNxBNIS","MOH - Uganda","Ankole","Mbarara District","Rubaya Subcounty (Mbarara District)","Rubaya HC III","Rubaya HC III",72500,2022,42,36.25,27187.4999999999,27151.2499999999,1
"o5I1o1YMVxP","MOH - Uganda","West Nile","Maracha District","Obiba Subcounty","Eliofe HC III","Eliofe HC III",231050,2022,32,1800,37975,36175,1
"oATZ1ASDvIs","MOH - Uganda","South Central","Mpigi District","Buwama Subcounty","Med-Life Clinic HC II","Med-Life Clinic HC II",325,2022,52,15,125.625,110.625,1
"oBJdkxGcVbN","MOH - Uganda","Busoga","Luuka District","Bulongo Subcounty","Bukendi HC II","Bukendi HC II",58125,2022,28,299.75,10593.7499999999,10293.9999999999,1
"oFMf9UXgoOr","MOH - Uganda","Ankole","Buhweju District","Nsiika Town Council","Nsiika HC IV","Nsiika HC IV",6000,2022,50,12.85,1805.125,1792.275,1
"pE5320aADcw","MOH - Uganda","Karamoja","Moroto District","Northern Division (Moroto MC)","Army Barracks HC III","Army Barracks HC III",750750,2022,10,149.3,68587.5,68438.2,1
"qIsuPTWNldp","MOH - Uganda","Busoga","Luuka District","Nawampiti Subcounty","Nawampiti (Nawampiti) HC II","Nawampiti (Nawampiti) HC II",10251,2022,20,338.75,3108.14999999999,2769.39999999999,1
"qMBXDpWSarC","MOH - Uganda","Tooro","Kamwenge District","Kahunge Town Council","Kyabenda HC III","Kyabenda HC III",1200,2022,26,6,44.475,38.475,1
"qOIHRAbHyeu","MOH - Uganda","Acholi","Agago District","Wol Subcounty","Wol HC III","Wol HC III",470000,2022,37,1837.5,110812.5,108975,1
"qWIMhyosZQk","MOH - Uganda","Karamoja","Karenga District","Lokori Subcounty","Lokori HC II","Lokori HC II",55250,2022,41,1668.75,5549.375,3880.625,1
"qdW8M8091gP","MOH - Uganda","North Central","Buikwe District","Ngogwe Subcounty","Ngogwe HC III","Ngogwe HC III",47000,2022,18,290,8128.975,7838.975,1
"qqNrWKGgl1e","MOH - Uganda","Bugisu","Mbale City","Mbale Industrial Division","Bungokho-Mutoto HC III","Bungokho-Mutoto HC III",11150,2022,50,75,2125,2050,1
"qx1tdwUae4t","MOH - Uganda","Kampala","Kampala District","Nakawa Division","Kyambogo University Medical Centre HC II","Kyambogo University Medical Centre HC II",875,2022,24,4.2,349.549999999999,345.349999999999,1
"rLXGEUiPF7o","MOH - Uganda","North Central","Luwero District","Luwero Subcounty","Bwaziba HC II","Bwaziba HC II",2550,2022,16,141.2,997.5,856.3,1
"s1LH73FP6Ck","MOH - Uganda","Busoga","Kamuli District","Kisozi Subcounty","Kisozi Flep HC III","Kisozi Flep HC III",10000,2022,6,77.5,1948.75,1871.25,1
"s9t3nr6URl3","MOH - Uganda","Kigezi","Kabale District","Kyanamira Subcounty","Muyumbu HC II","Muyumbu HC II",3000,2022,2,125,1196.25,1071.25,1
"sH96J8n6jcS","MOH - Uganda","Kigezi","Kabale District","Kaharo Subcounty","Burambira HC II","Burambira HC II",2000,2022,12,32.55,537.574999999993,505.024999999993,1
"sM16IZrIVkP","MOH - Uganda","Ankole","Ntungamo District","Ruhama East Subcounty","Kishami HC III","Kishami HC III",33550,2022,39,1242.15,4298.125,3055.975,1
"sSuKdQXD9yr","MOH - Uganda","North Central","Mubende District","Kasambya Subcounty (Mubende District)","Muinaina Prisons HC II","Muinaina Prisons HC II",8413,2022,9,1243.75,3424.425,2180.675,1
"sTVyzxAGpJx","MOH - Uganda","South Central","Kyotera District","Kalisizo Rural Subcounty","Kyakanyomozi HC II","Kyakanyomozi HC II",12750,2022,2,187.5,2612.5,2425,1
"say5alYHaR7","MOH - Uganda","Kigezi","Kabale District","Kaharo Subcounty","Kyobugombe HC II","Kyobugombe HC II",9001,2022,23,25,1314.24999999996,1289.24999999996,1
"t6jiPqaeBe2","MOH - Uganda","Ankole","Kiruhura District","Sanga Town Council","Sanga HC III","Sanga HC III",13000,2022,40,75,3325.00000000002,3250.00000000002,1
"tMXnyuz6ImO","MOH - Uganda","Kigezi","Kabale District","Kyanamira Subcounty","Kanjobe HC II","Kanjobe HC II",3000,2022,16,288,800,512,1
"tOS4NFR78ex","MOH - Uganda","Busoga","Bugiri District","Budhaya Subcounty","Maziriga HC II","Maziriga HC II",24950,2022,42,1397.5,9246.24999999997,7848.74999999997,1
"tX9av6uDVox","MOH - Uganda","South Central","Wakiso District","Kyengera Town Council","Kasenge HC II","Kasenge HC II",8432,2022,43,227.2,3293.4,3066.2,1
"taqtXzzxCQm","MOH - Uganda","Lango","Alebtong District","Aloi Subcounty","Alelluyah Joint Maternity Clinic","Alelluyah Joint Maternity Clinic",4886,2022,32,21.05,109.95,88.9,1
"tfnU9uSEiPb","MOH - Uganda","Karamoja","Amudat District","Amudat Subcounty","Kosike HC III","Kosike HC III",22225,2022,29,245,2500,2255,1
"thLFkOYAEEl","MOH - Uganda","Acholi","Pader District","Latanya Subcounty","Porogali HC II","Porogali HC II",27600,2022,51,200,8314.99999999994,8114.99999999994,1
"tp8aEj7391V","MOH - Uganda","Ankole","Kazo District","Buremba Subcounty","Kiruhura Ngomba HC II","Kiruhura Ngomba HC II",15250,2022,43,458.75,6006.24999999998,5547.49999999998,1
"tvBHeHr19vb","MOH - Uganda","Acholi","Nwoya District","Purongo Subcounty","Paraa Safari Lodge HC II","Paraa Safari Lodge HC II",451,2022,35,7.7,106.35,98.6499999999998,1
"uCgZBjyEEmp","MOH - Uganda","North Central","Luwero District","Butuntumula Subcounty","Kabanyi HC II","Kabanyi HC II",13250,2022,45,86.9,4027.49999999998,3940.59999999998,1
"uR2pjJIMiTl","MOH - Uganda","Busoga","Namayingo District","Buhemba Subcounty","Dohwe HC II","Dohwe HC II",49400,2022,10,168.75,10550,10381.25,1
"uVzb26lWq53","MOH - Uganda","West Nile","Maracha District","Tara Subcounty","Tara HC III","Tara HC III",213916,2022,30,1114.5,47270.7999999995,46156.2999999995,1
"uiIUQsgVTAj","MOH - Uganda","Bugisu","Namisindwa District","Bumbo Town Council","Bumbo HC III","Bumbo HC III",67140,2022,1,25,21215.2000000002,21190.2000000002,1
"uqk1XgbxpCg","MOH - Uganda","West Nile","Maracha District","Alikua Subcounty","Yivu Abea HC III","Yivu Abea HC III",437500,2022,45,300,4571.875,4271.875,1
"vRuSmYiqAwZ","MOH - Uganda","Acholi","Pader District","Puranga Subcounty","Oret HC II","Oret HC II",65280,2022,1,234.2,7670,7435.8,1
"vULcvu1i8di","MOH - Uganda","Bunyoro","Kikuube District","Kyangwali Subcounty","Buhuuka HC III","Buhuuka HC III",62520,2022,27,350.9,8266.12499999992,7915.22499999992,1
"va10Q2xw6aP","MOH - Uganda","Kigezi","Rubanda District","Bufundi Subcounty","Rubanda Kagunga HC II","Rubanda Kagunga HC II",3000,2022,43,25,900,875,1
"vbqYR19aqUK","MOH - Uganda","Lango","Kwania District","Aduku Subcounty","Apire HC III","Apire HC III",114753,2022,21,571.25,11925,11353.75,1
"vwA6dkN8RHb","MOH - Uganda","Bukedi","Busia District","Buyanga Subcounty (Busia District)","Buwembe HC II","Buwembe HC II",32000,2022,49,1875,13122.5,11247.5,1
"w53Iyr73JjT","MOH - Uganda","South Central","Lwengo District","Lwengo Subcounty","Kyetume HC III","Kyetume HC III",16100,2022,22,25,1762.5,1737.5,1
"wCOg7R9Ty1P","MOH - Uganda","Ankole","Kiruhura District","Nyakashashara Subcounty","Nyakahita HC II","Nyakahita HC II",4600,2022,24,51.25,1698.7,1647.45,1
"wDtDdq5JRtC","MOH - Uganda","Ankole","Isingiro District","Ngarama Subcounty","Burungamo HC II","Burungamo HC II",4550,2022,16,123.75,1893.125,1769.375,1
"wMiApjHnWVa","MOH - Uganda","Ankole","Bushenyi District","Nyabubare Subcounty","Nyarugote HC II","Nyarugote HC II",11125,2022,48,567.2,4625.00000000002,4057.80000000002,1
"wP6qm4MtWn2","MOH - Uganda","Tooro","Kamwenge District","Biguli Subcounty","Malere HC II","Malere HC II",17500,2022,28,305,5820.00000000004,5515.00000000004,1
"ws3l8HCEhHB","MOH - Uganda","South Central","Wakiso District","Nabweru Division","Community Health Plan Uganda","Community Health Plan Uganda",257,2022,11,1,40,39,1
"xCM9k0GGWMU","MOH - Uganda","South Central","Kyotera District","Kasasa Subcounty","Emmax Drug Shop","Emmax Drug Shop",960,2022,4,2.75,338.75,336,1
"xEN68HYkacl","MOH - Uganda","Teso","Serere District","Olio Subcounty","Akoboi (Serere) HC II","Akoboi (Serere) HC II",525600,2022,14,910,7983.75,7073.75,1
"yG1BLkelXXL","MOH - Uganda","Busoga","Namutumba District","Mazuba Subcounty","Irimbi HC II","Irimbi HC II",11100,2022,52,397.5,3428.74999999998,3031.24999999998,1
"yOzYKPK76Bq","MOH - Uganda","South Central","Kalangala District","Bujumba Subcounty","Bwendero HC III","Bwendero HC III",1500,2022,4,55,617.5,562.5,1
"yTVIFlAzVwb","MOH - Uganda","Karamoja","Napak District","Lokopo Subcounty","Apeitolim HC II","Apeitolim HC II",137500,2022,48,4563.75,28465.6249999995,23901.8749999995,1
"yTiZaVCinTc","MOH - Uganda","Ankole","Sheema District","Kabwohe Division","Kabwohe HC IV","Kabwohe HC IV",34210,2022,41,1428.85,13719.9,12291.05,1
"ypTdjdfOiN7","MOH - Uganda","Ankole","Kiruhura District","Kinoni Subcounty (Kiruhura District)","Kiruhura Kinoni HC III","Kiruhura Kinoni HC III",20100,2022,30,2000,6250,4250,1
"ywGuvJAdxxV","MOH - Uganda","South Central","Rakai District","Byakabanda Subcounty","Michungiro HC II","Michungiro HC II",5000,2022,22,86.7,1824.375,1737.675,1
"yyYPcgZm4xP","MOH - Uganda","Bugisu","Sironko District","Buwasa Subcounty","Buwasa HC IV","Buwasa HC IV",10200,2022,47,100,2375,2275,1
"z3ldDiQ4JHT","MOH - Uganda","Tooro","Bunyangabu District","Kibiito Town Council","Yerya HC III","Yerya HC III",16900,2022,39,26.25,1871.125,1844.875,1
"zC42y3uy5hp","MOH - Uganda","Acholi","Kitgum District","Pandwong Division","Pandwong HC III","Pandwong HC III",65550,2022,15,710,11631,10921,1
"zF8a3ecq3qd","MOH - Uganda","Kigezi","Rukiga District","Bukinda Subcounty","Karorwa HC II","Karorwa HC II",2000,2022,19,36.25,325,288.75,1
"zbCIfsyXOEv","MOH - Uganda","Bunyoro","Kikuube District","Kyangwali Subcounty","Maratatu HC III","Maratatu HC III",71500,2022,15,1575,26350,24775,1
